cwsac_id,battle_name,start_date,end_date,theater_code,campaign_code,result,cwss_url,partof_cwss,operation,forces_text,casualties_text,results_text,preservation,significance,cwsac_url,other_names,partof_cwsac,cws2_url,study_area,core_area,potnr_boundary,partof_cws2,interpretive_political,interpretive_commander_loss,interpretive_casualties,interpretive_tactics_strategy,interpretive_public_mind,interpretive_combat_arm,interpretive_military_firsts,interpretive_minority_troops,interpretive_economic,interpretive_archaelolgical,interpretive_logistics,interpretive_individual_bravery,interpretive_group_behavior,interpretive_joint_ops,interpretive_coop_armies,interpretive_naval,significance_jim,significance_ed,significance_bill,aad_url,battle_type,partof_aad,lat,long,state,strength_mean,strength_var,casualties_kwm_mean,casualties_kwm_var,comment
OK006,Cabin Creek,1863-07-01,1863-07-02,TM,TM63-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=OK006,TRUE,0,"Detachments from nine units [US]; two regiments and detachments from two other units (approx. 1,600-1,800) [CS]",88 total (US 23; CS 65),Union victory,III.3,C,http://www.nps.gov/abpp/battles/ok006.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportOklahomaUpdate.pdf,2161.03,575.17,2161.03,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=161&dt=295,Engagement,TRUE,36.262,-95.1718,OK,,,80,0.16666666666666666,
OK007,Honey Springs,1863-07-17,1863-07-17,TM,TM63-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=OK007,TRUE,0,"District of the Frontier [US]; 1st Brigade, Native American troops [CS]",716 total (US 79; CS 637),Union victory,I.3,B,http://www.nps.gov/abpp/battles/ok007.htm,Elk Creek; Shaw's Inn,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportOklahomaUpdate.pdf,6470.15,1138.96,6324.96,TRUE,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=308&dt=295,Engagement,TRUE,35.5313,-95.4858,OK,,,211,0.16666666666666666,
PA001,Hanover,1863-06-30,1863-06-30,ME,ME63-04,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=PA001,TRUE,0,Brigades,330 total,Inconclusive,,C,http://www.nps.gov/abpp/battles/pa001.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportPennsylvaniaUpdate.pdf,6179.85,789.23,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=163&dt=295,Action,TRUE,39.801,-76.9825,PA,,,228,0.16666666666666666,
PA002,Gettysburg,1863-07-01,1863-07-03,ME,ME63-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=PA002,TRUE,0,"158,300 total (US 83,289; CS 75,054)","51,000 total (US 23,000; CS 28,000)",Union victory,I.2,A,http://www.nps.gov/abpp/battles/pa002.htm,,TRUE,http://www.nps.gov/abpp/CWSII/CWSACReportPennsylvaniaUpdate.pdf,43522.59,8585.47,33993.87,TRUE,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=162&dt=295,Battle,TRUE,39.8112,-77.2249,PA,158343,0.16666666666666666,51e3,166666.66666666666,
SC001,Fort Sumter I,1861-04-12,1861-04-14,LS,LS61-01,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=SC001,TRUE,0,Regiments: 580 total (US 80; CS 500),None,Confederate victory,III.1,A,http://www.nps.gov/abpp/battles/sc001.htm,,TRUE,http://www.nps.gov/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf,4389.13,702.43,3948.47,TRUE,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,,A,,http://aad.archives.gov/aad/record-detail.jsp?rid=170&dt=295,Bombardment,TRUE,32.7524,-79.875,SC,580,841.6666666666667,15,0.16666666666666666,
SC002,Secessionville,1862-06-16,1862-06-16,LS,LS62-03,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=SC002,TRUE,0,"8,600 total (US 6,600; CS 2,000)",889 total (US 685; CS 204),Confederate victory,I.3,B,http://www.nps.gov/abpp/battles/sc002.htm,Ft. Lamar; James Island,TRUE,http://www.nps.gov/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf,3547.53,1108.59,0,TRUE,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=171&dt=295,Engagement,TRUE,32.7039,-79.9481,SC,8600,84166.66666666666,887,0.16666666666666666,
SC003,Simmon's Bluff,1862-06-21,1862-06-21,LS,LS62-03,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=SC003,TRUE,0,Regiments,None,Union victory,III.4,D,http://www.nps.gov/abpp/battles/sc003.htm,,TRUE,http://www.nps.gov/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf,3178.93,320.14,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=172&dt=295,Engagement,TRUE,32.6953,-80.2281,SC,,,0,0.16666666666666666,
SC004,Charleston Harbor I,1863-04-07,1863-04-07,LS,LS63-03,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=SC004,TRUE,0,9 warships,36 total (US 22; CS 14),Confederate victory (Warships were repulsed.),III.3,C,http://www.nps.gov/abpp/battles/sc004.htm,Fort Sumter,TRUE,http://www.nps.gov/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf,5164.74,1881.38,4568.74,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=164&dt=295,Engagement,TRUE,32.7526,-79.8745,SC,,,36,0.16666666666666666,
SC005,Fort Wagner I,1863-07-10,1863-07-11,LS,LS63-03,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=SC005,TRUE,0,Brigades,351 total (US 339; CS 12),Confederate victory,IV.2,D,http://www.nps.gov/abpp/battles/sc005.htm,First Assault; Morris Island,TRUE,http://www.nps.gov/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf,6308.58,2188.12,5234.69,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=165&dt=295,Assault,TRUE,32.73,-79.871,SC,,,351,0.16666666666666666,
SC006,Grimball's Island,1863-07-16,1863-07-16,LS,LS63-03,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=SC006,TRUE,0,"6,800 total (US 3,800; CS 3,000)",Total unknown (US unknown; CS 18),Inconclusive,II.4,D,http://www.nps.gov/abpp/battles/sc006.htm,Secessionville; James Island,TRUE,http://www.nps.gov/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf,3624.28,2028.88,2298.98,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=166&dt=295,Engagement,TRUE,32.698,-79.983,SC,6800,84166.66666666666,64,0.16666666666666666,
SC007,Fort Wagner II/Morris Island,1863-07-18,1863-07-18,LS,LS63-03,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=SC007,TRUE,0,"6,800 total (US 5,000; CS 1,800)","1,689 total (US 1,515; CS 174)",Confederate victory,IV.2,B,http://www.nps.gov/abpp/battles/sc007.htm,Second Assault; Morris Island,TRUE,http://www.nps.gov/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf,11840.68,5695.22,6043.51,TRUE,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=313&dt=295,Siege,TRUE,32.73,-79.8711,SC,6800,84166.66666666666,1737,0.16666666666666666,
SC008,Fort Sumter II,1863-08-17,1863-09-08,LS,LS63-03,Inconclusive,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=SC008,TRUE,0,Morris Island Batteries [US]; Fort Sumter Garrison [CS],Unknown,Inconclusive,III.2,B,http://www.nps.gov/abpp/battles/sc008.htm,Charleston Harbor; Morris Island,TRUE,http://www.nps.gov/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf,9367.57,4763.32,5967.43,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=167&dt=295,Bombardment,TRUE,32.7524,-79.8749,SC,,,,,
SC009,Charleston Harbor II,1863-09-05,1863-09-08,LS,LS63-03,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=SC009,TRUE,0,Regiments: total unknown (US 413; CS unknown),(US 117; CS unknown),Confederate victory,III.2,B,http://www.nps.gov/abpp/battles/sc009.htm,Battery Gregg; Fort Wagner; Morris Island; Fort Sumter,TRUE,http://www.nps.gov/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf,9407.24,5763.86,5093.82,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=168&dt=295,Engagement,TRUE,32.7524,-79.8749,SC,,,217,833.4166666666667,
SC010,Honey Hill,1864-11-30,1864-11-30,MW,MW64-12,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=SC010,TRUE,0,"6,400 total (US 5,000; CS 1,400)",796 total (US 746; CS 50),Confederate victory,II.3,C,http://www.nps.gov/abpp/battles/sc010.htm,,TRUE,http://www.nps.gov/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf,3926.96,2117.46,3102.71,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,C,,C,http://aad.archives.gov/aad/record-detail.jsp?rid=169&dt=295,Engagement,TRUE,32.486,-80.9343,SC,6400,84166.66666666666,796,8.416666666666668,
SC011,Rivers' Bridge,1865-02-02,1865-02-03,MW,MW65-01,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=SC011,TRUE,0,"Divisions: 6,200 total (US 5,000; CS 1,200)",262 total (US 92; CS 170),Union victory,III.4,D,http://www.nps.gov/abpp/battles/sc011.htm,Salkehatchie River; Hickory Hill; Owens' Crossroads; Lawtonville; Duck Creek,TRUE,http://www.nps.gov/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf,4828.66,512.34,4828.66,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=339&dt=295,Action,TRUE,33.0528,-81.0997,SC,6200,84166.66666666666,262,8.416666666666668,
TN001,Fort Henry,1862-02-06,1862-02-06,MW,MW62-02,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN001,TRUE,0,District of Cairo [US]; Fort Henry Garrison [CS],119 total (US 40; CS 79),Union victory,IV.2,B,http://www.nps.gov/abpp/battles/tn001.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Dandridge to Fort Henry.pdf,5144.12,1159.87,2118.79,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,B,,http://aad.archives.gov/aad/record-detail.jsp?rid=173&dt=295,Capture,TRUE,36.5186,-88.0391,TN,,,146,0.16666666666666666,
TN002,Fort Donelson,1862-02-12,1862-02-16,MW,MW62-02,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN002,TRUE,0,Army in the Field [US]; Fort Donelson Garrison [CS],"17,398 total (US 2,331; CS 15,067)",Union victory,I.1,A,http://www.nps.gov/abpp/battles/tn002.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Dandridge to Fort Henry.pdf,7729.89,2982.49,3367.33,TRUE,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,,A,,http://aad.archives.gov/aad/record-detail.jsp?rid=174&dt=295,Siege,TRUE,36.4938,-87.856,TN,,,19832,83333.41666666666,
TN003,Shiloh,1862-04-06,1862-04-07,MW,MW62-02,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN003,TRUE,0,"Army of the Tennessee and Army of the Ohio (65,085) [US]; Army of the Mississippi (44,968) [CS]","23,746 total (US 13,047; CS 10,699)",Union victory,III.1,A,http://www.nps.gov/abpp/battles/tn003.htm,Pittsburg Landing,TRUE,http://www.nps.gov/abpp/CWSII/Nashville to Spring Hill.pdf,31341.81,7283.32,22539.79,TRUE,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,,A,,http://aad.archives.gov/aad/record-detail.jsp?rid=175&dt=295,Battle,TRUE,35.1507,-88.3218,TN,110053,0.16666666666666666,23746,0.16666666666666666,
TN004,Memphis I,1862-06-06,1862-06-06,MW,MW62-03,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN004,TRUE,0,"U.S. Ironclads Benton, Louisville, Carondelet, Cairo, and St. Louis and U.S. Army Rams Queen of the West and Monarch [US]; C.S. Navy Rams General Beauregard, General Bragg, General Price, General Van Dorn, General Thompson, Colonel Lovell, Sumter, and Little Rebel [CS]",181 total (US 1; CS 180),Union victory,,B,http://www.nps.gov/abpp/battles/tn004.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Memphis I to Murfreesboro II.pdf,19818,9286.44,12170,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=176&dt=295,Naval,TRUE,35.1291,-90.1558,TN,,,181,8.416666666666668,
TN005,Chattanooga I,1862-06-07,1862-06-08,MW,MW62-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN005,TRUE,0,Division [US]; Department [CS],88 total (US 23; CS 65),Union victory,IV.2,D,http://www.nps.gov/abpp/battles/tn005.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Campbells Station to Columbia.pdf,2115.91,1085.14,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=177&dt=295,Attack,TRUE,35.0651,-85.3088,TN,,,26,0.16666666666666666,
TN006,Murfreesboro I,1862-07-13,1862-07-13,MW,MW62-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN006,TRUE,0,"Detachments from four Union units (approx. 900) [US]; equivalent of a brigade (about five cavalry units; approx. 1,400) [CS]","1,040 total (US 890; CS 150)",Confederate victory,IV.2,C,http://www.nps.gov/abpp/battles/tn006.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Memphis I to Murfreesboro II.pdf,8639.61,328.82,,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=178&dt=295,Action,TRUE,35.847,-86.393,TN,2300,1666.6666666666667,1350,841.6666666666667,
TN007,Hatchie's Bridge,1862-10-05,1862-10-05,MW,MW62-05,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN007,TRUE,0,Detachment [US]; Army of the West [CS],900 total (US 500; CS 400),Union victory,III.3,C,http://www.nps.gov/abpp/battles/tn007.htm,Davis Bridge; Matamora,TRUE,http://www.nps.gov/abpp/CWSII/Hartsville to Johnsonville.pdf,5754.16,798.19,5103.19,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=340&dt=295,Engagement,TRUE,35.035,-88.7994,TN,,,900,1666.6666666666667,"Original CWSAC had Oct 5, which appears to be the correct date.
"
TN008,Hartsville,1862-12-07,1862-12-07,MW,MW62-06,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN008,TRUE,0,"39th Brigade, XIV Army Corps (Army of the Cumberland) [US]; expeditionary force (two brigades) [CS]","2,004 total (US 1,855; CS 149)",Confederate victory,III.3,C,http://www.nps.gov/abpp/battles/tn008.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Hartsville to Johnsonville.pdf,8044.71,679.95,7507.25,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=179&dt=295,Action,TRUE,36.3777,-86.1743,TN,,,2235,0.16666666666666666,
TN009,Jackson,1862-12-19,1862-12-19,MW,MW62-07,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN009,TRUE,0,Two regiments from the Jackson Garrison [US]; Detachment of Forrest's Cavalry (approx. 400) [CS],Total unknown (US 6; CS unknown),Confederate victory,III.4,D,http://www.nps.gov/abpp/battles/tn009.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Hartsville to Johnsonville.pdf,2068.23,148.89,1615.61,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=309&dt=295,Engagement,TRUE,35.632,-88.7635,TN,,,,,
TN010,Stones River,1862-12-31,1863-01-02,MW,MW62-06,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN010,TRUE,0,Army of the Cumberland [US]; Army of Tennessee [CS],"23,515 total (US 13,249; CS 10,266)",Union victory,IV.1,A,http://www.nps.gov/abpp/battles/tn010.htm,Murfreesboro,TRUE,http://www.nps.gov/abpp/CWSII/Stones River to Wauhatchie.pdf,15087.32,5148.66,3121.01,TRUE,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,A,A,,http://aad.archives.gov/aad/record-detail.jsp?rid=181&dt=295,Battle,TRUE,35.88,-86.435,TN,,,23e3,8416666.666666666,
TN011,Parker's Cross Roads,1862-12-31,1862-12-31,MW,MW62-07,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN011,TRUE,0,"Two brigades (approx. 3,000 men) [US]; expeditionary brigade [CS]",737 total (US 237; CS 500),Confederate victory,II.3,C,http://www.nps.gov/abpp/battles/tn011.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Nashville to Spring Hill.pdf,7716.82,1287.34,2664.48,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,,http://aad.archives.gov/aad/record-detail.jsp?rid=183&dt=295,Engagement,TRUE,35.793,-88.393,TN,,,737,833.4166666666667,
TN012,Dover,1863-02-03,1863-02-03,MW,MW63-02,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN012,TRUE,0,"Detachments of two regiments: 83rd Illinois Infantry and 5th Iowa Cavalry Regiments and some artillery (approx. 800) [US]; cavalry division (approx. 2,500) [CS]",796 total (US 126; CS 670),Union victory,IV.2,D,http://www.nps.gov/abpp/battles/tn012.htm,Fort Donelson,TRUE,http://www.nps.gov/abpp/CWSII/Dandridge to Fort Henry.pdf,2931.62,642.79,750.94,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=341&dt=295,Attack,TRUE,36.4849,-87.8575,TN,3300,1666.6666666666667,965,8.416666666666668,
TN013,Thompson's Station,1863-03-04,1863-03-05,MW,MW63-02,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN013,TRUE,0,Infantry brigade [US]; I Cavalry Corps [CS],"2,206 total (US 1,906; CS 300)",Confederate victory,II.3,C,http://www.nps.gov/abpp/battles/tn013.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Stones River to Wauhatchie.pdf,3473,603.18,1356.21,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=182&dt=295,Engagement,TRUE,35.798,-86.9063,TN,,,1957,833.4166666666667,
TN014,Vaught's Hill,1863-03-20,1863-03-20,MW,MW63-02,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN014,TRUE,0,"2nd Brigade, 5th Division, XIV Army Corps (a combined force of infantry, artillery, and cavalry comprising detachments from six units; approx. 1,300) [US]; Morgan's Cavalry Division (approx. 3,500) [CS]",435 total (US 62; CS 373),Union victory,III.4,D,http://www.nps.gov/abpp/battles/tn014.htm,Milton,TRUE,http://www.nps.gov/abpp/CWSII/Stones River to Wauhatchie.pdf,3479.82,849.11,2430.15,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=180&dt=295,Action,TRUE,35.9252,-86.2047,TN,4800,1666.6666666666667,188,8.416666666666668,
TN015,Brentwood,1863-03-25,1863-03-25,MW,MW63-02,Confederate,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN015,TRUE,0,"Detachments of the 22nd Wisconsin Volunteer Infantry, 33rd Indiana, and 19th Michigan Volunteer Infantry regiments, 1st Division, 1st Cavalry Corps (approx. 400) [US]; Forrest's Division [CS]",311 total (US 305; CS 6),Confederate victory,II.4,D,http://www.nps.gov/abpp/battles/tn015.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Beans Station to Bulls Gap.pdf,9589.14,1367.26,1346.71,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=311&dt=295,Action,TRUE,36.0363,-86.7855,TN,,,532,0.16666666666666666,
TN016,Franklin I,1863-04-10,1863-04-10,MW,MW63-02,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN016,TRUE,0,"Army of Kentucky [US]; 1st Cavalry Corps, Army of Tennessee [CS]",237 total (US 100; CS 137),Union victory,IV.1,D,http://www.nps.gov/abpp/battles/tn016.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Fort Pillow to FranklinII.pdf,14386.1,2605.65,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=319&dt=295,Engagement,TRUE,35.914,-86.864,TN,,,237,833.4166666666667,
TN017,Hoover's Gap,1863-06-24,1863-06-26,MW,MW63-04,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN017,TRUE,0,"XIV Army Corps [US]; Bate's and Johnson's Brigades, Stewart's Division, Hardee's Corps, Army of Tennessee, and J.R. Butler's 1st [3rd] Kentucky Cavalry Regiment [CS]",Unknown,Union victory,III.3,C,http://www.nps.gov/abpp/battles/tn017.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Hartsville to Johnsonville.pdf,25898.02,3323.32,14213.71,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,http://aad.archives.gov/aad/record-detail.jsp?rid=351&dt=295,Skirmish,TRUE,35.6305,-86.2454,TN,,,,,
TN018,Chattanooga II,1863-08-21,1863-08-21,MW,MW63-06,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN018,TRUE,0,Wilder's Brigade [US]; Hill's Corps [CS],Unknown,Successful Union demonstration,IV.2,D,http://www.nps.gov/abpp/battles/tn018.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Campbells Station to Columbia.pdf,6445.71,1244.07,,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=184&dt=295,Bombardment,TRUE,35.0739,-85.3186,TN,,,,,
TN019,Blountsville,1863-09-22,1863-09-22,MW,MW63-07,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN019,TRUE,0,"2nd Brigade, 4th Division, XXIII Army Corps, Department of the Ohio [US]; 1st Tennessee Cavalry Regiment and Artillery (approx. 1,200) [CS]",192 total (US 27; CS 165),Union victory,IV.2,D,http://www.nps.gov/abpp/battles/tn019.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Beans Station to Bulls Gap.pdf,1549.78,459.04,232.57,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=185&dt=295,Engagement,TRUE,36.5333,-82.3264,TN,,,192,0.16666666666666666,
TN020,Blue Springs,1863-10-10,1863-10-10,MW,MW63-07,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN020,TRUE,0,"Department of the Ohio [US]; 1st Tennessee Volunteer Cavalry Regiment, 4th Kentucky Cavalry Regiment, and some home guard troops and artillery [CS]",316 total (US 100; CS 216),Union victory,IV.1,D,http://www.nps.gov/abpp/battles/tn020.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Beans Station to Bulls Gap.pdf,3715.33,1405.12,1118.17,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=198&dt=295,Action,TRUE,36.1934,-82.9373,TN,,,316,833.4166666666667,
TN021,Wauhatchie,1863-10-28,1863-10-29,MW,MW63-08,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN021,TRUE,0,"XI Army Corps and 2nd Division, XII Army Corps [US]; Hood's Division [CS]",828 total (US 420; CS 408),Union victory,IV.2,B,http://www.nps.gov/abpp/battles/tn021.htm,Brown's Ferry,TRUE,http://www.nps.gov/abpp/CWSII/Stones River to Wauhatchie.pdf,11457.05,2001.37,7129.61,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,A,C,http://aad.archives.gov/aad/record-detail.jsp?rid=187&dt=295,Engagement,TRUE,35.002,-85.38,TN,,,572,0.16666666666666666,
TN022,Collierville,1863-11-03,1863-11-03,MW,MW63-09,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN022,TRUE,0,"3rd Cavalry Brigade (850) [US]; cavalry division (2,500) [CS]",155 total (US 60; CS 95),Union victory,IV.1,D,http://www.nps.gov/abpp/battles/tn022.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Campbells Station to Columbia.pdf,5145.25,325.91,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=201&dt=295,Action,TRUE,35.044,-89.6645,TN,3350,841.6666666666667,155,8.416666666666668,
TN023,Campbell's Station,1863-11-16,1863-11-16,MW,MW63-11,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN023,TRUE,0,Department of the Ohio [US]; Confederate Forces in East Tennessee [CS],970 total (US 400; CS 570),Union victory,IV.2,D,http://www.nps.gov/abpp/battles/tn023.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Campbells Station to Columbia.pdf,11258.68,814.55,,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,D,,http://aad.archives.gov/aad/record-detail.jsp?rid=189&dt=295,Engagement,TRUE,35.8846,-84.1539,TN,,,970,841.6666666666667,
TN024,Chattanooga III,1863-11-23,1863-11-25,MW,MW63-10,Union,http://www.nps.gov/civilwar/search-battles-detail.htm?battleCode=TN024,TRUE,0,Military Division of the Mississippi [US]; Army of Tennessee [CS],"12,485 total (US 5,815; CS 6,670)",Union victory,I.2,A,http://www.nps.gov/abpp/battles/tn024.htm,,TRUE,http://www.nps.gov/abpp/CWSII/Campbells Station to Columbia.pdf,45415.23,19107.3,6740.13,TRUE,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,,A,,http://aad.archives.gov/aad/record-detail.jsp?rid=342&dt=295,Battle,TRUE,35.03,-85.257,TN,,,12482,0.16666666666666666,
