battle_id,start_date,end_date,monthonly,location,state,battle_name
1134,1863-9-3,1863-9-5,False,"White Stone Hill, Dakota Terr.",ND,"2d Nebraska, 6th Iowa, and one company of the 7th Iowa Cavalry; right with Indians."
1135,1863-9-5,1863-9-5,False,"Limestone Station, near Telford, Tenn.",TN,Five companies of the 100th Ohio Volunteers.
1136,1863-9-5,1863-9-5,False,"Moorefield, W. Va.",WV,1st West Virginia Volunteers.
1137,1863-9-6,1863-9-6,False,"Brandy Station, Va.",VA,"Cavalry, Army of the Potomac."
1138,1863-9-7,1863-9-7,False,"Evacuation of Battery Gregg and Fort Wagner, Morris Island, S.C.",SC,Maj.-General Q. A. Gillmore's troops and the U. S. Navy.
1139,1863-9-7,1863-9-7,False,"Bear Skin Lake, Mo.",MO,2d Missouri Cavalry.
1140,1863-9-7,1863-9-7,False,"Ashley's Mills, Ark.",AR,"Davidson's Cavalry Division, Department of the Missouri."
1141,1863-9-7,1863-9-7,False,"Atchafalaya River, La.",LA,"2d Brigade, 2d Division, 13th Corps."
1142,1863-9-8,1863-9-8,False,"Baton Rouge, La.",LA,4th Wisconsin Cavalry.
1144,1863-9-8,1863-9-8,False,"Bath, Va",VA,7th Pennsylvania Cavalry.
1145,1863-9-8,1863-9-8,False,"Sabine Pass, La.",LA,"U. S. Navy, escort to the troops of the 19th Corps, commanded by Maj.-General Franklin."
1146,1863-9-9,1863-9-9,False,"Cumberland Gap, Tenn.",TN,Cavalry Division and Army of the Ohio.
1147,1863-9-9,1863-9-9,False,"Weber's Falls, Ind. Terr.",OK,2d Colorado Cavalry.
1148,1863-9-9,1863-9-9,False,"Dardenelle, Ark.",AR,2d Kansas Cavalry and 2d Indiana Battery.
1149,1863-9-10,1863-9-10,False,"Graysville, Ga.",GA,"Cavalry, Army of the Cumberland."
1150,1863-9-10,1863-9-10,False,"Little Rock, Ark.",AR,Troops of the Department of Arkansas and Cavalry Division of the Department of the Missouri.
1151,1863-9-10,1863-9-10,False,"Brimstone Creek, Tenn.",TN,11th Kentucky Mounted Volunteers.
1152,1863-9-10,1863-9-10,False,"Knoxville, Tenn., occupied.",TN,"Army of the Ohio, Maj.-General Burnside."
1153,1863-9-11,1863-9-11,False,"Ringgold, Ga.",GA,"Advance of the 21st Corps, Army of the Cumberland."
1154,1863-9-11,1863-9-11,False,"Dug, Alpine, and Stevens' Gap (also known as Davis' Cross Roads), Ga.",GA,Advance of the Army of the Cumberland.
1155,1863-9-11,1863-9-11,False,"Moorefield, W. Va.",WV,Troops not mentioned.
1156,1863-9-11,1863-9-11,False,"Waldron, Ark.",AR,14th Kansas Cavalry.
1157,1863-9-12,1863-9-12,False,"Sterling's Plantation, La.",LA,"Battery "" E,"" 1st Missouri Artillery."
1158,1863-9-12,1863-9-12,False,"Texas Co., Mo.",MO,5th Missouri Militia Cavalry.
1159,1863-9-13,1863-9-13,False,"Paris, Tenn.",TN,Troops not stated.
1160,1863-9-13,1863-9-13,False,"Culpepper, Va.",VA,"1st, 2d, and 3d Divisions, Cavalry Corps, Army of the Potomac."
1161,1863-9-13,1863-9-13,False,"Lett's Tan Yard, near Chickamauga, Ga.",GA,Wilder's Brigade of Mounted Infantry.
1162,1863-9-14,1863-9-16,False,"Brownsville, Ark.",AR,5th Kansas Cavalry.
1163,1863-9-14,1863-9-14,False,"Racoon Ford, Rapidan Station, Va.",VA,"Cavalry Corps, Army of the Potomac."
1164,1863-9-14,1863-9-14,False,"Seneca Station, Buffalo Creek, Ind. Terr.",OK,1st Arkansas Volunteers.
1165,1863-9-14,1863-9-14,False,"Vidalia, La.",LA,3d Missouri Volunteers.
1166,1863-9-15,1863-9-15,False,"Hendricks, Miss.",MS,10th Missouri Cavalry.
1167,1863-9-15,1863-9-15,False,"Smithfield, Va.",VA,Detachments of the 1st New York and 12th Pennsylvania Cavalry.
1168,1863-9-19,1863-9-19,False,"Racoon Ford, Va.",VA,"Reconnaissance by 1st Cavalry Division, Army of the Potomac."
1169,1863-9-19,1863-9-20,False,"Chickamauga, Ga.",GA,"14th Corps, Maj.-General Geo. H. Thomas; 20th Corps, Maj.-General A. McD. McCook; 21st Corps, Maj.-General T.  L. Crittenden; and Reserve Corps, Maj.-General G. Granger; Army of the Cumberland, Maj.-General W. S. Rosecrans. "
1170,1863-9-1,1863-9-30,True,"Bristol, Tenn. ",TN,"Foster's Cavalry Brigade, Shackleford's Cavalry Division, of Army of the Ohio."
1171,1863-9-1,1863-9-30,True,"White's Ford, Va.",VA,Cavalry of the Army of the Potomac.
1172,1863-9-22,1863-9-22,False,"Johnson Depot, Tenn.",TN,8th Tennessee Volunteers.
1173,1863-9-22,1863-9-22,False,"Jack's Shop, Madison Court House, Va.",VA,"1st Division, Cavalry Corps, Army of the Potomac."
1174,1863-9-1,1863-9-30,True,"Carter's Station, Tenn.",TN,"3d Brigade, Cavalry Division, Army of the Ohio."
1175,1863-9-22,1863-9-22,False,"Blountsville, Tenn.",TN,"2d Mounted Brigade, Cavalry Division, Army of the Ohio."
1176,1863-9-22,1863-9-22,False,"Rockville, Md.",MD,11th New York Cavalry.
1177,1863-9-24,1863-9-24,False,"Zollicoffer, Tenn.",TN,"3d Brigade, Cavalry Division, Army of the Ohio."
1178,1863-9-25,1863-9-25,False,"Upperville, Va.",VA,1st Maryland Potomac Home Brigade of Cavalry.
1179,1863-9-25,1863-9-25,False,"Bed Bone Church, Mo.",MO,2d Wisconsin Cavalry.
1180,1863-9-26,1863-9-26,False,"Calhoun (or Haguewood Prairie), Tenn.",TN,Cavalry of the Army of the Ohio.
1181,1863-9-1,1863-9-30,True,"Mortal's Station, Franklin Co. (also called Haguewood Station), Ark.",AR,Detachment of the 1st Arkansas Volunteers.
1182,1863-9-28,1863-9-28,False,"McMinnville, Tenn.",TN,Troops not given.
1183,1863-9-29,1863-9-29,False,"Sterling's Farm, near Morganzia, La.",LA,19th Iowa and 26th Indiana Volunteers.
1184,1863-9-30,1863-9-30,False,"Swallow's Bluff, Tenn.",TN,7th Kansas and 7th Illinois Cavalry.
1185,1863-10-1,1863-10-31,True,"Anderson's Crap, Tenn.",TN,21st Kentucky Volunteers.
1186,1863-10-2,1863-10-2,False,"Anderson's Cross Roads, Tenn.",TN,"1st Wisconsin, 2d Indiana, and 1st Tennessee Cavalry, Army of the Cumberland."
1187,1863-10-3,1863-10-3,False,"Thompson Cove, Tenn.",TN,"1st Brigade, 2d Division Cavalry, and Wilder's Brigade of Mounted Infantry."
1188,1863-10-3,1863-10-3,False,"McMinnville, Tenn.",TN,4th Tennessee Volunteers.
1189,1863-10-4,1863-10-4,False,"Murfreesboro Road, Tenn.",TN,2d Kentucky Cavalry and Wilder's Brigade of Mounted Infantry.
1190,1863-10-4,1863-10-4,False,"Newton, La.",LA,Organizations not stated.
1191,1863-10-4,1863-10-4,False,"Neosho, Mo.",MO,Three companies of the 6th Missouri Militia Cavalry.
1192,1863-10-5,1863-10-5,False,"Stockade at Stone River, Tenn.",TN,One company of the 19th Michigan Volunteers.
1193,1863-10-5,1863-10-5,False,"Harper's Ferry, Va.",VA,Troops not stated.
1194,1863-10-5,1863-10-5,False,"Near Bine Springs, Tenn.",TN,Portion of General Burnside'a forces.
1195,1863-10-5,1863-10-5,False,"New Albany, Miss.",MS,Troops not given.
1196,1863-10-5,1863-10-5,False,"Glasgow, Ky.",KY,37th Kentucky Mounted Infantry.
1197,1863-10-5,1863-10-5,False,"Wartrace, Tenn.",TN,5th Iowa Cavalry.
1198,1863-10-6,1863-10-6,False,"Baxter Springs, near Fort Scott, Ark.",AR,"Detachments of the 3d Wisconsin and 14th Kansas Cavalry, and 12th Kansas Volunteers (83d U. S. Colored Troops) ; the prisoners were robbed and murdered by the rebels, commanded by Quantrell."
1199,1863-10-6,1863-10-6,False,"Fort Blair, Waldron, Ark.",AR,Detachment of 3d Wisconsin Cavalry.
1200,1863-10-7,1863-10-7,False,"Como, Miss.",MS,Troops not given.
1201,1863-10-7,1863-10-7,False,"Shelbyville Pike, near Farmington, Tenn.",TN,"1st, 2d, and 4th Ohio, and 2d Kentucky Cavalry, and Wilder's Brigade of Mounted Infantry."
1202,1863-10-8,1863-10-8,False,"Charlestown, Va.",VA,Troops not given.
1203,1863-10-8,1863-10-8,False,"Salem, Miss.",MS,Colonels McCrellis' and Phillips' Cavalry Brigades.
1204,1863-10-8,1863-10-8,False,"Warsaw, Mo.",MO,7th Missouri Militia Cavalry.
1205,1863-10-9,1863-10-9,False,"Sugar Creek, near Pulaski, Tenn.",TN,"3d Brigade, 2d Cavalry Division."
1206,1863-10-10,1863-10-10,False,"Rapidan, Va.",VA,"1st Division Cavalry, Army of the Potomac."
1207,1863-10-10,1863-10-10,False,"Ingham's Plantation, Miss.",MS,2d Wisconsin Cavalry.
1208,1863-10-10,1863-10-10,False,"James City, Rappahannock (also called Robertson's Run), Va.",VA,"3d Cavalry Division, Army of the Potomac."
1209,1863-10-10,1863-10-10,False,"Blue Springs, Tenn.",TN,"Shackleford's Cavalry Division, and Infantry of the 9th Corps, Army of the Ohio."
1210,1863-10-10,1863-10-10,False,Vermilion Bayou. La.,LA,"1st Brigade, 1st Division, 19th Corps."
1211,1863-10-11,1863-10-11,False,"Rheatown, Tenn.",TN,"2d Brigade, Cavalry Division, Army of the Ohio."
1212,1863-10-11,1863-10-11,False,"Henderson's Mill, Tenn,",TN,5th Indiana Cavalry.
1213,1863-10-11,1863-10-11,False,"Collinsville, Tenn.",TN,66th Indiana Volunteers and 13th U. S. Infantry.
1214,1863-10-12,1863-10-12,False,"Jeffersonton, Va.",VA,"*-2d Cavalry Division, Army of the Potomac."
1215,1863-10-12,1863-10-12,False,"Ingham's Mills, near Byhalia, Miss.",MS, 2d Brigade of Cavalry of the 16th Corps.
1216,1863-10-12,1863-10-13,False,"Colpepper White Sulphur Springs (also called Warrenton Springs), Va.",VA,"Cavalry Corps, Army of the Potomac."
1217,1863-10-12,1863-10-13,False,"Merrill's Crossing to Lamine Crossing (also known as Marshall, Arrow Rock, Blackwater, and Jonesboro'), Mo.",MO,"Int, 4th, and 7th Missouri Militia Cavalry, Enrolled Militia Infantry, and 1st Missouri Militia Battery."
1218,1863-10-13,1863-10-13,False,"Wyatt, Tallahatchee, Miss.",MS,"2d Brigade, Cavalry Division, 16th Corps."
1219,1863-10-13,1863-10-13,False,"Big Black River, Miss.",MS,Reconnaissance of Infantry and Cavalry commanded by Maj.-General McPherson.
1220,1863-10-13,1863-10-13,False,"Maysville, Ala.",AL,"1st Division Cavalry Corps, Army of the Cumberland."
1221,1863-10-13,1863-10-13,False,"Blountsville, Tenn.",TN,"3d Brigade, Cavalry Division, Army of the Ohio."
1222,1863-10-13,1863-10-13,False,"Bulltown, Braxton Co., Va.",VA,Detachment of the 6th and 11th West Virginia Volunteers.
1223,1863-10-14,1863-10-14,False,"Auburn, Va.",VA,"Portion of the 1st Division, 2d Corps, Army of the Potomac."
1224,1863-10-14,1863-10-14,False,"Bristoe Station, Va.",VA,"2d Corps, Warren's; portion of Syke's 5th Corps, assisted by 2d Cavalry Division, Army of the Potomac."
1225,1863-10-14,1863-10-14,False,"Salt Lick, Va.",VA,6th West Virginia Volunteers.
1226,1863-10-15,1863-10-15,False,"Canton, Miss.",MS,"Portion of the 15th and 17th Corps, commanded by Maj. General McPherson."
1227,1863-10-16,1863-10-16,False,"McLean's Ford (also known as Liberty Mills), Va.",VA,"New Jersey Brigade, 3d Corps, Army &f the Potomac."
1228,1863-10-15,1863-10-15,False,"Hedgeville, Va.",VA,Detachment of 1st New York and 12th Pennsylvania Cavalry and 116th Ohio Volunteers.
1229,1863-10-15,1863-10-15,False,"Blackburn Ford, Va.",VA,"Portion of the 2d Corps, Army of the Potomac."
1230,1863-10-16,1863-10-18,False,"Brownsville, Miss.",MS,"Portion of the 16th and 17th Corps, Maj.-General McPherson."
1231,1863-10-16,1863-10-16,False,"Cross Timbers, Mo.",MO,18th Iowa Volunteers.
1232,1863-10-17,1863-10-17,False,"Destruction of two Blockade Runners in Tampa Bay, Fla.",FL,Union Gunboats Tahonia and Adele.
1233,1863-10-17,1863-10-17,False,"Clinton, Miss.",MS,"Detachment of the Army of the Tennessee, commanded by Maj .-General McPherson."
1234,1863-10-17,1863-10-17,False,"Rapidan, Va.",VA,"1st Division, Cavalry Corps, Army of the Potomac."
1235,1863-10-17,1863-10-17,False,"Humansville, Mo.",MO,6th Missouri Militia Cavalry.
1236,1863-10-18,1863-10-18,False,"Charlestown, Va.",VA,9th Maryland Volunteers.
1237,1863-10-18,1863-10-18,False,"Berrysville, Va.",VA,34th Massachusetts Volunteers and 17th Indiana Battery.
1238,1863-10-19,1863-10-19,False,"Buckland Mills, Va.",VA,"3d Division, Cavalry Corps, Army of the Potomac."
1239,1863-10-20,1863-10-20,False,"Barton Station, Miss,",MS,Troops of the Army of the Tennessee.
1240,1863-10-20,1863-10-22,False,"Philadelphia, Tenn.",TN,"45th Ohio Mounted Infantry, 1st, 11th, and 12th Kentucky Cavalry, and 24th Indiana Battery."
1241,1863-10-1,1863-10-31,True,"Cherokee Station, Ala.",AL,"Osterhaus' 1st Division, 15th Corps, Army of the Tennessee."
1242,1863-10-1,1863-10-31,True,"Opelousas, La.",LA,Franklin's Division of Banks' troops.
1243,1863-10-22,1863-10-22,False,"Beverly Ford and Rappahannock Crossing, Va.",VA,2d Pennsylvania and 1st Maine Cavalry.
1244,1863-10-22,1863-10-22,False,"New Madrid Bend, Tenn.",TN,32d Iowa Volunteers.
1245,1863-10-23,1863-10-23,False,"Supply Train, Tullahoma, Tenn.",TN,70th Indiana Volunteers.
1246,1863-10-24,1863-10-24,False,"Bealton and Rappahannock Bridge, Va.",VA,"1st Division, Cavalry Corps, Army of the Potomac."
1247,1863-10-24,1863-10-24,False,"Sweetwater, Tenn.",TN,"Cavalry, Army of the Ohio."
1248,1863-10-25,1863-10-25,False,"Colliersville, Tenn.",TN,Troops not given.
1249,1863-10-25,1863-10-25,False,"Pine Bluff, Ark.",AR,5th Kansas and 1st Indiana Cavalry.
1250,1863-10-25,1863-10-25,False,"Creek Agency, Ind. Terr.",OK,1st Kansas Indian Home Guards and 2d Indiana Battery.
1251,1863-10-26,1863-10-26,False,"Cane Creek (also Bear Creek, or Tuscumbia), Ala.",AL,"1st Division, Osterhaus. 15th Corps."
1252,1863-10-26,1863-10-26,False,"Philadelphia, Tenn.",TN,Confederate Official Reports.
1253,1863-10-26,1863-10-26,False,"Vincent's Cross Roads (or Bay Springs, Tishamingo Co), Miss.",MS,1st Alabama Union Cavalry.
1254,1863-10-27,1863-10-27,False,"Brown's Ferry, Tenn.",TN,"Detachments from 5th, 6th, and 23d Kentucky, 1st, 6th, 41st, 93d, and 124th Ohio, and 20th Indiana Volunteers."
1255,1863-10-27,1863-10-27,False,"Wauhatchie, Tenn.",TN,"11th Corps, and 2d Division, 12th Corps."
1256,1863-10-28,1863-10-28,False,"Clarksville, Ark.",AR,3d Wisconsin Cavalry.
1257,1863-10-28,1863-10-28,False,"Leiper's Ferry, Tenn.",TN,11th and 37th Kentucky and 112th Illinois Volunteers.
1258,1863-10-29,1863-10-29,False,"Cherokee Station, Ala.",AL,"1st Division, l5th Corps."
1259,1863-11-1,1863-11-30,True,"Washington, N.C.",NC,Organizations not given.
1260,1863-11-1,1863-11-30,True,"Fayetteville, Tenn.",TN,4th Indiana Cavalry.
1261,1863-11-2,1863-11-2,False,"Brazios de Santiago, Tex.",TX,Troops of the 13th Corps.
1262,1863-11-3,1863-11-3,False,"Centerville and Pine Factory, Tenn.",TN,"A mixed command under Lieut.-Colonel Scully, 10th Tennessee Volunteers."
1263,1863-11-3,1863-11-3,False,"Grand Coteau (or Bayon Bourbeanx, or Carrion Orow Bayou), La.",LA,"3d and 4th Divisions, 13th Corps."
1264,1863-11-3,1863-11-3,False,"Oolliersville, Tenn.",TN,"Cavalry Brigade, 16th Corps."
1265,1863-11-4,1863-11-4,False,"Lawrenceburg, Tenn.",TN,14th Michigan Mounted Infantry.
1266,1863-11-4,1863-11-4,False,"Moscow, Tenn.",TN,"Cavalry Brigade, 16th Corps."
1267,1863-11-4,1863-11-4,False,"Metly's Ford, Little Tennessee River.",TN,Cavalry of the Army of the Ohio.
1268,1863-11-5,1863-11-5,False,"Mill Point, Pocahontas Co., W. Va.",WV,14th Pennsylvania and 3d West Virginia Cavalry.
1269,1863-11-6,1863-11-6,False,"Kincaels, Tenn.",TN,Troops not stated.
1270,1863-11-6,1863-11-6,False,"Rogersville, Tenn.",TN,"7th Ohio Cavalry, 2d Tennessee Mounted Infantry, and 2d Illinois Battery."
1271,1863-11-6,1863-11-6,False,"Droop Mountain, Va.",VA,"14th Pennsylvania, and 2d and 5th West Virginia Cavalry, 8th and 10th West Virginia, and 28th Ohio Volunteers, and Battery B, West Virginia Artillery."
1272,1863-11-7,1863-11-7,False,"Rappahannock Station, Va.",VA,"5th Wisconsin. 5th and 6th Maine, 49th and 119th Pennsylvania, and 121st New York Volunteers, supported by the remainder of the 6th and portion of the 5th Corps, Army of the Potomac."
1273,1863-11-7,1863-11-7,False,"Kelly's Ford, Va.",VA,"1st V. 8. Sharpshooters, 40th New York, 1st and 20th Indiana, 3d and 5th Michigan, and 110th Pennsylvania Volunteers, supported by the remainder of the 3d Corps, Army of the Potomac."
1274,1863-11-7,1863-11-7,False,"Stevensburg, Va.",VA,"3d Cavalry Division, Army of the Potomac."
1275,1863-11-8,1863-11-8,False,"Clarksville, Ark.",AR,3d Wisconsin Cavalry.
1276,1863-11-8,1863-11-8,False,"Muddy Run, near Culpepper, Va.",VA,"1st Division, Cavalry Corps, Army of the Potomac."
1277,1863-11-9,1863-11-9,False,"Bayou Sara, Miss.",MS,From Confederate Official Reports.
1278,1863-11-11,1863-11-11,False,"Natchez, Miss.",MS,56th U. S. Colored Troops (6th Mississippi).
1279,1863-11-12,1863-11-12,False,"Roseville, Ark.",AR,Two companies 2d Kansas Cavalry.
1280,1863-11-13,1863-11-13,False,"Trinity River, Cal.",CA,Two companies 1st Battalion California Mountaineer Infantry.
1281,1863-11-13,1863-11-13,False,"Mill Creek Valley, W. VA.",WV,Troops not stated.
1282,1863-11-13,1863-11-13,False,"Palmyra, Tenn.",TN,"Mounted Infantry, commanded by Captain Cutter."
1283,1863-11-14,1863-11-14,False,"Huffs Ferry, Tenn.",TN,"111th Ohio, 107th Illinois, 11th and 13th Kentucky, and 23d Michigan Volunteers, and 24th Michigan Battery."
1284,1863-11-14,1863-11-14,False,"Rockford, Tenn.",TN,1st Kentucky Cavalry and 45th Ohio Mounted Infantry.
1285,1863-11-14,1863-11-14,False,"Marysville, Tenn.",TN,11th Kentucky Cavalry.
1286,1863-11-15,1863-11-15,False,"Loudon Creek, Tenn.",TN,111th Ohio Volunteers.
1287,1863-11-15,1863-11-15,False,"Lenoirs, Tenn.",TN,Cavalry and Infantry of the Army of the Ohio.
1288,1863-11-15,1863-11-15,False,"Holston River, near Knoxville, Tenn.",TN,"11th Kentucky, 45th Ohio, and 37th Kentucky Mounted Infantry."
1289,1863-11-16,1863-11-16,False,"Charles City Cross Roads, Va.",VA,"Cavalry expedition, commanded by Colonel West."
1290,1863-11-16,1863-11-16,False,"Campbell Station, Tenn.",TN,"9th Corps, 2d Division, 23d Corps, and Cavalry, Army of the Ohio,"
1291,1863-11-17,1863-11-4,False,"Siege of Knoxville, Tenn.",TN,Army of the Ohio.
1292,1863-11-17,1863-11-17,False,"Willow Creek, Cal.",CA,1st California Battalion Mountaineer Infantry.
1293,1863-11-17,1863-11-17,False,"Mount Jackson, Va.",VA,1st New York Cavalry.
1294,1863-11-17,1863-11-17,False,"Mustang Island, near Aranzas Pass, Tex.",TX,"13th and 14th Maine, 34th Iowa, and 8th Indiana Volunteers, and Battery F, 1st Missouri Artillery."
1295,1863-11-18,1863-11-18,False,"Carrion Crow Bayou, La.",LA,6th Missouri Cavalry.
1296,1863-11-19,1863-11-19,False,"Union City, Tenn.",TN,2d Illinois Cavalry.
1297,1863-11-1,1863-11-30,True,Waterproof La.,LA,Steamer Welcome.
1298,1863-11-23,1863-11-25,False,"Chattanooga, Tenn.",TN,"4th Corps and 14th Corps, Army of the Cumber land ; 11th Corps and Geary's Division of the 12th Corps ; and 15th Corps, Army of the Tennessee; this includes Orchard Knob on the 23d, Lookout Mountain on the 24th, and Missionary Ridge on the 25th."
1299,1863-11-24,1863-11-24,False,"Barnwell's Island, S. C",SC,"33d U. S. Colored Troops, 1st South Carolina."
1300,1863-11-25,1863-11-25,False,"Greenville, N.C.",NC,"12th New York Cavalry, 1st North Carolina Volunteers, and 24th New York Battery."
1301,1863-11-26,1863-11-26,False,"Bonfouca, La.",LA,31st Massachusetts Volunteers and 4th Massachusetts Battery.
1302,1863-11-26,1863-11-26,False,"Sparta, Tenn.",TN,1st Tennessee and 9th Pennsylvania Cavalry.
1303,1863-11-26,1863-11-26,False,"Bersheeba Springs, Tenn.",TN,Alabama and Tennessee Scouts.
1304,1863-11-26,1863-11-26,False,"Warm Springs, N.C.",NC,Troops not given.
1305,1863-11-26,1863-11-26,False,"Kingston, Tenn.",TN,"Cavalry, Army of the Ohio."
1306,1863-11-1,1863-11-30,True,"Operations at Mine Run, Va.",VA,"1st, 2d, 3d, 5th, and 6th Corps, and 1st and 2d Cavalry Divisions, Army, of the Potomac; includes engagements at Racoonford, Bartlett's Mills, Robertson's Tavern, and New Hope, and is also known as Locust Grove, Payne's Tavern, and Orange Grove."
1307,1863-11-27,1863-11-27,False,"Ringgold, Greysville, Pea Vine Creek, and Taylor's Ridge. Ga.",GA,"Johnson's Division, 14th Corps ; Osterhaus' Division, 16th Corps ; and Geary's Division, 12th Corps. "
1308,1863-11-27,1863-11-27,False,"Cleveland, Tenn. ",TN,"2d Brigade, 2d Cavalry Division, Colonel Eli Long,"
1309,1863-11-27,1863-11-29,False,"Fort Esperanza, Tex.",TX,"8th and 18th Indiana, 33d and 99th Illinois, 23d and 34th Iowa, 13th and 15th Maine Volunteers, 7th Michigan, and Company F, 1st Missouri Battery, portions of 1st and 2d Divisions, 13th Corps."
1310,1863-11-28,1863-11-28,False,"Louisville, Tenn.",TN,6th Illinois Cavalry.
1311,1863-11-29,1863-11-29,False,"Fort Sanders, Knoxville, Tenn.",TN,Army of the Ohio; during siege of Knoxville.
1312,1863-11-30,1863-11-30,False,"Salyersville, Ky.",KY,14th Kentucky Volunteers.
1313,1863-12-1,1863-12-31,True,"Ripley, Miss.",MS,"2d Brigade, Cavalry Division, Army of the Tennessee."
1314,1863-12-2,1863-12-2,False,"Walker's Ford, Clinch River, W. Va.",WV,"5th Indiana and 14th Illinois Cavalry, 21st Ohio Battery, 65th, 116th, and 118th Indiana Volunteers"
1315,1863-12-3,1863-12-3,False,"Salisbury, Tenn. ",TN,"2d Brigade, Cavalry Division, 16th Corps."
1316,1863-12-4,1863-12-4,False,"Niobrera, Neb.",NB,One company 7th Iowa Cavalry.
1317,1863-12-4,1863-12-4,False,"Moscow Station (or Wolf River Bridge), Miss.",MS,"Cavalry Division, 16th Corps."
1318,1863-12-6,1863-12-6,False,"Clinch Mountain, Tenn.",TN,"Cavalry, Army of the Ohio."
1319,1863-12-7,1863-12-7,False,"Natchez, Miss.",MS,One company 4th Iowa Cavalry.
1320,1863-12-7,1863-12-7,False,"Creelsboro', Ky.",KY,13th Kentucky Cavalry.
1321,1863-12-7,1863-12-7,False,"Celina, Tenn.",TN,13th Kentucky Cavalry.
1322,1863-12-8,1863-12-8,False,"Princeton, Ark.",AR,Detachment of Cavalry.
1323,1863-12-8,1863-12-8,False,"Averell's Raid, Southwestern Va.",VA,"2d, 3d, 4th, and 8th West Virginia Mounted Infantry. 14th Pennsylvania, and Dodson's Battalion Cavalry, and Battery G, West Virginia Artillery."
1324,1863-12-10,1863-12-10,False,"Bean's Station, Tenn.",TN,"Bond's Brigade of Cavalry, Army of the Ohio."
1325,1863-12-10,1863-12-10,False,"Morristown, Tenn.",TN,"Garrard's Brigade of Cavalry, Army of the Ohio."
1326,1863-12-10,1863-12-10,False,"Moresburg, Tenn.",TN,"Cavalry, Army of the Ohio."
1327,1863-12-12,1863-12-12,False,"Daval's Bluff, Ark.",AR,8th Missouri Cavalry.
1328,1863-12-12,1863-12-12,False,"Big Sewell and Meadow Bluff, W. Va.",WV,12th Ohio Volunteers.
1329,1863-12-14,1863-12-14,False,"Bean's Station, Tenn.",TN,"Cavalry Division, Army of the Ohio."
1330,1863-12-1,1863-12-31,True,"Sangster'a Station, Va.",VA,160th New York Volunteers.
1331,1863-12-16,1863-12-16,False,"Blain's Cross Beads, Tenn.",TN,Army of the Ohio.
1332,1863-12-17,1863-12-24,False,"Rodney, Miss.",MS,"1st Mississippi Marine Brigade, Cavalry and Infantry."
1333,1863-12-18,1863-12-18,False,"Indian Town, N.C.",NC,"36th U. S. Colored Troops, 2d North Carolina, and 5th U. S. Colored Troops."
1334,1863-12-19,1863-12-19,False,"Barren Fork, Ind. Terr.",OK,1st and 3d Kansas Indian Home Guards.
1335,1863-12-22,1863-12-22,False,"Cleveland, Tenn.",TN,From Confederate sources.
1336,1863-12-23,1863-12-23,False,"Jacksonport, Ark.",AR,3d Missouri Cavalry.
1337,1863-12-24,1863-12-25,False,"Bolivar and Summerville, Tenn.",TN,7th Illinois Cavalry.
1338,1863-12-25,1863-12-25,False,"Lafayette, Tenn.",TN,117th Illinois Volunteers.
1339,1863-12-26,1863-12-26,False,"Legarsville, Stone Inlet, S.C.",SC,U. 8. Gunboat Marblehead.
1340,1863-12-26,1863-12-26,False,"Fort Gibson, Miss.",MS,Mississippi Marine Brigade of Infantry and Cavalry.
1341,1863-12-27,1863-12-28,False,"Colliersville, Tenn.",TN,Cavalry of the Army of the Tennessee.
1342,1863-12-28,1863-12-28,False,"Charleston, Tenn.",TN,"Detachments of Infantry and Cavalry, commanded by Colonel Laibold, 2d Missouri Volunteers, and 4th Ohio Cavalry, guarding a wagon train."
1343,1863-12-29,1863-12-29,False,"Talbot'B Station and Mossy Creek, Tenn.",TN,"1st Brigade, 2d Division, 23d Corps, 1st Tennessee, 1st Wisconsin, and 2d and 4th Indiana Cavalry, and 24th Indiana Battery."
1344,1863-12-29,1863-12-30,False,"Matagorda Bay, Tex.",TX,Three companies of the 13th Maine and Gunboat Sciota.
1345,1863-12-30,1863-12-30,False,"St. Augustine, Fla.",FL,10th Connecticut and 24th Massachusetts Volunteers.
1346,1863-12-30,1863-12-30,False,"Greenville, N.C.",NC,"Detachment of the 12th New York, 23d New York Battery, and 1st North Carolina Volunteers."
1347,1863-12-30,1863-12-30,False,"Waldron, Ark.",AR,2d Kansas Cavalry.
1348,1864-1-1,1864-1-31,True,"Rectortown (or Five Points), Va.",VA,"1st Maryland Cavalry, Potomac Home Brigade."
1349,1864-1-3,1864-1-3,False,"Jonesville, Va.",VA,Detachment of the 16th Illinois Cavalry and 22d Ohio Battery.
1350,1864-1-4,1864-1-4,False,"Fort Sumner, New Mexico.",NM," Company B, 2d California, Apaches, and citizens; fight with the Navajo Indians."
1351,1864-1-7,1864-1-7,False,"Martin's Creek, Ark.",AR,11th Missouri Cavalry.
1352,1864-1-7,1864-1-7,False,"Madisonville, La.",LA,Troops not specified.
1353,1864-1-8,1864-1-8,False,"Petersburg, W. Va.",WV,Troops not specified.
1354,1864-1-9,1864-1-9,False,"Turman's Ferry, Ky.",KY,39th Kentucky Volunteers.
1355,1864-1-10,1864-1-10,False,"London Heights, Va.",VA,1st Maryland Potomac Home Brigade.
1356,1864-1-10,1864-1-10,False,"Strawberry Plains, Tenn.",TN,Cavalry.
1357,1864-1-12,1864-1-12,False,"Mayfleld, Ky.",KY,58th Illinois Volunteers.
