unit_code,side,state,ordinal,type,special,duplicate,ethnic,unit_name,notes,func
UIL0098RI,US,IL,98,R,,0,,"98th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0099RI,US,IL,99,R,,0,,"99th Regiment, Illinois Infantry",revised 6/23/99 ,I
UIL0100RI,US,IL,100,R,,0,,"100th Regiment, Illinois Infantry",,I
UIL0101RI,US,IL,101,R,,0,,"101st Regiment, Illinois Infantry",revised 6/23/99,I
UIL0102RI,US,IL,102,R,,0,,"102nd Regiment, Illinois Infantry",revised 6/23/99,I
UIL0103RI,US,IL,103,R,,0,,"103rd Regiment, Illinois Infantry",revised 6/23/99,I
UIL0104RI,US,IL,104,R,,0,,"104th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0105RI,US,IL,105,R,,0,,"105th Regiment, Illinois Infantry",revised 6/23/99 ,I
UIL0106RI,US,IL,106,R,,0,,"106th Regiment, Illinois Infantry",revised 06/2/99,I
UIL0107RI,US,IL,107,R,,0,,"107th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0108RI,US,IL,108,R,,0,,"108th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0109RI,US,IL,109,R,,0,,"109th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0110RI,US,IL,110,R,,0,,"110th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0111RI,US,IL,111,R,,0,,"111th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0112RI,US,IL,112,R,,0,,"112th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0113RI,US,IL,113,R,,0,,"113th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0114RI,US,IL,114,R,,0,,"114th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0115RI,US,IL,115,R,,0,,"115th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0116RI,US,IL,116,R,,0,,"116th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0117RI,US,IL,117,R,,0,,"117th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0118RI,US,IL,118,R,,0,,"118th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0119RI,US,IL,119,R,,0,,"119th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0120RI,US,IL,120,R,,0,,"120th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0121RI,US,IL,121,R,,0,,"121st Regiment, Illinois Infantry",revised 6/23/99 ,I
UIL0122RI,US,IL,122,R,,0,,"122nd Regiment, Illinois Infantry",revised 6/23/99,I
UIL0123RI,US,IL,123,R,,0,,"123rd Regiment, Illinois Infantry",revised 6/23/99,I
UIL0124RI,US,IL,124,R,,0,,"124th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0125RI,US,IL,125,R,,0,,"125th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0126RI,US,IL,126,R,,0,,"126th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0127RI,US,IL,127,R,,0,,"127th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0128RI,US,IL,128,R,,0,,"128th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0129RI,US,IL,129,R,,0,,"129th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0130RI,US,IL,130,R,,0,,"130th Regiment, Illinois Infantry",revised 06/2/99,I
UIL0131RI,US,IL,131,R,,0,,"131st Regiment, Illinois Infantry",revised 6/23/99,I
UIL0132RI,US,IL,132,R,,0,,"132nd Regiment, Illinois Infantry (100 days, 1864)",revised 6/23/99,I
UIL0133RI,US,IL,133,R,,0,,"133rd Regiment, Illinois Infantry (100 days, 1864)",revised 6/23/99,I
UIL0134RI,US,IL,134,R,,0,,"134th Regiment, Illinois Infantry (100 days, 1864)",revised 6/23/99,I
UIL0135RI,US,IL,135,R,,0,,"135th Regiment, Illinois Infantry (100 days, 1864)",revised 6/23/99,I
UIL0136RI,US,IL,136,R,,0,,"136th Regiment, Illinois Infantry (100 days, 1864)",revised 6/23/99,I
UIL0137RI,US,IL,137,R,,0,,"137th Regiment, Illinois Infantry (100 days, 1864)",revised 6/23/99,I
UIL0138RI,US,IL,138,R,,0,,"138th Regiment, Illinois Infantry (100 days, 1864)",revised 06/2/99,I
UIL0139RI,US,IL,139,R,,0,,"139th Regiment, Illinois Infantry (100 days, 1864)",revised 6/23/99,I
UIL0140RI,US,IL,140,R,,0,,"140th Regiment, Illinois Infantry (100 days, 1864)",revised 6/23/99,I
UIL0141RI,US,IL,141,R,,0,,"141st Regiment, Illinois Infantry (100 days, 1864)",revised 6/23/99,I
UIL0142RI,US,IL,142,R,,0,,"142nd Regiment, Illinois Infantry (100 days, 1864)",revised 06/2/99,I
UIL0143RI,US,IL,143,R,,0,,"143rd Regiment, Illinois Infantry (100 days, 1864)",revised 6/23/99,I
UIL0144RI,US,IL,144,R,,0,,"144th Regiment, Illinois Infantry (1 year, 1864-65)",revised 6/23/99,I
UIL0145RI,US,IL,145,R,,0,,"145th Regiment, Illinois Infantry (100 days, 1864)",revised 6/23/99,I
UIL0146RI,US,IL,146,R,,0,,"146th Regiment, Illinois Infantry (1 year, 1864-65)",revised 6/23/99,I
UIL0147RI,US,IL,147,R,,0,,"147th Regiment, Illinois Infantry (1 year, 1865)",revised 6/23/99,I
UIL0148RI,US,IL,148,R,,0,,"148th Regiment, Illinois Infantry",revised 6/23/99,I
UIL0149RI,US,IL,149,R,,0,,"149th Regiment, Illinois Infantry (1 year, 1865)",revised 6/23/99,I
UIL0150RI,US,IL,150,R,,0,,"150th Regiment, Illinois Infantry (1 year, 1865)",revised 6/23/99,I
UIL0151RI,US,IL,151,R,,0,,"151st Regiment, Illinois Infantry (1 year, 1865)",revised 6/23/99,I
UIL0152RI,US,IL,152,R,,0,,"152nd Regiment, Illinois Infantry (1 year, 1865)",revised 6/24/99,I
UIL0153RI,US,IL,153,R,,0,,"153rd Regiment, Illinois Infantry (1 year, 1865)",revised 06/24/99,I
UIL0154RI,US,IL,154,R,,0,,"154th Regiment, Illinois Infantry",revised 06/24/99,I
UIL0155RI,US,IL,155,R,,0,,"155th Regiment, Illinois Infantry",revised 06/24/99,I
UIL0156RI,US,IL,156,R,,0,,"156th Regiment, Illinois Infantry",revised 06/24/99,I
UILALTOBI,US,IL,ALTO,B,,0,,"Alton Battalion, Illinois Infantry (100 days, 1864)",revised 6/25/99,I
UILBARKCC,US,IL,BARK,C,,0,,"Barker's Company, McClellan Dragoons, Illinois Cavalry",revised 06/22/99,C
UILBRIDYAL,US,IL,BRID,Y,L,0,,"Bridges' Battery, Illinois Light Artillery",revised 06/23/99,A
UILCHICYAL1,US,IL,CHIC,Y,L,1,,"Chicago Board of Trade Battery, Illinois Light Artillery",revised 06/2/99,A
UILCHICYAL2,US,IL,CHIC,Y,L,2,,"Chicago Mercantile Battery, Illinois Light Artillery",revised 06/2/99,A
UILCOGSYAL,US,IL,COGS,Y,L,0,,"Cogswell's Independent Battery, Illinois Light Artillery",revised 06/2/99,A
UILELGIYAL,US,IL,ELGI,Y,L,0,,"Elgin Battery (5th Independent), Illinois Light Artillery",revised 06/23/99,A
UILEVANCC,US,IL,EVAN,C,,0,,"Evans' Independent Company, Illinois Cavalry (Egyptian Guards)",revised 6/25/99,C
UILHENSYAL,US,IL,HENS,Y,L,0,,"Henshaw's Independent Battery, Illinois Light Artillery",revised 06/23/99,A
UILKOWACI,US,IL,KOWA,C,,0,,"Kowald's Independent Company, Illinois Infantry (3 months, 1861)",revised 6/25/99,I
UILMCCLSC,US,IL,MCCL,S,,0,,"McClellan Dragoons, Squadron, Illinois Cavalry",revised 6/25/99,C
UILPERCCIY,US,IL,PERC,C,Y,0,,"Perce's Company, Illinois State Militia Infantry (30 days, 1862)",revised 6/25/99,I
UILSMITYAL,US,IL,SMIT,Y,L,0,,"Smith's Battery A, Chicago, Illinois Light Artillery",revised 06/23/99,A
UILSTURCI,US,IL,STUR,C,,0,,"Sturges' Rifles, Independent Company, Illinois Infantry",revised 06/24/99,I
UILUNAS0000C,US,IL,UNAS,,,0,C,Unassigned Illinois (Colored),,
UILUNAS00V,US,IL,UNAS,,V,0,,Unassigned Illinois Volunteers,revised 6/25/99,
UILVAUGYAL,US,IL,VAUG,Y,L,0,,"Vaughn's Independent Battery, Illinois Light Artillery",revised 06/23/99,A
UILWALKCI,US,IL,WALK,C,,0,,"Walker's Independent Company, Illinois Infantry (3 months, 1861)",revised 6/25/99,I
UILZZZZ,US,IL,ZZZZ,,,0,,Unidentified Illinois,,
UIN0001RAH,US,IN,1,R,H,0,,"1st Regiment, Indiana Heavy Artillery",9/20/99,A
UIN0001RC,US,IN,1,R,,0,,"1st Regiment, Indiana Cavalry",,C
UIN0001YAL,US,IN,1,Y,L,0,,"1st Battery, Indiana Light Artillery",10/4/99,A
UIN0002RC,US,IN,2,R,,0,,"2nd Regiment, Indiana Cavalry",,C
UIN0002YAL,US,IN,2,Y,L,0,,"2nd Battery, Indiana Light Artillery",9/22/99,A
UIN0003RC,US,IN,3,R,,0,,"3rd Regiment, Indiana Cavalry",,C
UIN0003YAL,US,IN,3,Y,L,0,,"3rd Battery, Indiana Light Artillery",9/22/99,A
UIN0004RC,US,IN,4,R,,0,,"4th Regiment, Indiana Cavalry",9/22/99,C
UIN0004YAL,US,IN,4,Y,L,0,,"4th Battery, Indiana Light Artillery",9/22/99,A
UIN0005RC,US,IN,5,R,,0,,"5th Regiment, Indiana Cavalry (90th Regiment, Indiana Volunteers)",9/23/99,C
UIN0005YAL,US,IN,5,Y,L,0,,"5th Battery, Indiana Light Artillery",9/23/99,A
UIN0006RC,US,IN,6,R,,0,,"6th Regiment, Indiana Cavalry",9/23/99,C
UIN0006RI01,US,IN,6,R,,1,,"6th Regiment, Indiana Infantry",9/23/99,I
UIN0006RI02,US,IN,6,R,,2,,"6th Regiment, Indiana Infantry (3 months, 1861)",9/23/99,I
UIN0006YAL,US,IN,6,Y,L,0,,"6th Battery, Indiana Light Artillery",9/23/99,A
UIN0007L,US,IN,7,L,,0,,7th Indiana Legion,No unit history,
UIN0007RC,US,IN,7,R,,0,,"7th Regiment, Indiana Cavalry",9/23/99,C
UIN0007RI01,US,IN,7,R,,1,,"7th Regiment, Indiana Infantry",9/23/99,I
UIN0007RI02,US,IN,7,R,,2,,"7th Regiment, Indiana Infantry (3 months, 1861)",9/23/99,I
UIN0007YAL,US,IN,7,Y,L,0,,"7th Battery, Indiana Light Artillery",9/23/99,A
UIN0008RC,US,IN,8,R,,0,,"8th Regiment, Indiana Cavalry",9/23/99,C
UIN0008RI01,US,IN,8,R,,1,,"8th Regiment, Indiana Infantry",9/28/99,I
UIN0008RI02,US,IN,8,R,,2,,"8th Regiment, Indiana Infantry (3 months, 1861)",9/28/99,I
UIN0008YAL,US,IN,8,Y,L,0,,"8th Battery, Indiana Light Artillery",9/28/99,A
UIN0009L,US,IN,9,L,,0,,"9th Indiana Legion (30 days, 1862)",9/28/99,
UIN0009RC,US,IN,9,R,,0,,"9th Regiment, Indiana Cavalry",9/29/99,C
UIN0009RI01,US,IN,9,R,,1,,"9th Regiment, Indiana Infantry",9/29/99,I
UIN0009RI02,US,IN,9,R,,2,,"9th Regiment, Indiana Infantry (3 months, 1861)",9/29/99,I
UIN0009YAL,US,IN,9,Y,L,0,,"9th Battery, Indiana Light Artillery",9/29/99,A
UIN0010RC,US,IN,10,R,,0,,"10th Regiment, Indiana Cavalry",9/29/99,C
UIN0010RI01,US,IN,10,R,,1,,"10th Regiment, Indiana Infantry",9/29/99,I
UIN0010RI02,US,IN,10,R,,2,,"10th Regiment, Indiana Infantry (3 months, 1861)",9/29/99,I
UIN0010YAL,US,IN,10,Y,L,0,,"10th Battery, Indiana Light Artillery",9/29/99,A
UIN0011RC,US,IN,11,R,,0,,"11th Regiment, Indiana Cavalry",9/29/99,C
UIN0011RI01,US,IN,11,R,,1,,"11th Regiment, Indiana Infantry",9/29/99,I
UIN0011RI02,US,IN,11,R,,2,,"11th Regiment, Indiana Infantry (3 months, 1861)",9/29/99,I
UIN0011YAL,US,IN,11,Y,L,0,,"11th Battery, Indiana Light Artillery",9/29/99,A
UIN0012RC,US,IN,12,R,,0,,"12th Regiment, Indiana Cavalry",9/30/99,C
UIN0012RI01,US,IN,12,R,,1,,"12th Regiment, Indiana Infantry",9/30/99,I
UIN0012RI02,US,IN,12,R,,2,,"12th Regiment, Indiana Infantry (1 year)",9/30/99,I
UIN0012YAL,US,IN,12,Y,L,0,,"12th Battery, Indiana Light Artillery",9/30/99,A
UIN0013RC,US,IN,13,R,,0,,"13th Regiment, Indiana Cavalry",10/1/99,C
UIN0013RI,US,IN,13,R,,0,,"13th Regiment, Indiana Infantry",10/30/99,I
UIN0013YAL,US,IN,13,Y,L,0,,"13th Battery, Indiana Light Artillery",10/1/99,A
UIN0014RI,US,IN,14,R,,0,,"14th Regiment, Indiana Infantry",10/1/99,I
UIN0014YAL,US,IN,14,Y,L,0,,"14th Battery, Indiana Light Artillery",10/1/99,A
UIN0015RI,US,IN,15,R,,0,,"15th Regiment, Indiana Infantry",10/1/99,I
UIN0015YAL,US,IN,15,Y,L,0,,"15th Battery, Indiana Light Artillery","Unit Code Updated
10/1/99",A
UIN0016RI01,US,IN,16,R,,1,,"16th Regiment, Indiana Infantry",10/4/99,I
UIN0016RI02,US,IN,16,R,,2,,"16th Regiment, Indiana Infantry (1 year)",10/4/99,I
UIN0016YAL,US,IN,16,Y,L,0,,"16th Battery, Indiana Light Artillery",10/4/99,A
UIN0017RI,US,IN,17,R,,0,,"17th Regiment, Indiana Infantry",10/4/99,I
UIN0017YAL,US,IN,17,Y,L,0,,"17th Battery, Indiana Light Artillery",10/4/99,A
UIN0018RI,US,IN,18,R,,0,,"18th Regiment, Indiana Infantry",10/4/99,I
UIN0018YAL,US,IN,18,Y,L,0,,"18th Battery, Indiana Light Artillery",10/4/99,A
UIN0019RI,US,IN,19,R,,0,,"19th Regiment, Indiana Infantry",10/4/99,I
UIN0019YAL,US,IN,19,Y,L,0,,"19th Battery, Indiana Light Artillery",10/4/99,A
UIN0020RI,US,IN,20,R,,0,,"20th Regiment, Indiana Infantry",10/4/99,I
UIN0020YAL,US,IN,20,Y,L,0,,"20th Battery, Indiana Light Artillery",10/4/99,A
UIN0021YAL,US,IN,21,Y,L,0,,"21st Battery, Indiana Light Artillery",10/4/99,A
UIN0022RI,US,IN,22,R,,0,,"22nd Regiment, Indiana Infantry",10/4/99,I
UIN0022YAL,US,IN,22,Y,L,0,,"22nd Battery, Indiana Light Artillery",10/4/99,A
UIN0023RI,US,IN,23,R,,0,,"23rd Regiment, Indiana Infantry",10/4/99,I
UIN0023YAL,US,IN,23,Y,L,0,,"23rd Battery, Indiana Light Artillery",10/4/99,A
UIN0024RI,US,IN,24,R,,0,,"24th Regiment, Indiana Infantry",10/4/99,I
UIN0024YAL,US,IN,24,Y,L,0,,"24th Battery, Indiana Light Artillery",10/6/99,A
UIN0025RI,US,IN,25,R,,0,,"25th Regiment, Indiana Infantry",10/6/99,I
UIN0025YAL,US,IN,25,Y,L,0,,"25th Battery, Indiana Light Artillery",10/6/99,A
UIN0026RI,US,IN,26,R,,0,,"26th Regiment, Indiana Infantry",10/6/99,I
UIN0027RI,US,IN,27,R,,0,,"27th Regiment, Indiana Infantry",10/6/99,I
UIN0029RI,US,IN,29,R,,0,,"29th Regiment, Indiana Infantry",10/6/99,I
UIN0030RI,US,IN,30,R,,0,,"30th Regiment, Indiana Infantry",10/7/99,I
UIN0031RI,US,IN,31,R,,0,,"31st Regiment, Indiana Infantry",10/7/99,I
UIN0032RI,US,IN,32,R,,0,,"32nd Regiment, Indiana Infantry",10/7/99,I
UIN0033RI,US,IN,33,R,,0,,"33rd Regiment, Indiana Infantry",10/7/99,I
UIN0034RI,US,IN,34,R,,0,,"34th Regiment, Indiana Infantry",10/7/99,I
UIN0035RI,US,IN,35,R,,0,,"35th Regiment, Indiana Infantry",10/7/99,I
UIN0036RI,US,IN,36,R,,0,,"36th Regiment, Indiana Infantry",10/12/99,I
UIN0037RI,US,IN,37,R,,0,,"37th Regiment, Indiana Infantry",10/12/99,I
UIN0038RI,US,IN,38,R,,0,,"38th Regiment, Indiana Infantry",10/12/99,I
UIN0040RI,US,IN,40,R,,0,,"40th Regiment, Indiana Infantry",10/12/99,I
UIN0042RI,US,IN,42,R,,0,,"42nd Regiment, Indiana Infantry",10/12/99,I
UIN0043RI,US,IN,43,R,,0,,"43rd Regiment, Indiana Infantry",10/12/99,I
UIN0044RI,US,IN,44,R,,0,,"44th Regiment, Indiana Infantry",10/12/99,I
UIN0046RI,US,IN,46,R,,0,,"46th Regiment, Indiana Infantry",10/13/99,I
UIN0047RI,US,IN,47,R,,0,,"47th Regiment, Indiana Infantry",10/13/99,I
UIN0048RI,US,IN,48,R,,0,,"48th Regiment, Indiana Infantry",10/13/99,I
UIN0049RI,US,IN,49,R,,0,,"49th Regiment, Indiana Infantry",10/13/99,I
UIN0050RI,US,IN,50,R,,0,,"50th Regiment, Indiana Infantry",10/13/99,I
UIN0051RI,US,IN,51,R,,0,,"51st Regiment, Indiana Infantry",10/20/99,I
UIN0052RI,US,IN,52,R,,0,,"52nd Regiment, Indiana Infantry",,I
UIN0053RI,US,IN,53,R,,0,,"53rd Regiment, Indiana Infantry",,I
UIN0054RI01,US,IN,54,R,,1,,"54th Regiment, Indiana Infantry",,I
UIN0054RI02,US,IN,54,R,,2,,"54th Regiment, Indiana Infantry (3 months, 1862)",,I
UIN0055RI,US,IN,55,R,,0,,"55th Regiment, Indiana Infantry (3 months, 1862)",,I
UIN0056RI,US,IN,56,R,,0,,"56th Regiment, Indiana Infantry",,I
UIN0057RI,US,IN,57,R,,0,,"57th Regiment, Indiana Infantry",,I
UIN0058RI,US,IN,58,R,,0,,"58th Regiment, Indiana Infantry",,I
UIN0059RI,US,IN,59,R,,0,,"59th Regiment, Indiana Infantry",,I
UIN0060RI,US,IN,60,R,,0,,"60th Regiment, Indiana Infantry",,I
UIN0061RI,US,IN,61,R,,0,,"61st Regiment, Indiana Infantry",,I
UIN0063RI,US,IN,63,R,,0,,"63rd Regiment, Indiana Infantry",,I
UIN0065RI,US,IN,65,R,,0,,"65th Regiment, Indiana Infantry",,I
UIN0066RI,US,IN,66,R,,0,,"66th Regiment, Indiana Infantry",,I
UIN0067RI,US,IN,67,R,,0,,"67th Regiment, Indiana Infantry",,I
UIN0068RI,US,IN,68,R,,0,,"68th Regiment, Indiana Infantry",,I
UIN0069RI,US,IN,69,R,,0,,"69th Regiment, Indiana Infantry",,I
UIN0070RI,US,IN,70,R,,0,,"70th Regiment, Indiana Infantry",,I
UIN0071RI,US,IN,71,R,,0,,"71st Regiment, Indiana Infantry",,I
UIN0072RI,US,IN,72,R,,0,,"72nd Regiment, Indiana Infantry",,I
UIN0073RI,US,IN,73,R,,0,,"73rd Regiment, Indiana Infantry",,I
UIN0074RI,US,IN,74,R,,0,,"74th Regiment, Indiana Infantry",,I
UIN0075RI,US,IN,75,R,,0,,"75th Regiment, Indiana Infantry",,I
UIN0076RI,US,IN,76,R,,0,,"76th Regiment, Indiana Infantry (30 days, 1862)",,I
UIN0078RI,US,IN,78,R,,0,,"78th Regiment, Indiana Infantry (60 days, 1862)",,I
UIN0079RI,US,IN,79,R,,0,,"79th Regiment, Indiana Infantry",,I
UIN0080RI,US,IN,80,R,,0,,"80th Regiment, Indiana Infantry",,I
UIN0081RI,US,IN,81,R,,0,,"81st Regiment, Indiana Infantry",,I
UIN0082RI,US,IN,82,R,,0,,"82nd Regiment, Indiana Infantry",,I
UIN0083RI,US,IN,83,R,,0,,"83rd Regiment, Indiana Infantry",,I
UIN0084RI,US,IN,84,R,,0,,"84th Regiment, Indiana Infantry",,I
UIN0085RI,US,IN,85,R,,0,,"85th Regiment, Indiana Infantry",,I
UIN0086RI,US,IN,86,R,,0,,"86th Regiment, Indiana Infantry",,I
UIN0087RI,US,IN,87,R,,0,,"87th Regiment, Indiana Infantry",,I
UIN0088RI,US,IN,88,R,,0,,"88th Regiment, Indiana Infantry",,I
UIN0089RI,US,IN,89,R,,0,,"89th Regiment, Indiana Infantry",,I
UIN0091RI,US,IN,91,R,,0,,"91st Regiment, Indiana Infantry",,I
UIN0093RI,US,IN,93,R,,0,,"93rd Regiment, Indiana Infantry",,I
UIN0097RI,US,IN,97,R,,0,,"97th Regiment, Indiana Infantry",,I
UIN0099RI,US,IN,99,R,,0,,"99th Regiment, Indiana Infantry",,I
UIN0100RI,US,IN,100,R,,0,,"100th Regiment, Indiana Infantry",,I
UIN0101RI,US,IN,101,R,,0,,"101st Regiment, Indiana Infantry",,I
UIN0102RI,US,IN,102,R,,0,,"102nd Regiment, Indiana Infantry",,I
UIN0104RI,US,IN,104,R,,0,,"104th Regiment, Indiana Infantry",,I
UIN0105RI,US,IN,105,R,,0,,"105th Regiment, Indiana Infantry",,I
UIN0106RI,US,IN,106,R,,0,,"106th Regiment, Indiana Infantry",,I
UIN0107RI,US,IN,107,R,,0,,"107th Regiment, Indiana Infantry",,I
UIN0108RI,US,IN,108,R,,0,,"108th Regiment, Indiana Infantry",,I
UIN0109RI,US,IN,109,R,,0,,"109th Regiment, Indiana Infantry",,I
UIN0110RI,US,IN,110,R,,0,,"110th Regiment, Indiana Infantry",,I
UIN0112RI,US,IN,112,R,,0,,"112th Regiment, Indiana Infantry",,I
UIN0114RI,US,IN,114,R,,0,,"114th Regiment, Indiana Infantry",,I
UIN0115RI,US,IN,115,R,,0,,"115th Regiment, Indiana Infantry (6 months, 1863-4)",,I
UIN0116RI,US,IN,116,R,,0,,"116th Regiment, Indiana Infantry (6 months, 1863-4)",,I
UIN0117RI,US,IN,117,R,,0,,"117th Regiment, Indiana Infantry (6 months, 1863-4)",,I
UIN0118RI,US,IN,118,R,,0,,"118th Regiment, Indiana Infantry (6 months, 1863-4)",,I
UIN0120RI,US,IN,120,R,,0,,"120th Regiment, Indiana Infantry",,I
UIN0122RI,US,IN,122,R,,0,,"122nd Regiment, Indiana Infantry",,I
UIN0123RI,US,IN,123,R,,0,,"123rd Regiment, Indiana Infantry",,I
UIN0124RI,US,IN,124,R,,0,,"124th Regiment, Indiana Infantry",,I
UIN0128RI,US,IN,128,R,,0,,"128th Regiment, Indiana Infantry",,I
UIN0129RI,US,IN,129,R,,0,,"129th Regiment, Indiana Infantry",,I
UIN0130RI,US,IN,130,R,,0,,"130th Regiment, Indiana Infantry",,I
UIN0132RI,US,IN,132,R,,0,,"132nd Regiment, Indiana Infantry (100 days, 1864)",,I
UIN0133RI,US,IN,133,R,,0,,"133rd Regiment, Indiana Infantry (100 days, 1864)",,I
UIN0134RI,US,IN,134,R,,0,,"134th Regiment, Indiana Infantry (100 days, 1864)",,I
UIN0135RI,US,IN,135,R,,0,,"135th Regiment, Indiana Infantry (100 days, 1864)",,I
UIN0136RI,US,IN,136,R,,0,,"136th Regiment, Indiana Infantry (100 days, 1864)",,I
UIN0137RI,US,IN,137,R,,0,,"137th Regiment, Indiana Infantry (100 days, 1864)",,I
UIN0138RI,US,IN,138,R,,0,,"138th Regiment, Indiana Infantry (100 days, 1864)",,I
UIN0139RI,US,IN,139,R,,0,,"139th Regiment, Indiana Infantry (100 days, 1864)",,I
UIN0140RI,US,IN,140,R,,0,,"140th Regiment, Indiana Infantry",,I
UIN0141RI,US,IN,141,R,,0,,"141st Regiment, Indiana Infantry",,I
UIN0142RI,US,IN,142,R,,0,,"142nd Regiment, Indiana Infantry",,I
UIN0143RI,US,IN,143,R,,0,,"143rd Regiment, Indiana Infantry",,I
UIN0144RI,US,IN,144,R,,0,,"144th Regiment, Indiana Infantry",,I
UIN0145RI,US,IN,145,R,,0,,"145th Regiment, Indiana Infantry",,I
UIN0146RI,US,IN,146,R,,0,,"146th Regiment, Indiana Infantry",,I
UIN0147RI,US,IN,147,R,,0,,"147th Regiment, Indiana Infantry",,I
UIN0148RI,US,IN,148,R,,0,,"148th Regiment, Indiana Infantry",,I
UIN0149RI,US,IN,149,R,,0,,"149th Regiment, Indiana Infantry",,I
UIN0150RI,US,IN,150,R,,0,,"150th Regiment, Indiana Infantry",,I
UIN0151RI,US,IN,151,R,,0,,"151st Regiment, Indiana Infantry",,I
UIN0152RI,US,IN,152,R,,0,,"152nd Regiment, Indiana Infantry",,I
UIN0153RI,US,IN,153,R,,0,,"153rd Regiment, Indiana Infantry",,I
UIN0154RI,US,IN,154,R,,0,,"154th Regiment, Indiana Infantry",,I
UIN0155RI,US,IN,155,R,,0,,"155th Regiment, Indiana Infantry",,I
UIN0156RI,US,IN,156,R,,0,,"156th Regiment, Indiana Infantry",,I
UIN0157RI,US,IN,157,R,,0,,"157th Regiment, Indiana Infantry",,I
UIN0158RI,US,IN,158,R,,0,,"158th Regiment, Indiana Infantry",,I
UIN0159RI,US,IN,159,R,,0,,"159th Regiment, Indiana Infantry",,I
UINBASSCI,US,IN,BASS,C,,0,,"Bassett's Independent Company, Indiana Infantry (30 days, 1862)",,I
UINBROWC,US,IN,BROW,C,,0,,"Brown's Independent Company, Indiana Legion (30 days, 1862)",,
UINKEASCI,US,IN,KEAS,C,,0,,"Keasby's Independent Company, Indiana Infantry (30 days, 1862)",,I
UINLAMBC0T,US,IN,LAMB,C,T,0,,"Lamb's Independent Company, Indiana Mounted Scouts",,
UINMONRC,US,IN,MONR,C,,0,,"Monroe's Independent Company, Indiana Legion (30 days, 1862)",,
UINPATTCI,US,IN,PATT,C,,0,,"Patton's Independent Company, Indiana Infantry (30 days, 1862)",,I
UINPERM,US,IN,PERM,,,0,,"Permanent Party (Garrison Guard), Indiana",,
UINRICHC0V,US,IN,RICH,C,V,0,,"Richardson's Independent Company, Indiana Volunteers (30 days, 1862)",,
UINUNAS0000C,US,IN,UNAS,,,0,C,Unassigned Indiana Colored Troops,,
UINUNAS00V,US,IN,UNAS,,V,0,,Unassigned Indiana Volunteers,,
UINWILDYAL,US,IN,WILD,Y,L,0,,"Wilder Battery, Indiana Light Artillery",,A
UINZZZZ,US,IN,ZZZZ,,,0,,Unidentified Indiana,,
UKS0000YA,US,KS,,Y,,0,,"Post Battery, Fort Leavenworth, Kansas Artillery",revised 07/1/99,A
UKS0001RI,US,KS,1,R,,0,,"1st Regiment, Kansas Infantry",revised 06/24/99,I
UKS0001RIG0I,US,KS,1,R,G,0,I,"1st Regiment, Indian Home Guards, Kansas Infantry",01/11/08,I
UKS0001YAL,US,KS,1,Y,L,0,,"1st Independent Battery, Kansas Light Artillery",revised 06/24/99,A
UKS0002RC,US,KS,2,R,,0,,"2nd Regiment, Kansas Cavalry",revised 06/24/99,C
UKS0002RI,US,KS,2,R,,0,,"2nd Regiment, Kansas Infantry (3 months, 1861)",revised 06/24/99,I
UKS0002RIG0I,US,KS,2,R,G,0,I,"2nd Regiment, Indian Home Guards, Kansas Infantry",01/11/08,I
UKS0002YAL1,US,KS,2,Y,L,1,,"2nd Independent Battery, Kansas Light Artillery",revised 06/24/99,A
UKS0002YAL2,US,KS,2,Y,L,2,,"2nd Independent Battery, Kansas Light Artillery (Hopkins')",revised 06/24/99,A
UKS0003RI,US,KS,3,R,,0,,"3rd Regiment, Kansas Infantry",revised 06/24/99,I
UKS0003RIG0I,US,KS,3,R,G,0,I,"3rd Regiment, Indian Home Guards, Kansas Infantry",02/25/08,I
UKS0003YAL,US,KS,3,Y,L,0,,"3rd Independent Battery, Kansas Light Artillery",revised 07/1/99,A
UKS0004RI,US,KS,4,R,,0,,"4th Regiment, Kansas Infantry",revised 06/24/99,I
UKS0004YAL,US,KS,4,Y,L,0,,"4th Independent Battery, Kansas Light Artillery",revised 07/1/99,A
UKS0005RC,US,KS,5,R,,0,,"5th Regiment, Kansas Cavalry",revised 06/24/99,C
