BattlefieldCode,Comment,Source,UnitCode,companies,batteries,detachment,section
VA028,,DYER,UMN0001RI,,,,
VA028,,DYER,UNH0001YAL,,,,
VA028,,DYER,UNH0002RI,,,,
VA028,,DYER,UNH0005RI,,,,
VA028,,DYER,UNH0006RI,,,,
VA028,,DYER,UNH0009RI,,,,
VA028,,DYER,UNH0010RI,,,,
VA028,,DYER,UNH0011RI,,,,
VA028,,DYER,UNH0012RI,,,,
VA028,,DYER,UNH0013RI,,,,
VA028,,DYER,UNJ0001RC,,,,
VA028,,DYER,UNJ0001RI01,,,,
VA028,,DYER,UNJ0002RI01,,,,
VA028,,DYER,UNJ0003RI01,,,,
VA028,,DYER,UNJ0004RI01,,,,
VA028,,DYER,UNJ0005RI,,,,
VA028,,DYER,UNJ0006RI,,,,
VA028,,DYER,UNJ0007RI,,,,
VA028,,DYER,UNJ0008RI,,,,
VA028,,DYER,UNJ0011RI,,,,
VA028,,DYER,UNJ0015RI,,,,
VA028,,DYER,UNJ0021RI,,,,
VA028,,DYER,UNJ0023RI,,,,
VA028,,DYER,UNJ0024RI,,,,
VA028,,DYER,UNJ0025RI,,,,
VA028,,DYER,UNJ0026RI,,,,
VA028,,DYER,UNJ0027RI,,,,
VA028,,DYER,UNJ0028RI,,,,
VA028,"Batteries ""A,"" ""B,"" ""C"" and ""D""",DYER,UNY0001BAL,,4,,
VA028,"Batteries ""B,"" ""C,"" ""D,"" ""G"" and ""L""",DYER,UNY0001RAL,,5,,
VA028,,DYER,UNY0001RI,,,,
VA028,,DYER,UNY0001YAL,,,,
VA028,"Battery ""L""",DYER,UNY0002RAH,,1,,
VA028,,DYER,UNY0002RC01,,,,
VA028,,DYER,UNY0002RI01,,,,
VA028,,DYER,UNY0004RI,,,,
VA028,,DYER,UNY0004YAL,,,,
VA028,,DYER,UNY0005RI,,,,
VA028,,DYER,UNY0005YAL,,,,
VA028,,DYER,UNY0007RI01,,,,
VA028,,DYER,UNY0008RC,,,,
VA028,,DYER,UNY0009RI01,,,,
VA028,,DYER,UNY0010RC,,,,
VA028,,DYER,UNY0010RI,,,,
VA028,,DYER,UNY0010YAL,,,,
VA028,,DYER,UNY0011YAL,,,,
VA028,,DYER,UNY0012RI,,,,
VA028,,DYER,UNY0013RI,,,,
VA028,,DYER,UNY0014RI,,,,
VA028,,DYER,UNY0015RE01,,,,
VA028,,DYER,UNY0016RI,,,,
VA028,,DYER,UNY0017RI,,,,
VA028,,DYER,UNY0018RI,,,,
VA028,,DYER,UNY0020RI,,,,
VA028,,DYER,UNY0021RI,,,,
VA028,,DYER,UNY0022RI,,,,
VA028,,DYER,UNY0023RI,,,,
VA028,,DYER,UNY0024RI,,,,
VA028,,DYER,UNY0025RI,,,,
VA028,,DYER,UNY0026RI,,,,
VA028,,DYER,UNY0027RI,,,,
VA028,,DYER,UNY0030RI,,,,
VA028,,DYER,UNY0031RI,,,,
VA028,,DYER,UNY0032RI,,,,
VA028,,DYER,UNY0033RI,,,,
VA028,,DYER,UNY0034RI,,,,
VA028,,DYER,UNY0034YAL,,,,
VA028,,DYER,UNY0035RI,,,,
VA028,,DYER,UNY0036RI,,,,
VA028,,DYER,UNY0037RI,,,,
VA028,,DYER,UNY0038RI,,,,
VA028,,DYER,UNY0040RI,,,,
VA028,,DYER,UNY0042RI,,,,
VA028,,DYER,UNY0043RI,,,,
VA028,,DYER,UNY0044RI,,,,
VA028,,DYER,UNY0046RI,,,,
VA028,,DYER,UNY0049RI,,,,
VA028,,DYER,UNY0050RE,,,,
VA028,,DYER,UNY0051RI,,,,
VA028,,DYER,UNY0052RI,,,,
VA028,,DYER,UNY0055RI,,,,
VA028,,DYER,UNY0057RI,,,,
VA028,,DYER,UNY0059RI,,,,
VA028,,DYER,UNY0061RI,,,,
VA028,,DYER,UNY0062RI,,,,
VA028,,DYER,UNY0063RI,,,,
VA028,,DYER,UNY0064RI,,,,
VA028,,DYER,UNY0065RI,,,,
VA028,,DYER,UNY0066RI,,,,
VA028,,DYER,UNY0067RI,,,,
VA028,,DYER,UNY0069RI,,,,
VA028,,DYER,UNY0070RI,,,,
VA028,,DYER,UNY0071RI,,,,
VA028,,DYER,UNY0072RI,,,,
VA028,,DYER,UNY0073RI,,,,
VA028,,DYER,UNY0074RI,,,,
VA028,,DYER,UNY0076RI,,,,
VA028,,DYER,UNY0077RI,,,,
VA028,,DYER,UNY0079RI,,,,
VA028,,DYER,UNY0080RI,,,,
VA028,,DYER,UNY0082RI,,,,
VA028,,DYER,UNY0083RI,,,,
VA028,,DYER,UNY0084RI,,,,
VA028,,DYER,UNY0086RI,,,,
VA028,,DYER,UNY0088RI,,,,
VA028,,DYER,UNY0089RI,,,,
VA028,,DYER,UNY0093RI,,,,
VA028,,DYER,UNY0094RI,,,,
VA028,,DYER,UNY0095RI,,,,
VA028,,DYER,UNY0097RI,,,,
VA028,,DYER,UNY0101RI,,,,
VA028,,DYER,UNY0103RI,,,,
VA028,,DYER,UNY0104RI,,,,
VA028,,DYER,UNY0105RI,,,,
VA028,,DYER,UNY0108RI,,,,
VA028,,DYER,UNY0120RI,,,,
VA028,,DYER,UNY0121RI,,,,
VA028,,DYER,UNY0122RI,,,,
VA028,,DYER,UNY0124RI,,,,
VA028,,DYER,UNY0140RI,,,,
VA028,,DYER,UNY0146RI,,,,
VA028,,DYER,UNY0163RI,,,,
VA028,,DYER,UNYONEICC,,,,
VA028,"Batteries ""H"" and ""L""",DYER,UOH0001RAL1,,2,,
VA028,,DYER,UOH0004RI01,,,,
VA028,,DYER,UOH0008RI01,,,,
VA028,"Batteries ""A,"" ""B,"" ""C,"" ""D,"" ""F"" and ""G""",DYER,UPA0001RAL,,6,,
VA028,,DYER,UPA0001RC,,,,
VA028,,DYER,UPA0001RIR,,,,
VA028,,DYER,UPA0002RIR,,,,
VA028,,DYER,UPA0003RC,,,,
VA028,,DYER,UPA0003RIR,,,,
VA028,,DYER,UPA0004RC,,,,
VA028,,DYER,UPA0004RIR,,,,
VA028,,DYER,UPA0005RIR,,,,
VA028,,DYER,UPA0006RC,,,,
VA028,,DYER,UPA0006RIR,,,,
VA028,,DYER,UPA0007RIR,,,,
VA028,,DYER,UPA0008RC,,,,
VA028,,DYER,UPA0008RIR,,,,
VA028,,DYER,UPA0009RIR,,,,
VA028,,DYER,UPA000CYAL,,,,
VA028,,DYER,UPA000DYAL,,,,
VA028,,DYER,UPA0010RIR,,,,
VA028,,DYER,UPA0011RI01,,,,
VA028,,DYER,UPA0011RIR,,,,
VA028,,DYER,UPA0012RIR,,,,
VA028,,DYER,UPA0013RIR,,,,
VA028,,DYER,UPA0023RI01,,,,
VA028,,DYER,UPA0026RI,,,,
VA028,,DYER,UPA0045RI,,,,
VA028,,DYER,UPA0048RI,,,,
VA028,,DYER,UPA0049RI,,,,
VA028,,DYER,UPA0050RI,,,,
VA028,,DYER,UPA0051RI,,,,
VA028,,DYER,UPA0053RI,,,,
VA028,,DYER,UPA0056RI,,,,
VA028,,DYER,UPA0057RI,,,,
VA028,,DYER,UPA0061RI,,,,
VA028,,DYER,UPA0062RI,,,,
VA028,,DYER,UPA0063RI,,,,
VA028,,DYER,UPA0068RI,,,,
VA028,,DYER,UPA0069RI,,,,
VA028,,DYER,UPA0071RI,,,,
VA028,,DYER,UPA0072RI,,,,
VA028,,DYER,UPA0081RI,,,,
VA028,,DYER,UPA0082RI,,,,
VA028,,DYER,UPA0083RI,,,,
VA028,,DYER,UPA0084RI,,,,
VA028,,DYER,UPA0088RI,,,,
VA028,,DYER,UPA0090RI,,,,
VA028,,DYER,UPA0091RI,,,,
VA028,,DYER,UPA0093RI,,,,
VA028,,DYER,UPA0095RI,,,,
VA028,,DYER,UPA0096RI,,,,
VA028,,DYER,UPA0098RI,,,,
VA028,,DYER,UPA0099RI,,,,
VA028,,DYER,UPA0100RI,,,,
VA028,,DYER,UPA0102RI,,,,
VA028,,DYER,UPA0105RI,,,,
VA028,,DYER,UPA0106RI,,,,
VA028,,DYER,UPA0107RI,,,,
VA028,,DYER,UPA0110RI,,,,
VA028,,DYER,UPA0114RI,,,,
VA028,,DYER,UPA0115RI,,,,
VA028,,DYER,UPA0116RI,,,,
VA028,,DYER,UPA0118RI,,,,
VA028,,DYER,UPA0119RI,,,,
VA028,,DYER,UPA0121RI,,,,
VA028,,DYER,UPA0122RI,,,,
VA028,,DYER,UPA0123RI,,,,
VA028,,DYER,UPA0126RI,,,,
VA028,,DYER,UPA0127RI,,,,
VA028,,DYER,UPA0129RI,,,,
VA028,,DYER,UPA0130RI,,,,
VA028,,DYER,UPA0131RI,,,,
VA028,,DYER,UPA0132RI,,,,
VA028,,DYER,UPA0133RI,,,,
VA028,,DYER,UPA0134RI,,,,
VA028,,DYER,UPA0136RI,,,,
VA028,,DYER,UPA0139RI,,,,
VA028,,DYER,UPA0141RI,,,,
VA028,,DYER,UPA0142RI,,,,
VA028,,DYER,UPA0144RI,,,,
VA028,,DYER,UPA0145RI,,,,
VA028,,DYER,UPA0155RI,,,,
VA028,"Batteries ""A,"" ""B,"" ""C,"" ""D,"" ""E"" and ""G""",DYER,URI0001RAL,,6,,
VA028,,DYER,URI0001RC,,,,
VA028,,DYER,URI0002RI,,,,
VA028,,DYER,URI0004RI,,,,
VA028,,DYER,URI0007RI,,,,
VA028,,DYER,URI0012RI,,,,
VA028,"Batteries ""E,"" ""G,"" ""I"" and ""K""",DYER,UUR0001RA,,4,,
VA028,Detachment,DYER,UUR0001RC01,,,1,
VA028,,DYER,UUR0001RI01,,,,
VA028,,DYER,UUR0001RS,,,,
VA028,"Batteries ""A,"" ""B,"" ""D,"" ""E,"" ""G,"" ""L"" and ""M""",DYER,UUR0002RA,,7,,
VA028,,DYER,UUR0002RI,,,,
VA028,,DYER,UUR0002RS,,,,
VA028,"Batteries ""C,"" ""F,"" ""G,"" ""K,"" ""L"" and ""M""",DYER,UUR0003RA,,6,,
VA028,,DYER,UUR0003RI,,,,
VA028,"Batteries ""A,"" ""B,"" ""C,"" ""E,"" ""G"" and ""K""",DYER,UUR0004RA,,6,,
VA028,"Cos ""A"" and ""E""",DYER,UUR0004RC,2,,,
VA028,,DYER,UUR0004RI,,,,
VA028,"Batteries ""A,"" ""C,"" ""D,"" ""F,"" ""I"" and ""K""",DYER,UUR0005RA,,6,,
VA028,,DYER,UUR0005RC,,,,
VA028,,DYER,UUR0006RC,,,,
VA028,,DYER,UUR0006RI,,,,
VA028,,DYER,UUR0007RI,,,,
VA028,,DYER,UUR0008RI,,,,
VA028,,DYER,UUR0010RI,,,,
VA028,,DYER,UUR0011RI,,,,
VA028,,DYER,UUR0012RI,,,,
VA028,,DYER,UUR0014RI,,,,
VA028,,DYER,UUR0017RI,,,,
VA028,"Co ""G""",DYER,UUR0019RI,1,,,
VA028,,DYER,UVT0002RI,,,,
VA028,,DYER,UVT0003RI,,,,
VA028,,DYER,UVT0004RI,,,,
VA028,,DYER,UVT0005RI,,,,
VA028,,DYER,UVT0006RI,,,,
VA028,,DYER,UWI0002RI,,,,
VA028,,DYER,UWI0005RI,,,,
VA028,,DYER,UWI0006RI,,,,
VA028,,DYER,UWI0007RI,,,,
VA028,,DYER,UWV0007RI,,,,
VA029,,CRUTE,CGA0015RI,,,,
VA029,,CRUTE,CSC0001RC,,,,
VA029,,CRUTE,CVA0001RC,,,,
VA029,,CRUTE,CVA0002RC,,,,
VA029,,CRUTE,CVA0003RC,,,,
VA029,,CRUTE,CVA0004RC,,,,
VA029,"(12th Months, 1861-62)",CRUTE,CVA0013RC,,,,
VA029,,DYER,UMA0001RC,,,,
VA029,,DYER,UNY0004RC,,,,
VA029,,DYER,UNY0006YAL,,,,
VA029,,DYER,UOH0006RC,,,,
VA029,,DYER,UPA0003RC,,,,
VA029,,DYER,UPA0004RC,,,,
VA029,,DYER,UPA0016RC,,,,
VA029,,DYER,URI0001RC,,,,
VA029,,DYER,UUR0001RC01,,,,
VA029,,DYER,UUR0005RC,,,,
VA031,,CRUTE,CAL0015RI,,,,
VA031,,CRUTE,CAL0044RI,,,,
VA031,,CRUTE,CAL0047RI,,,,
VA031,,CRUTE,CAL0048RI,,,,
VA031,,CRUTE,CAR0003RI01,,,,
VA031,,CRUTE,CGA0002RI,,,,
VA031,,CRUTE,CGA0008RI01,,,,
VA031,,CRUTE,CGA0009RI01,,,,
VA031,,CRUTE,CGA0017RI,,,,
VA031,,CRUTE,CGA0020RI,,,,
VA031,,CRUTE,CMS0002RI01,,,,
VA031,,CRUTE,CSC0006RI,,,,
VA031,,CRUTE,CTX0001RI01,,,,
VA031,,CRUTE,CTX0005RI01,,,,
VA031,,CRUTE,CVA0011RI,,,,
VA031,,CRUTE,CVA0028RI,,,,
VA031,,CRUTE,CVA0029RI,,,,
VA031,,CRUTE,CVA0030RI,,,,
VA031,,CRUTE,CVA0056RI,,,,
VA031,,DYER,UCT0008RI,,,,
VA031,,DYER,UCT0011RI,,,,
VA031,,DYER,UCT0015RI,,,,
VA031,,DYER,UCT0016RI,,,,
VA031,,DYER,UCT0021RI,,,,
VA031,,DYER,UCT0022RI,,,,
VA031,,DYER,UIN0013RI,,,,
VA031,,DYER,UMA0006RI,,,,
VA031,,DYER,UMA0007YAL,,,,
VA031,,DYER,UMA0040RI,,,,
VA031,,DYER,UMI0026RI,,,,
VA031,,DYER,UNH0010RI,,,,
VA031,,DYER,UNH0013RI,,,,
VA031,,DYER,UNJ0010RI,,,,
VA031,,DYER,UNJ0025RI,,,,
VA031,,DYER,UNY0001BS,,,,
VA031,,DYER,UNY0007RC,,,,
VA031,,DYER,UNY0009RI01,,,,
VA031,,DYER,UNY0016YAL,,,,
VA031,,DYER,UNY0019YAL,,,,
VA031,,DYER,UNY0089RI,,,,
VA031,,DYER,UNY0099RI,,,,
VA031,,DYER,UNY0103RI,,,,
VA031,,DYER,UNY0112RI,,,,
VA031,,DYER,UNY0117RI,,,,
VA031,,DYER,UNY0118RI,,,,
VA031,,DYER,UNY0127RI,,,,
VA031,,DYER,UNY0141RI,,,,
VA031,,DYER,UNY0142RI,,,,
VA031,,DYER,UNY0143RI,,,,
VA031,,DYER,UNY0144RI,,,,
VA031,,DYER,UNY0152RI,,,,
VA031,,DYER,UNY0155RI,,,,
VA031,,DYER,UNY0164RI,,,,
VA031,,DYER,UNY0169RI,,,,
VA031,,DYER,UNY0170RI,,,,
VA031,,DYER,UNY0182RI,,,,
VA031,"Battery ""A""",DYER,UPA0001RAL,,1,,
VA031,,DYER,UPA0003RAH,,,,
VA031,,DYER,UPA0011RC,,,,
VA031,,DYER,UPA0165RIX,,,,
VA031,,DYER,UPA0166RIX,,,,
VA031,,DYER,UPA0167RIX,,,,
VA031,,DYER,URI0004RI,,,,
VA031,,DYER,URI0011RI,,,,
VA031,"Batteries ""H"" and ""L""",DYER,UUR0004RA,,,,
VA031,"Battery ""A""",DYER,UUR0005RA,,1,,
VA031,,DYER,UVT0009RI,,,,
VA031,,DYER,UWI0002YAL,,,,
VA031,,DYER,UWI0004YAL,,,,
VA031,,DYER,UWI0019RI,,,,
VA032,,CRUTE,CAL0003RI,,,,
VA032,,CRUTE,CAL0005BIV1,,,,
VA032,,CRUTE,CAL0005RI,,,,
VA032,,CRUTE,CAL0006RI,,,,
VA032,,CRUTE,CAL0008RI,,,,
VA032,,CRUTE,CAL0009RI,,,,
VA032,,CRUTE,CAL0011RI,,,,
VA032,,CRUTE,CAL0012RI,,,,
VA032,,CRUTE,CAL0013RI,,,,
VA032,,CRUTE,CAL0014RI,,,,
VA032,,CRUTE,CAL0026RI,,,,
VA032,,CRUTE,CFL0005RI,,,,
VA032,,CRUTE,CFL0008RI,,,,
VA032,,CRUTE,CGA0002BI01,,,,
VA032,,CRUTE,CGA0003RI,,,,
VA032,,CRUTE,CGA0004RI,,,,
VA032,,CRUTE,CGA0005RC,,,,
VA032,,CRUTE,CGA0010RI,,,,
VA032,,CRUTE,CGA0014RI,,,,
VA032,,CRUTE,CGA0016RI,,,,
VA032,,CRUTE,CGA0018RI,,,,
VA032,,CRUTE,CGA0019RI,,,,
VA032,,CRUTE,CGA0023RI,,,,
VA032,,CRUTE,CGA0024RI,,,,
VA032,,CRUTE,CGA0027RI,,,,
VA032,,CRUTE,CGA0028RI,,,,
VA032,,CRUTE,CGA0031RI,,,,
VA032,,CRUTE,CGA0035RI,,,,
VA032,,CRUTE,CGA0044RI,,,,
VA032,,CRUTE,CGA0045RI,,,,
VA032,,CRUTE,CGA0048RI,,,,
VA032,,CRUTE,CGA0049RI,,,,
VA032,,CRUTE,CGA0050RI,,,,
VA032,,CRUTE,CGA0051RI,,,,
VA032,,CRUTE,CGA0053RI,,,,
VA032,,CRUTE,CGA0060RI,,,,
VA032,,CRUTE,CGACARLCA,,,,
VA032,,CRUTE,CGACOBB0I,,,,
VA032,,CRUTE,CGACOBBL,,,,
VA032,,CRUTE,CLA0001RI01,,,,
VA032,,CRUTE,CLA0002RI,,,,
VA032,,CRUTE,CLA0005RI,,,,
VA032,,CRUTE,CLA0006RI,,,,
VA032,,CRUTE,CLA0007RI,,,,
VA032,,CRUTE,CLA0009RI,,,,
VA032,,CRUTE,CLA0010RI,,,,
VA032,,CRUTE,CLA0014RI,,,,
VA032,,CRUTE,CLA0015RI,,,,
VA032,,CRUTE,CMS0012RI,,,,
VA032,,CRUTE,CMS0016RI,,,,
VA032,,CRUTE,CMS0017RI,,,,
VA032,,CRUTE,CMS0018RI,,,,
VA032,,CRUTE,CMS0019RI,,,,
VA032,,CRUTE,CMS0021RI,,,,
VA032,,CRUTE,CMS0048RI,,,,
VA032,,CRUTE,CNC0001RI02,,,,
VA032,,CRUTE,CNC0002RI,,,,
VA032,,CRUTE,CNC0003RI,,,,
VA032,,CRUTE,CNC0004RI,,,,
VA032,,CRUTE,CNC0006RI,,,,
VA032,,CRUTE,CNC0007RI,,,,
VA032,,CRUTE,CNC0009BS,,,,
VA032,,CRUTE,CNC0012R0S,,,,
VA032,,CRUTE,CNC0012RI,,,,
VA032,,CRUTE,CNC0013RI,,,,
VA032,,CRUTE,CNC0016RI,,,,
VA032,,CRUTE,CNC0018RI,,,,
VA032,,CRUTE,CNC0020RI,,,,
VA032,,CRUTE,CNC0021RI,,,,
VA032,,CRUTE,CNC0022RI,,,,
VA032,,CRUTE,CNC0023RI,,,,
VA032,,CRUTE,CNC0028RI,,,,
VA032,,CRUTE,CNC0030RI,,,,
VA032,,CRUTE,CNC0033RI,,,,
VA032,,CRUTE,CNC0034RI,,,,
VA032,,CRUTE,CNC0037RI,,,,
VA032,,CRUTE,CNC0054RI,,,,
VA032,,CRUTE,CNC0057RI,,,,
VA032,,CRUTE,CSC0001R005,,,,
VA032,,CRUTE,CSC0003BI,,,,
VA032,,CRUTE,CSC0012RI,,,,
VA032,,CRUTE,CSC0013RI,,,,
VA032,,CRUTE,CSC0014RI,,,,
VA032,,CRUTE,CSC0015RI,,,,
VA032,,CRUTE,CTN0007RI,,,,
VA032,,CRUTE,CTN0014RI,,,,
VA032,,CRUTE,CVA0001RC,,,,
VA032,,CRUTE,CVA0002RC,,,,
VA032,,CRUTE,CVA0002RI01,,,,
VA032,,CRUTE,CVA0003RC,,,,
VA032,,CRUTE,CVA0004RC,,,,
VA032,,CRUTE,CVA0004RI,,,,
VA032,,CRUTE,CVA0005RI,,,,
VA032,,CRUTE,CVA0006RI,,,,
VA032,,CRUTE,CVA0010RI,,,,
VA032,,CRUTE,CVA0012RI,,,,
VA032,,CRUTE,CVA0013RI,,,,
VA032,,CRUTE,CVA0015RC,,,,
VA032,,CRUTE,CVA0016RI,,,,
VA032,,CRUTE,CVA0021RI,,,,
VA032,,CRUTE,CVA0022BI,,,,
VA032,,CRUTE,CVA0023RI,,,,
VA032,,CRUTE,CVA0027RI,,,,
VA032,,CRUTE,CVA0033RI,,,,
VA032,,CRUTE,CVA0037RI,,,,
VA032,,CRUTE,CVA0040RI,,,,
VA032,,CRUTE,CVA0042RI,,,,
VA032,,CRUTE,CVA0044RI,,,,
VA032,,CRUTE,CVA0047RI,,,,
VA032,,CRUTE,CVA0048RI,,,,
VA032,,CRUTE,CVA0050RI,,,,
VA032,,CRUTE,CVA0052RI,,,,
VA032,,CRUTE,CVA0055RI,,,,
VA032,,CRUTE,CVA0056RI,,,,
VA032,,CRUTE,CVA0058RI,,,,
VA032,,CRUTE,CVA0061RI,,,,
VA032,,CRUTE,CVAGBROCA,,,,
VA032,,CRUTE,CVAPARKCAL,,,,
VA032,,DYER,UCT0005RI,,,,
VA032,,DYER,UCT0014RI,,,,
VA032,,DYER,UCT0017RI,,,,
VA032,,DYER,UCT0020RI,,,,
VA032,,DYER,UCT0027RI,,,,
VA032,,DYER,UDE0001RI01,,,,
VA032,,DYER,UDE0002RI,,,,
VA032,,DYER,UIL0008RC,,,,
VA032,,DYER,UIL0082RI,,,,
VA032,,DYER,UIN0007RI01,,,,
VA032,,DYER,UIN0014RI,,,,
VA032,,DYER,UIN0019RI,,,,
VA032,,DYER,UIN0020RI,,,,
VA032,,DYER,UIN0027RI,,,,
VA032,,DYER,UMA0001RC,,,,
VA032,,DYER,UMA0001RI,,,,
VA032,,DYER,UMA0002CS,,,,
VA032,,DYER,UMA0002RI,,,,
VA032,,DYER,UMA0003YAL,,,,
VA032,,DYER,UMA0005YAL,,,,
VA032,,DYER,UMA0009RI,,,,
VA032,,DYER,UMA0011RI,,,,
VA032,,DYER,UMA0012RI,,,,
VA032,,DYER,UMA0013RI,,,,
VA032,,DYER,UMA0016RI,,,,
VA032,,DYER,UMA0018RI,,,,
VA032,,DYER,UMA0022RI,,,,
VA032,,DYER,UMA0028RI,,,,
VA032,,DYER,UMA0032RI,,,,
VA032,,DYER,UMA0033RI,,,,
VA032,,DYER,UMD0003RI,,,,
VA032,,DYER,UME0002RI,,,,
VA032,,DYER,UME0003RI,,,,
VA032,,DYER,UME0004RI,,,,
VA032,,DYER,UME0010RI,,,,
VA032,,DYER,UME0016RI,,,,
VA032,,DYER,UME0017RI,,,,
VA032,,DYER,UME0020RI,,,,
VA032,,DYER,UMI0001RI01,,,,
VA032,,DYER,UMI0003RI01,,,,
VA032,,DYER,UMI0004RI01,,,,
VA032,,DYER,UMI0005RI,,,,
VA032,,DYER,UMI0016RI,,,,
VA032,,DYER,UMI0024RI,,,,
VA032,,DYER,UNH0001YAL,,,,
VA032,,DYER,UNH0005RI,,,,
VA032,,DYER,UNH0012RI,,,,
VA032,,DYER,UNJ0005RI,,,,
VA032,,DYER,UNJ0006RI,,,,
VA032,,DYER,UNJ0007RI,,,,
VA032,,DYER,UNJ0008RI,,,,
VA032,,DYER,UNJ0011RI,,,,
VA032,,DYER,UNJ0012RI,,,,
VA032,,DYER,UNJ0013RI,,,,
VA032,,DYER,UNJ0022RI,,,,
VA032,,DYER,UNJ0024RI,,,,
VA032,,DYER,UNJ0028RI,,,,
VA032,,DYER,UNJ0029RI,,,,
VA032,,DYER,UNJ0030RI,,,,
VA032,,DYER,UNJ0031RI,,,,
VA032,"Batteries ""B,"" ""C,"" ""D,"" ""G,"" ""I,"" ""K,"" ""L"" and ""M""",DYER,UNY0001RAL,,8,,
VA032,,DYER,UNY0001RI,,,,
VA032,,DYER,UNY0002RI01,,,,
VA032,,DYER,UNY0002YAL,,,,
VA032,,DYER,UNY0004RI,,,,
VA032,,DYER,UNY0005RI,,,,
VA032,,DYER,UNY0006RC,,,,
VA032,,DYER,UNY0006YAL,,,,
VA032,,DYER,UNY0007RI01,,,,
VA032,,DYER,UNY0010RI,,,,
VA032,,DYER,UNY0010YAL,,,,
VA032,,DYER,UNY0011YAL,,,,
VA032,,DYER,UNY0012RI,,,,
VA032,,DYER,UNY0013RI,,,,
VA032,,DYER,UNY0013YAL,,,,
VA032,,DYER,UNY0014RI,,,,
VA032,,DYER,UNY0014YAL,,,,
VA032,,DYER,UNY0015RE01,,,,
VA032,,DYER,UNY0015YAL,,,,
VA032,,DYER,UNY0017RI,,,,
VA032,,DYER,UNY0022RI,,,,
VA032,,DYER,UNY0024RI,,,,
VA032,,DYER,UNY0025RI,,,,
VA032,,DYER,UNY0026RI,,,,
VA032,,DYER,UNY0028RI,,,,
VA032,,DYER,UNY0029RI,,,,
VA032,,DYER,UNY0030RI,,,,
VA032,,DYER,UNY0037RI,,,,
VA032,,DYER,UNY0038RI,,,,
VA032,,DYER,UNY0040RI,,,,
VA032,,DYER,UNY0041RI,,,,
VA032,,DYER,UNY0044RI,,,,
VA032,,DYER,UNY0045RI,,,,
VA032,,DYER,UNY0050RE,,,,
VA032,,DYER,UNY0052RI,,,,
VA032,,DYER,UNY0054RI,,,,
VA032,,DYER,UNY0057RI,,,,
VA032,,DYER,UNY0058RI,,,,
VA032,,DYER,UNY0060RI,,,,
VA032,,DYER,UNY0061RI,,,,
VA032,,DYER,UNY0063RI,,,,
VA032,,DYER,UNY0064RI,,,,
VA032,,DYER,UNY0066RI,,,,
VA032,,DYER,UNY0068RI,,,,
VA032,,DYER,UNY0069RI,,,,
VA032,,DYER,UNY0070RI,,,,
VA032,,DYER,UNY0071RI,,,,
VA032,,DYER,UNY0072RI,,,,
VA032,,DYER,UNY0073RI,,,,
VA032,,DYER,UNY0074RI,,,,
VA032,,DYER,UNY0076RI,,,,
VA032,,DYER,UNY0078RI,,,,
VA032,,DYER,UNY0083RI,,,,
VA032,,DYER,UNY0084RI,,,,
VA032,,DYER,UNY0086RI,,,,
VA032,,DYER,UNY0088RI,,,,
VA032,,DYER,UNY0093RI,,,,
VA032,,DYER,UNY0094RI,,,,
VA032,,DYER,UNY0095RI,,,,
VA032,,DYER,UNY0097RI,,,,
VA032,,DYER,UNY0102RI,,,,
VA032,,DYER,UNY0104RI,,,,
VA032,,DYER,UNY0107RI,,,,
VA032,,DYER,UNY0108RI,,,,
VA032,,DYER,UNY0119RI,,,,
VA032,,DYER,UNY0120RI,,,,
VA032,,DYER,UNY0123RI,,,,
VA032,,DYER,UNY0124RI,,,,
VA032,,DYER,UNY0134RI,,,,
VA032,,DYER,UNY0136RI,,,,
VA032,,DYER,UNY0137RI,,,,
VA032,,DYER,UNY0140RI,,,,
VA032,,DYER,UNY0145RI,,,,
VA032,,DYER,UNY0146RI,,,,
VA032,,DYER,UNY0147RI,,,,
VA032,,DYER,UNY0149RI,,,,
VA032,,DYER,UNY0154RI,,,,
VA032,,DYER,UNY0157RI,,,,
VA032,"Batteries ""H,"" ""I,"" ""K"" and ""L""",DYER,UOH0001RAL1,,4,,
VA032,,DYER,UOH0004RI01,,,,
VA032,,DYER,UOH0005RI01,,,,
VA032,,DYER,UOH0007RI01,,,,
VA032,,DYER,UOH0008RI01,,,,
VA032,,DYER,UOH0028RI,,,,
VA032,,DYER,UOH0029RI,,,,
VA032,,DYER,UOH0055RI,,,,
VA032,,DYER,UOH0061RI02,,,,
VA032,,DYER,UOH0066RI,,,,
VA032,,DYER,UOH0073RI,,,,
VA032,,DYER,UOH0075RI,,,,
VA032,,DYER,UOH0082RI,,,,
VA032,,DYER,UOH0107RI,,,,
VA032,"Batteries ""B"" and ""G""",DYER,UPA0001RAL,,2,,
VA032,,DYER,UPA0006RC,,,,
VA032,,DYER,UPA0008RC,,,,
VA032,,DYER,UPA000CYAL,,,,
VA032,,DYER,UPA000EYAL,,,,
VA032,,DYER,UPA000FYAL,,,,
VA032,,DYER,UPA0011RI01,,,,
VA032,,DYER,UPA0017RC,,,,
VA032,,DYER,UPA0026RI,,,,
VA032,,DYER,UPA0027RI,,,,
VA032,,DYER,UPA0028RI,,,,
VA032,,DYER,UPA0029RI,,,,
VA032,,DYER,UPA0046RI,,,,
VA032,,DYER,UPA0053RI,,,,
VA032,,DYER,UPA0056RI,,,,
VA032,,DYER,UPA0057RI,,,,
VA032,,DYER,UPA0062RI,,,,
