battle_id,belligerent,strength_min,strength_max,casualties_min,casualties_max,killed_min,killed_max,wounded_min,wounded_max,missing_min,missing_max,captured_min,captured_max,killed_wounded_min,killed_wounded_max,wounded_missing_min,wounded_missing_max,captured_missing_min,captured_missing_max
First_Battle_of_Bull_Run,Confederate,32000,34000,,,387,387,1582,1582,13,13,,,,,,,,
First_Battle_of_Bull_Run,US,35732,35732,,,481,481,1011,1011,1216,1216,,,,,,,,
First_Battle_of_Charleston_Harbor,Confederate,,,,,5,5,8,8,,,,,,,,,,
First_Battle_of_Charleston_Harbor,US,,,,,1,1,21,21,,,,,,,,,,
First_Battle_of_Chattanooga,Confederate,,,65,65,,,,,,,,,,,,,,
First_Battle_of_Chattanooga,US,,,23,23,,,,,,,,,,,,,,
First_Battle_of_Dalton,Confederate,,,140,140,,,,,,,,,,,,,,
First_Battle_of_Dalton,US,,,300,300,,,,,,,,,,,,,,
First_Battle_of_Deep_Bottom,Confederate,,,,,80,80,391,391,,,,,,,,,208,208
First_Battle_of_Deep_Bottom,US,,,,,62,62,340,340,,,,,,,,,86,86
First_Battle_of_Donaldsonville,Confederate,,,,,,,,,,,,,,,,,,
First_Battle_of_Donaldsonville,US,,,,,,,,,,,,,,,,,,
First_Battle_of_Fort_Fisher,Confederate,,,,,5,5,56,56,600,600,,,,,,,,
First_Battle_of_Fort_Fisher,US,,,,,,,,,,,,,,,,,,
First_Battle_of_Fort_Wagner,Confederate,1770,1770,12,12,,,,,,,,,,,,,,
First_Battle_of_Fort_Wagner,US,,,,,49,49,123,123,167,167,,,,,,,,
First_Battle_of_Independence,Confederate,700,800,,,,,,,,,,,,,,,,
First_Battle_of_Independence,US,344,344,344,344,,,,,,,,,,,,,,
First_Battle_of_Kernstown,Confederate,2990,4220,,,80,80,375,375,,,,,,,,,263,263
First_Battle_of_Kernstown,US,6352,,,,118,118,450,450,,,,,,,,,22,22
First_Battle_of_Lexington,Confederate,15000,15000,,,30,30,120,120,,,,,,,,,,
First_Battle_of_Lexington,US,3500,3500,,,36,36,117,117,8,8,3000,3000,,,,,,
First_Battle_of_Murfreesboro,Confederate,1400,1400,150,150,,,,,,,,,,,,,,
First_Battle_of_Murfreesboro,US,900,900,890,890,,,,,,,,,,,,,,
First_Battle_of_Newtonia,Confederate,,,100,100,,,,,,,,,,,,,,
First_Battle_of_Newtonia,US,1500,1500,245,245,,,,,,,,,,,,,,
First_Battle_of_Petersburg,Confederate,2500,2500,80,80,,,,,,,,,,,,,,
First_Battle_of_Petersburg,US,4500,4500,40,40,,,,,,,,,,,,,,
First_Battle_of_Rappahannock_Station,Confederate,,,,,,,,,,,,,,,,,,
First_Battle_of_Rappahannock_Station,US,,,,,,,,,,,,,,,,,,
First_Battle_of_Ream's_Station,Confederate,7000,7000,,,,,,,,,,,,,,,,
First_Battle_of_Ream's_Station,US,4000,4000,,,,,,,,,,,,,,,,
First_Battle_of_Sabine_Pass,Confederate,60,60,,,,,,,,,,,,,,,,
First_Battle_of_Sabine_Pass,US,,,,,,,,,,,,,,,,,,
First_Battle_of_Springfield,Confederate,1000,1500,133,133,,,,,,,,,,,,,,
First_Battle_of_Springfield,US,5000,5000,85,85,,,,,,,,,,,,,,
First_Battle_of_Winchester,Confederate,16000,16000,400,400,,,,,,,,,,,,,,
First_Battle_of_Winchester,US,6500,6500,2019,2019,,,,,,,,,,,,,,
Lawrence_Massacre,Confederate,300,400,40,40,,,,,,,,,,,,,,
Lawrence_Massacre,US,,,164,164,,,,,,,,,,,,,,
Manassas_Station_Operations_(Stonewall_Jackson),Confederate,,,173,173,,,,,,,,,,,,,,
Manassas_Station_Operations_(Stonewall_Jackson),US,,,1144,1144,,,,,,,,,,,,,,
Sand_Creek_massacre,Native American,60,200,70,163,,,,,,,,,,,,,,
Sand_Creek_massacre,US,700,700,,,24,24,52,52,,,,,,,,,,
Second_Battle_of_Auburn,Confederate,3000,3000,,,,,,,,,,,,,,,,
Second_Battle_of_Auburn,US,,,,,,,,,,,,,,,,,,
Second_Battle_of_Bull_Run,Confederate,50000,50000,,,1300,1300,7000,7000,,,,,,,,,,
Second_Battle_of_Bull_Run,US,62000,62000,,,,,,,,,,,10000,10000,,,,
Second_Battle_of_Charleston_Harbor,Confederate,,,816,816,,,,,,,,,,,,,,
Second_Battle_of_Charleston_Harbor,US,,,859,859,,,,,,,,,,,,,,
Second_Battle_of_Chattanooga,Confederate,,,,,,,,,,,,,,,,,,
Second_Battle_of_Chattanooga,US,,,,,,,,,,,,,,,,,,
Second_Battle_of_Corinth,Confederate,22000,22000,4233,4233,473,473,1997,1997,,,,,,,,,1763,1763
Second_Battle_of_Corinth,US,23000,23000,2520,2520,355,355,1841,1841,324,324,,,,,,,,
Second_Battle_of_Dalton,Confederate,,,,,,,,,,,,,,,,,,
Second_Battle_of_Dalton,US,,,,,40,40,55,55,,,,,,,,,,
Second_Battle_of_Deep_Bottom,Confederate,20000,20000,,,200,200,900,900,,,,,,,,,400,400
Second_Battle_of_Deep_Bottom,US,28000,28000,,,327,327,1851,1851,,,,,,,,,721,721
Second_Battle_of_Donaldsonville,Confederate,,,301,301,,,,,,,,,,,,,,
Second_Battle_of_Donaldsonville,US,,,23,23,,,,,,,,,,,,,,
Second_Battle_of_Fort_Fisher,Confederate,8300,8300,,,,,,,,,1317,1317,583,583,,,,
Second_Battle_of_Fort_Fisher,US,11893,11893,,,199,199,811,811,47,47,,,,,,,,
Second_Battle_of_Fort_Sumter,Confederate,320,320,,,,,,,,,,,,,,,,
Second_Battle_of_Fort_Sumter,US,413,413,117,117,,,,,,,,,,,,,,
Second_Battle_of_Fort_Wagner,Confederate,1800,1800,,,36,36,133,133,,,5,5,,,,,,
Second_Battle_of_Fort_Wagner,US,5000,5000,,,246,246,880,880,,,389,389,,,,,,
Second_Battle_of_Fredericksburg,Confederate,12000,12000,700,700,,,,,,,,,,,,,,
Second_Battle_of_Fredericksburg,US,27100,27100,1100,1100,,,,,,,,,,,,,,
Second_Battle_of_Independence,Confederate,8500,8500,140,140,,,,,,,,,,,,,,
Second_Battle_of_Independence,US,22000,22000,,,,,,,,,,,,,,,,
Second_Battle_of_Kernstown,Confederate,13000,14000,600,600,,,,,,,,,,,,,,
Second_Battle_of_Kernstown,US,9500,10000,1200,1200,,,,,,,,,,,,,,
Second_Battle_of_Lexington,Confederate,8500,8500,,,,,,,,,,,,,,,,
Second_Battle_of_Lexington,US,2000,2000,,,,,,,,,,,,,,,,
Second_Battle_of_Memphis,Confederate,6000,6000,62,62,,,,,,,,,,,,,,
Second_Battle_of_Memphis,US,2000,2000,480,480,,,,,,,,,,,,,,
Second_Battle_of_Newtonia,Confederate,,,250,250,,,,,,,,,,,,,,
Second_Battle_of_Newtonia,US,,,400,400,,,,,,,,,,,,,,
Second_Battle_of_Petersburg,Confederate,38000,38000,,,200,200,2900,2900,,,,,,,,,900,900
Second_Battle_of_Petersburg,US,62000,62000,,,1688,1688,8513,8513,,,,,,,,,1185,1185
Second_Battle_of_Rappahannock_Station,Confederate,2000,2000,1670,1670,,,,,,,,,,,,,,
Second_Battle_of_Rappahannock_Station,US,2000,2000,419,419,,,,,,,,,,,,,,
Second_Battle_of_Ream's_Station,Confederate,8000,10000,814,814,,,,,,,,,,,,,,
Second_Battle_of_Ream's_Station,US,9000,9000,,,140,140,529,529,,,2073,2073,,,,,,
Second_Battle_of_Sabine_Pass,Confederate,36,36,,,,,,,,,,,,,,,,
Second_Battle_of_Sabine_Pass,US,5000,5000,200,200,,,,,,,,,,,,,,
Second_Battle_of_Springfield,Confederate,1870,1870,290,290,,,,,,,,,,,,,,
Second_Battle_of_Springfield,US,2099,2099,,,30,30,195,195,6,6,,,,,,,,
Second_Battle_of_Winchester,Confederate,12500,12500,,,47,47,219,219,3,3,,,,,,,,
Second_Battle_of_Winchester,US,7000,7000,,,95,95,348,348,,,,,,,,,4000,4000
Siege_of_Corinth,Confederate,65000,65000,1000,1000,,,,,,,,,,,,,,
Siege_of_Corinth,US,120000,120000,1000,1000,,,,,,,,,,,,,,
Siege_of_Port_Hudson,Confederate,7500,7500,7500,7500,,,,,,,,,,,,,,
Siege_of_Port_Hudson,US,30000,40000,10000,10000,,,,,,,,,,,,,,
Siege_of_Suffolk,Confederate,25000,25000,,,,,,,,,400,400,500,500,,,,
Siege_of_Suffolk,US,20000,20000,,,44,44,202,202,14,14,,,,,,,,
Siege_of_Vicksburg,Confederate,33000,33000,32697,32697,,,,,,,29495,29495,3202,3202,,,,
Siege_of_Vicksburg,US,77000,77000,4835,4835,766,766,3793,3793,276,276,,,,,,,,
Siege_of_Yorktown_(1862),Confederate,35000,35000,300,300,,,,,,,,,,,,,,
Siege_of_Yorktown_(1862),US,121500,121500,182,182,,,,,,,,,,,,,,
Third_Battle_of_Murfreesboro,Confederate,7000,7000,197,197,,,,,,,,,,,,,,
Third_Battle_of_Murfreesboro,US,8000,8000,225,225,,,,,,,,,,,,,,
Third_Battle_of_Petersburg,Confederate,58400,58400,4250,4250,,,,,,,,,,,,,,
Third_Battle_of_Petersburg,US,76113,76113,3500,3500,,,,,,,,,,,,,,
