"cwsac_id","battle_name","battle_type_cwss","begin_date","end_date","state","theater_code","campaign_code","result","cas_kwm_mean","cas_kwm_var","partof_cwss","operation","forces_text","casualties_text","results_text","preservation","significance","cwsac1_url","partof_cwsac1","cwsac2_url","study_area","core_area","potnr_boundary","partof_cwsac2","interpretive_political","interpretive_commander_loss","interpretive_casualties","interpretive_tactics_strategy","interpretive_public_mind","interpretive_combat_arm","interpretive_military_firsts","interpretive_minority_troops","interpretive_economic","interpretive_archaelolgical","interpretive_logistics","interpretive_individual_bravery","interpretive_group_behavior","interpretive_joint_ops","interpretive_coop_armies","interpretive_naval","significance_jim","significance_ed","significance_bill","aad_url","battle_type_aad","partof_aad","shenandoah_url","partof_shenandoah","lat","long"
"OK002","Chusto-Talasah","Engagement","1861-12-09","1861-12-09","OK","TM","TM61-02","Confederate Victory",464,0.0833333,TRUE,0,"Creek and Seminole [I]; Indian Department [CS]","Unknown","Confederate victory","IV.2","D","http://www.nps.gov/hps/abpp/battles/ok002.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportOklahomaUpdate.pdf",6587.66,1081.04,5880.07,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//OK002","Engagement",TRUE,NA,FALSE,36.2823,-95.9502
"OK003","Chustenahlah","Engagement","1861-12-26","1861-12-26","OK","TM","TM61-02","Confederate Victory",251,0.0833333,TRUE,0,"Creek and Seminole [I]; McIntosh's and Douglas Cooper's brigades [CS]","Unknown","Confederate victory","II.2","B","http://www.nps.gov/hps/abpp/battles/ok003.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportOklahomaUpdate.pdf",11938.8,1722.74,11938.8,TRUE,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","","C","http://aad.archives.gov/aad//OK003","Engagement",TRUE,NA,FALSE,36.3878,-96.0752
"OK004","Old Fort Wayne","Action","1862-10-22","1862-10-22","OK","TM","TM62-05","Union Victory",164,0.0833333,TRUE,0,"1st Division, Army of the Frontier [US]; 1st Brigade [CS]","164 total (US 14; CS 150)","Union victory","III.4","D","http://www.nps.gov/hps/abpp/battles/ok004.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportOklahomaUpdate.pdf",2538.7,563.54,2524.75,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//OK004","Action",TRUE,NA,FALSE,36.368,-94.6478
"OK005","Middle Boggy Depot","No Data","1864-02-13","1864-02-13","OK","TM","TM64-01","Union Victory",47,0.0833333,TRUE,0,"Three companies of the 14th Kansas Cavalry Regiment and a section of Howitzers [US]; Seminole Battalion, Company A, 1st Choctaw and Chickasaw Cavalry Regiment, and a detachment of 20th Texas Regiment [CS]","Unknown","Union victory","","D","http://www.nps.gov/hps/abpp/battles/ok005.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportOklahomaUpdate.pdf",NA,NA,NA,TRUE,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//OK005","Action",TRUE,NA,FALSE,34.8781,-96.4119
"OK006","Cabin Creek","Engagement","1863-07-01","1863-07-02","OK","TM","TM63-04","Union Victory",80,8.33333,TRUE,0,"Detachments from nine units [US]; two regiments and detachments from two other units (approx. 1,600-1,800) [CS]","88 total (US 23; CS 65)","Union victory","III.3","C","http://www.nps.gov/hps/abpp/battles/ok006.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportOklahomaUpdate.pdf",2161.03,575.17,2161.03,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//OK006","Engagement",TRUE,NA,FALSE,36.262,-95.1718
"OK007","Honey Springs","Engagement","1863-07-17","1863-07-17","OK","TM","TM63-04","Union Victory",211,0.0833333,TRUE,0,"District of the Frontier [US]; 1st Brigade, Native American troops [CS]","716 total (US 79; CS 637)","Union victory","I.3","B","http://www.nps.gov/hps/abpp/battles/ok007.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportOklahomaUpdate.pdf",6470.15,1138.96,6324.96,TRUE,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//OK007","Engagement",TRUE,NA,FALSE,35.5313,-95.4858
"PA001","Hanover","Action","1863-06-30","1863-06-30","PA","ME","ME63-04","Indecisive",228,0.0833333,TRUE,0,"Brigades","330 total","Inconclusive","","C","http://www.nps.gov/hps/abpp/battles/pa001.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportPennsylvaniaUpdate.pdf",6179.85,789.23,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//PA001","Action",TRUE,NA,FALSE,39.801,-76.9825
"PA002","Gettysburg","Battle","1863-07-01","1863-07-03","PA","ME","ME63-04","Union Victory",51000,83333.3,TRUE,0,"158,300 total (US 83,289; CS 75,054)","51,000 total (US 23,000; CS 28,000)","Union victory","I.2","A","http://www.nps.gov/hps/abpp/battles/pa002.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/CWSACReportPennsylvaniaUpdate.pdf",43522.6,8585.47,33993.9,TRUE,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,"","","","http://aad.archives.gov/aad//PA002","Battle",TRUE,NA,FALSE,39.8112,-77.2249
"SC001","Fort Sumter I","Bombardment","1861-04-12","1861-04-14","SC","LS","LS61-01","Indecisive",15,0.0833333,TRUE,0,"Regiments: 580 total (US 80; CS 500)","None","Confederate victory","III.1","A","http://www.nps.gov/hps/abpp/battles/sc001.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf",4389.13,702.43,3948.47,TRUE,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"","A","","http://aad.archives.gov/aad//SC001","Bombardment",TRUE,NA,FALSE,32.7524,-79.875
"SC002","Secessionville","Engagement","1862-06-16","1862-06-16","SC","LS","LS62-03","Confederate Victory",887,0.0833333,TRUE,0,"8,600 total (US 6,600; CS 2,000)","889 total (US 685; CS 204)","Confederate victory","I.3","B","http://www.nps.gov/hps/abpp/battles/sc002.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf",3547.53,1108.59,0,TRUE,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//SC002","Engagement",TRUE,NA,FALSE,32.7039,-79.9481
"SC003","Simmon's Bluff","Engagement","1862-06-21","1862-06-21","SC","LS","LS62-03","Union Victory",0,0.0833333,TRUE,0,"Regiments","None","Union victory","III.4","D","http://www.nps.gov/hps/abpp/battles/sc003.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf",3178.93,320.14,0,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//SC003","Engagement",TRUE,NA,FALSE,32.6953,-80.2281
"SC004","Charleston Harbor I","No Data","1863-04-07","1863-04-07","SC","LS","LS63-03","Confederate Victory",36,0.0833333,TRUE,0,"9 warships","36 total (US 22; CS 14)","Confederate victory (Warships were repulsed.)","III.3","C","http://www.nps.gov/hps/abpp/battles/sc004.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf",5164.74,1881.38,4568.74,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//SC004","Engagement",TRUE,NA,FALSE,32.7526,-79.8745
"SC005","Fort Wagner I","No Data","1863-07-10","1863-07-11","SC","LS","LS63-03","Confederate Victory",351,0.0833333,TRUE,0,"Brigades","351 total (US 339; CS 12)","Confederate victory","IV.2","D","http://www.nps.gov/hps/abpp/battles/sc005.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf",6308.58,2188.12,5234.69,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//SC005","Assault",TRUE,NA,FALSE,32.73,-79.871
"SC006","Grimball's Island","Engagement","1863-07-16","1863-07-16","SC","LS","LS63-03","Indecisive",64,0.0833333,TRUE,0,"6,800 total (US 3,800; CS 3,000)","Total unknown (US unknown; CS 18)","Inconclusive","II.4","D","http://www.nps.gov/hps/abpp/battles/sc006.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf",3624.28,2028.88,2298.98,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//SC006","Engagement",TRUE,NA,FALSE,32.698,-79.983
"SC007","Fort Wagner II/Morris Island","No Data","1863-07-18","1863-07-18","SC","LS","LS63-03","Confederate Victory",1737,0.0833333,TRUE,0,"6,800 total (US 5,000; CS 1,800)","1,689 total (US 1,515; CS 174)","Confederate victory","IV.2","B","http://www.nps.gov/hps/abpp/battles/sc007.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf",11840.7,5695.22,6043.51,TRUE,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//SC007","Siege",TRUE,NA,FALSE,32.73,-79.8711
"SC008","Fort Sumter II","No Data","1863-08-17","1863-09-08","SC","LS","LS63-03","Indecisive",NA,NA,TRUE,0,"Morris Island Batteries [US]; Fort Sumter Garrison [CS]","Unknown","Inconclusive","III.2","B","http://www.nps.gov/hps/abpp/battles/sc008.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf",9367.57,4763.32,5967.43,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","B","","http://aad.archives.gov/aad//SC008","Bombardment",TRUE,NA,FALSE,32.7524,-79.8749
"SC009","Charleston Harbor II","No Data","1863-09-05","1863-09-08","SC","LS","LS63-03","Confederate Victory",217,0.0833333,TRUE,0,"Regiments: total unknown (US 413; CS unknown)","(US 117; CS unknown)","Confederate victory","III.2","B","http://www.nps.gov/hps/abpp/battles/sc009.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf",9407.24,5763.86,5093.82,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//SC009","Engagement",TRUE,NA,FALSE,32.7524,-79.8749
"SC010","Honey Hill","No Data","1864-11-30","1864-11-30","SC","MW","MW64-12","Confederate Victory",796,0.0833333,TRUE,0,"6,400 total (US 5,000; CS 1,400)","796 total (US 746; CS 50)","Confederate victory","II.3","C","http://www.nps.gov/hps/abpp/battles/sc010.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf",3926.96,2117.46,3102.71,TRUE,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"C","","C","http://aad.archives.gov/aad//SC010","Engagement",TRUE,NA,FALSE,32.486,-80.9343
"SC011","Rivers' Bridge","No Data","1865-02-02","1865-02-03","SC","MW","MW65-01","Union Victory",262,0.0833333,TRUE,0,"Divisions: 6,200 total (US 5,000; CS 1,200)","262 total (US 92; CS 170)","Union victory","III.4","D","http://www.nps.gov/hps/abpp/battles/sc011.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/SouthCarolinaBattlefieldProfiles.pdf",4828.66,512.34,4828.66,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//SC011","Action",TRUE,NA,FALSE,33.0528,-81.0997
"TN001","Fort Henry","Capture","1862-02-06","1862-02-06","TN","MW","MW62-02","Union Victory",146,0.0833333,TRUE,0,"District of Cairo [US]; Fort Henry Garrison [CS]","119 total (US 40; CS 79)","Union victory","IV.2","B","http://www.nps.gov/hps/abpp/battles/tn001.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Dandridge to Fort Henry.pdf",5144.12,1159.87,2118.79,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","B","","http://aad.archives.gov/aad//TN001","Capture",TRUE,NA,FALSE,36.5186,-88.0391
"TN002","Fort Donelson","Siege and Capture","1862-02-12","1862-02-16","TN","MW","MW62-02","Union Victory",19832,0.0833333,TRUE,0,"Army in the Field [US]; Fort Donelson Garrison [CS]","17,398 total (US 2,331; CS 15,067)","Union victory","I.1","A","http://www.nps.gov/hps/abpp/battles/tn002.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Dandridge to Fort Henry.pdf",7729.89,2982.49,3367.33,TRUE,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,"","A","","http://aad.archives.gov/aad//TN002","Siege",TRUE,NA,FALSE,36.4938,-87.856
"TN003","Shiloh","Battle","1862-04-06","1862-04-07","TN","MW","MW62-02","Union Victory",23746,0.0833333,TRUE,0,"Army of the Tennessee and Army of the Ohio (65,085) [US]; Army of the Mississippi (44,968) [CS]","23,746 total (US 13,047; CS 10,699)","Union victory","III.1","A","http://www.nps.gov/hps/abpp/battles/tn003.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Nashville to Spring Hill.pdf",31341.8,7283.32,22539.8,TRUE,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,"","A","","http://aad.archives.gov/aad//TN003","Battle",TRUE,NA,FALSE,35.1507,-88.3218
"TN004","Memphis I","Engagement and Occupation","1862-06-06","1862-06-06","TN","MW","MW62-03","Union Victory",181,0.0833333,TRUE,0,"U.S. Ironclads Benton, Louisville, Carondelet, Cairo, and St. Louis and U.S. Army Rams Queen of the West and Monarch [US]; C.S. Navy Rams General Beauregard, General Bragg, General Price, General Van Dorn, General Thompson, Colonel Lovell, Sumter, and Little Rebel [CS]","181 total (US 1; CS 180)","Union victory","","B","http://www.nps.gov/hps/abpp/battles/tn004.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Memphis I to Murfreesboro II.pdf",19818,9286.44,12170,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"B","C","","http://aad.archives.gov/aad//TN004","Naval",TRUE,NA,FALSE,35.1291,-90.1558
"TN005","Chattanooga I","No Data","1862-06-07","1862-06-08","TN","MW","MW62-04","Union Victory",NA,NA,TRUE,0,"Division [US]; Department [CS]","88 total (US 23; CS 65)","Union victory","IV.2","D","http://www.nps.gov/hps/abpp/battles/tn005.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Campbells Station to Columbia.pdf",2115.91,1085.14,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN005","Attack",TRUE,NA,FALSE,35.0651,-85.3088
"TN006","Murfreesboro I","No Data","1862-07-13","1862-07-13","TN","MW","MW62-04","Union Victory",1350,8.33333,TRUE,0,"Detachments from four Union units (approx. 900) [US]; equivalent of a brigade (about five cavalry units; approx. 1,400) [CS]","1,040 total (US 890; CS 150)","Confederate victory","IV.2","C","http://www.nps.gov/hps/abpp/battles/tn006.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Memphis I to Murfreesboro II.pdf",8639.61,328.82,NA,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//TN006","Action",TRUE,NA,FALSE,35.847,-86.393
"TN007","Hatchie's Bridge","No Data","1862-10-06","1862-10-06","TN","MW","MW62-05","Union Victory",900,833.333,TRUE,0,"Detachment [US]; Army of the West [CS]","900 total (US 500; CS 400)","Union victory","III.3","C","http://www.nps.gov/hps/abpp/battles/tn007.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Hartsville to Johnsonville.pdf",5754.16,798.19,5103.19,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN007","Engagement",TRUE,NA,FALSE,35.035,-88.7994
"TN008","Hartsville","Action","1862-12-07","1862-12-07","TN","MW","MW62-06","Confederate Victory",2235,0.0833333,TRUE,0,"39th Brigade, XIV Army Corps (Army of the Cumberland) [US]; expeditionary force (two brigades) [CS]","2,004 total (US 1,855; CS 149)","Confederate victory","III.3","C","http://www.nps.gov/hps/abpp/battles/tn008.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Hartsville to Johnsonville.pdf",8044.71,679.95,7507.25,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//TN008","Action",TRUE,NA,FALSE,36.3777,-86.1743
"TN009","Jackson","No Data","1862-12-19","1862-12-19","TN","MW","MW62-07","Confederate Victory",NA,NA,TRUE,0,"Two regiments from the Jackson Garrison [US]; Detachment of Forrest's Cavalry (approx. 400) [CS]","Total unknown (US 6; CS unknown)","Confederate victory","III.4","D","http://www.nps.gov/hps/abpp/battles/tn009.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Hartsville to Johnsonville.pdf",2068.23,148.89,1615.61,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//TN009","Engagement",TRUE,NA,FALSE,35.632,-88.7635
"TN010","Stones River","Battle","1862-12-31","1863-01-02","TN","MW","MW62-06","Union Victory",23000,83333.3,TRUE,0,"Army of the Cumberland [US]; Army of Tennessee [CS]","23,515 total (US 13,249; CS 10,266)","Union victory","IV.1","A","http://www.nps.gov/hps/abpp/battles/tn010.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Stones River to Wauhatchie.pdf",15087.3,5148.66,3121.01,TRUE,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"A","A","","http://aad.archives.gov/aad//TN010","Battle",TRUE,NA,FALSE,35.88,-86.435
"TN011","Parker's Cross Roads","Engagement","1862-12-31","1862-12-31","TN","MW","MW62-07","Confederate Victory",737,0.0833333,TRUE,0,"Two brigades (approx. 3,000 men) [US]; expeditionary brigade [CS]","737 total (US 237; CS 500)","Confederate victory","II.3","C","http://www.nps.gov/hps/abpp/battles/tn011.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Nashville to Spring Hill.pdf",7716.82,1287.34,2664.48,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","C","","http://aad.archives.gov/aad//TN011","Engagement",TRUE,NA,FALSE,35.793,-88.393
"TN012","Dover","No Data","1863-02-03","1863-02-03","TN","MW","MW63-02","Union Victory",965,0.0833333,TRUE,0,"Detachments of two regiments: 83rd Illinois Infantry and 5th Iowa Cavalry Regiments and some artillery (approx. 800) [US]; cavalry division (approx. 2,500) [CS]","796 total (US 126; CS 670)","Union victory","IV.2","D","http://www.nps.gov/hps/abpp/battles/tn012.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Dandridge to Fort Henry.pdf",2931.62,642.79,750.94,TRUE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN012","Attack",TRUE,NA,FALSE,36.4849,-87.8575
"TN013","Thompson's Station","Engagement","1863-03-04","1863-03-05","TN","MW","MW63-02","Confederate Victory",1957,0.0833333,TRUE,0,"Infantry brigade [US]; I Cavalry Corps [CS]","2,206 total (US 1,906; CS 300)","Confederate victory","II.3","C","http://www.nps.gov/hps/abpp/battles/tn013.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Stones River to Wauhatchie.pdf",3473,603.18,1356.21,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//TN013","Engagement",TRUE,NA,FALSE,35.798,-86.9063
"TN014","Vaught's Hill","Action","1863-03-20","1863-03-20","TN","MW","MW63-02","Union Victory",188,0.0833333,TRUE,0,"2nd Brigade, 5th Division, XIV Army Corps (a combined force of infantry, artillery, and cavalry comprising detachments from six units; approx. 1,300) [US]; Morgan's Cavalry Division (approx. 3,500) [CS]","435 total (US 62; CS 373)","Union victory","III.4","D","http://www.nps.gov/hps/abpp/battles/tn014.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Stones River to Wauhatchie.pdf",3479.82,849.11,2430.15,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN014","Action",TRUE,NA,FALSE,35.9252,-86.2047
"TN015","Brentwood","Action","1863-03-25","1863-03-25","TN","MW","MW63-02","Confederate Victory",532,0.0833333,TRUE,0,"Detachments of the 22nd Wisconsin Volunteer Infantry, 33rd Indiana, and 19th Michigan Volunteer Infantry regiments, 1st Division, 1st Cavalry Corps (approx. 400) [US]; Forrest's Division [CS]","311 total (US 305; CS 6)","Confederate victory","II.4","D","http://www.nps.gov/hps/abpp/battles/tn015.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Beans Station to Bulls Gap.pdf",9589.14,1367.26,1346.71,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN015","Action",TRUE,NA,FALSE,36.0363,-86.7855
"TN016","Franklin I","Engagement","1863-04-10","1863-04-10","TN","MW","MW63-02","Union Victory",237,0.0833333,TRUE,0,"Army of Kentucky [US]; 1st Cavalry Corps, Army of Tennessee [CS]","237 total (US 100; CS 137)","Union victory","IV.1","D","http://www.nps.gov/hps/abpp/battles/tn016.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Fort Pillow to FranklinII.pdf",14386.1,2605.65,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN016","Engagement",TRUE,NA,FALSE,35.914,-86.864
"TN017","Hoover's Gap","No Data","1863-06-24","1863-06-26","TN","MW","MW63-04","Union Victory",NA,NA,TRUE,0,"XIV Army Corps [US]; Bate's and Johnson's Brigades, Stewart's Division, Hardee's Corps, Army of Tennessee, and J.R. Butler's 1st [3rd] Kentucky Cavalry Regiment [CS]","Unknown","Union victory","III.3","C","http://www.nps.gov/hps/abpp/battles/tn017.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Hartsville to Johnsonville.pdf",25898,3323.32,14213.7,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//TN017","Skirmish",TRUE,NA,FALSE,35.6305,-86.2454
"TN018","Chattanooga II","Bombardment","1863-08-21","1863-08-21","TN","MW","MW63-06","Union Victory",NA,NA,TRUE,0,"Wilder's Brigade [US]; Hill's Corps [CS]","Unknown","Successful Union demonstration","IV.2","D","http://www.nps.gov/hps/abpp/battles/tn018.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Campbells Station to Columbia.pdf",6445.71,1244.07,NA,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN018","Bombardment",TRUE,NA,FALSE,35.0739,-85.3186
"TN019","Blountsville","Engagement","1863-09-22","1863-09-22","TN","MW","MW63-07","Union Victory",192,0.0833333,TRUE,0,"2nd Brigade, 4th Division, XXIII Army Corps, Department of the Ohio [US]; 1st Tennessee Cavalry Regiment and Artillery (approx. 1,200) [CS]","192 total (US 27; CS 165)","Union victory","IV.2","D","http://www.nps.gov/hps/abpp/battles/tn019.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Beans Station to Bulls Gap.pdf",1549.78,459.04,232.57,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN019","Engagement",TRUE,NA,FALSE,36.5333,-82.3264
"TN020","Blue Springs","Action","1863-10-10","1863-10-10","TN","MW","MW63-07","Union Victory",316,0.0833333,TRUE,0,"Department of the Ohio [US]; 1st Tennessee Volunteer Cavalry Regiment, 4th Kentucky Cavalry Regiment, and some home guard troops and artillery [CS]","316 total (US 100; CS 216)","Union victory","IV.1","D","http://www.nps.gov/hps/abpp/battles/tn020.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Beans Station to Bulls Gap.pdf",3715.33,1405.12,1118.17,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN020","Action",TRUE,NA,FALSE,36.1934,-82.9373
"TN021","Wauhatchie","Engagement","1863-10-28","1863-10-29","TN","MW","MW63-08","Union Victory",572,0.0833333,TRUE,0,"XI Army Corps and 2nd Division, XII Army Corps [US]; Hood's Division [CS]","828 total (US 420; CS 408)","Union victory","IV.2","B","http://www.nps.gov/hps/abpp/battles/tn021.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Stones River to Wauhatchie.pdf",11457,2001.37,7129.61,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","A","C","http://aad.archives.gov/aad//TN021","Engagement",TRUE,NA,FALSE,35.002,-85.38
"TN022","Collierville","Action","1863-11-03","1863-11-03","TN","MW","MW63-09","Union Victory",155,0.0833333,TRUE,0,"3rd Cavalry Brigade (850) [US]; cavalry division (2,500) [CS]","155 total (US 60; CS 95)","Union victory","IV.1","D","http://www.nps.gov/hps/abpp/battles/tn022.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Campbells Station to Columbia.pdf",5145.25,325.91,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN022","Action",TRUE,NA,FALSE,35.044,-89.6645
"TN023","Campbell's Station","Engagement","1863-11-16","1863-11-16","TN","MW","MW63-11","Union Victory",970,8.33333,TRUE,0,"Department of the Ohio [US]; Confederate Forces in East Tennessee [CS]","970 total (US 400; CS 570)","Union victory","IV.2","D","http://www.nps.gov/hps/abpp/battles/tn023.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Campbells Station to Columbia.pdf",11258.7,814.55,NA,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","D","","http://aad.archives.gov/aad//TN023","Engagement",TRUE,NA,FALSE,35.8846,-84.1539
"TN024","Chattanooga III","No Data","1863-11-23","1863-11-25","TN","MW","MW63-10","Union Victory",12482,0.0833333,TRUE,0,"Military Division of the Mississippi [US]; Army of Tennessee [CS]","12,485 total (US 5,815; CS 6,670)","Union victory","I.2","A","http://www.nps.gov/hps/abpp/battles/tn024.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Campbells Station to Columbia.pdf",45415.2,19107.3,6740.13,TRUE,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,"","A","","http://aad.archives.gov/aad//TN024","Battle",TRUE,NA,FALSE,35.03,-85.257
"TN025","Fort Sanders","Assault","1863-11-29","1863-11-29","TN","MW","MW63-11","Union Victory",815,0.0833333,TRUE,0,"Department of the Ohio [US]; Confederate Forces in East Tennessee [CS]","880 total (US 100; CS 780)","Union victory","IV.2","B","http://www.nps.gov/hps/abpp/battles/tn025.htm",TRUE,"http://www.nps.gov/hps/abpp/CWSII/Fort Pillow to FranklinII.pdf",6933.28,831.14,NA,TRUE,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,"","","","http://aad.archives.gov/aad//TN025","Assault",TRUE,NA,FALSE,35.9589,-83.9338
