filename,battle,name,state,county,start_date,end_date,description,campaign
cw_009007_moorefieldwe.htm,WV013,Moorefield,West Virginia ,Hardy County,1864-08-07,1864-08-07,"Moorefield, West Virginia (WV013) , Hardy County, August 7, 1864","Early in Maryland, Pennsylvania, and the Shenandoah Valley: July-August 1864"
cw_007101_wauhatchiete.htm,TN021,Wauhatchie,Tennessee ,"Hamilton, Marion, and Dade Counties",1863-10-28,1863-10-29,"Wauhatchie, Tennessee (TN021) , Hamilton, Marion, and Dade Counties, October 28-29, 1863",The Cracker Line: October 1863
cw_003701_sabinepassit.htm,TX001,Sabine Pass I,Texas ,Jefferson County,1862-09-24,1862-09-25,"Sabine Pass I, Texas (TX001) , Jefferson County, September 24-25, 1862",Blockade of the Texas Coast: September 1862-January 1863
cw_002204_fortmaconnor.htm,NC004,Fort Macon,North Carolina ,Carteret County,1862-03-23,1862-04-26,"Fort Macon, North Carolina (NC004) , Carteret County, March 23-April 26, 1862",North Carolina: August 1861; February-December 1862
cw_008708_matadequincr.htm,VA059,Matadequin Creek (Old Church),Virginia ,Hanover County,1864-05-30,1864-05-30,"Matadequin Creek (Old Church), Virginia (VA059) , Hanover County, May 30, 1864",Grant's Overland Campaign: May-June 1864
cw_010603_wilmingtonno.htm,NC016,Wilmington,North Carolina,New Hanover County,1865-02-12,1865-02-22,"Wilmington, North Carolina(NC016) , New Hanover County, February 12-22, 1865",North Carolina: December 1864-February 1865
cw_000904_drywoodcreek.htm,MO005,Dry Wood Creek,Missouri ,Vernon County,1861-09-02,1861-09-02,"Dry Wood Creek, Missouri (MO005) , Vernon County, September 2, 1861",Missouri: June-October 1861
cw_006901_droopmountai.htm,WV012,Droop Mountain,West Virginia ,Pocahontas County,1863-11-06,1863-11-06,"Droop Mountain, West Virginia (WV012) , Pocahontas County, November 6, 1863",Virginia & Tennessee Railroad: November 1863
cw_002807_sevenpinesvi.htm,VA014,Seven Pines,Virginia ,Henrico County,1862-05-31,1862-06-01,"Seven Pines, Virginia (VA014) , Henrico County, May 31-June 1, 1862",Peninsula Campaign: March-August 1862
cw_008710_treviliansta.htm,VA099,Trevilian Station,Virginia ,Louisa County,1864-06-11,1864-06-12,"Trevilian Station, Virginia (VA099) , Louisa County, June 11-12, 1864",Grant's Overland Campaign: May-June 1864
cw_009801_mobilebayala.htm,AL003,Mobile Bay,Alabama ,Mobile and Baldwin Counties,1864-08-02,1864-08-23,"Mobile Bay, Alabama (AL003) , Mobile and Baldwin Counties, August 2-23, 1864",Mobile Bay: August 1864
cw_006601_bayoufourche.htm,AR010,Bayou Fourche (Little Rock),Arkansas ,Pulaski County,1863-09-10,1863-09-10,"Bayou Fourche (Little Rock), Arkansas (AR010) , Pulaski County, September 10, 1863",Arkansas: September-October 1863
cw_004302_arkansaspost.htm,AR006,Arkansas Post,Arkansas ,Arkansas County,1863-01-09,1863-01-11,"Arkansas Post, Arkansas (AR006) , Arkansas County, January 9-11, 1863",Vicksburg Campaign and Siege: December 1862-July 1863
cw_008206_mansuralouis.htm,LA022,Mansura,Louisiana ,Avoyelles Parish,1864-05-16,1864-05-16,"Mansura, Louisiana (LA022) , Avoyelles Parish, May 16, 1864",Red River Campaign: March-May 1864
cw_010903_whiteoakroad.htm,VA087,White Oak Road,Virginia ,Dinwiddie County,1865-03-31,1865-03-31,"White Oak Road, Virginia (VA087) , Dinwiddie County, March 31, 1865",Appomattox Campaign: March-April 1865
cw_001503_chustenahlah.htm,OK003,Chustenahlah,Oklahoma ,Osage County,1861-12-26,1861-12-26,"Chustenahlah, Oklahoma (OK003) , Osage County, December 26, 1861",Indian Territory: November-December 1861
cw_009106_fishershillv.htm,VA120,Fisher's Hill,Virginia ,Shenandoah County,1864-09-21,1864-09-22,"Fisher's Hill, Virginia (VA120) , Shenandoah County, September 21-22, 1864",Sheridan's Shenandoah Valley Campaign: August 1864-March 1865
cw_004304_snydersbluff.htm,MS005,Snyder's Bluff,Mississippi ,Warren County,1863-04-29,1863-05-01,"Snyder's Bluff, Mississippi (MS005) , Warren County, April 29-May 1, 1863",Vicksburg Campaign and Siege: December 1862-July 1863
cw_004201_hartsvillete.htm,TN008,Hartsville,Tennessee ,Trousdale County,1862-12-07,1862-12-07,"Hartsville, Tennessee (TN008) , Trousdale County, December 7, 1862",Stones River Campaign: December 1862-January 1863
cw_002206_tranterscree.htm,NC006,Tranter's Creek,North Carolina ,Pitt County,1862-06-05,1862-06-05,"Tranter's Creek, North Carolina (NC006) , Pitt County, June 5, 1862",North Carolina: August 1861; February-December 1862
cw_009308_peachtreecre.htm,GA016,Peachtree Creek,Georgia ,Fulton County,1864-07-20,1864-07-20,"Peachtree Creek, Georgia (GA016) , Fulton County, July 20, 1864",Atlanta Campaign: May-September 1864
cw_002705_firstwinches.htm,VA104,First Winchester,Virginia ,Frederick County and Winchester,1862-05-25,1862-05-25,"First Winchester, Virginia (VA104) , Frederick County and Winchester, May 25, 1862",Jackson's Shenandoah Valley Campaign: March-June 1862
cw_007301_campbellssta.htm,TN023,Campbell's Station,Tennessee ,Knox County,1863-11-16,1863-11-16,"Campbell's Station, Tennessee (TN023) , Knox County, November 16, 1863",Knoxville Campaign: November-December 1863
cw_009104_berryvillevi.htm,VA118,Berryville,Virginia ,Clarke County,1864-09-03,1864-09-04,"Berryville, Virginia (VA118) , Clarke County, September 3-4, 1864",Sheridan's Shenandoah Valley Campaign: August 1864-March 1865
cw_003702_galvestonite.htm,TX002,Galveston I,Texas ,Galveston County,1862-10-04,1862-10-04,"Galveston I, Texas (TX002) , Galveston County, October 4, 1862",Blockade of the Texas Coast: September 1862-January 1863
cw_010009_minecreekkan.htm,KS003,Mine Creek,Kansas ,Linn County,1864-10-25,1864-10-25,"Mine Creek, Kansas (KS003) , Linn County, October 25, 1864",Price in Missouri and Kansas: September-October 1864
cw_005703_aldievirgini.htm,VA036,Aldie,Virginia ,Loudoun County,1863-06-17,1863-06-17,"Aldie, Virginia (VA036) , Loudoun County, June 17, 1863",Gettysburg Campaign: June-July 1863
cw_003102_murfreesboro.htm,TN006,Murfreesboro I,Tennessee ,Rutherford County,1862-07-13,1862-07-13,"Murfreesboro I, Tennessee (TN006) , Rutherford County, July 13, 1862",Confederate Heartland Offensive: June-October 1862
cw_004703_kocksplantat.htm,LA015,Kock's Plantation,Louisiana ,Ascension Parish,1863-07-12,1863-07-13,"Kock's Plantation, Louisiana (LA015) , Ascension Parish, July 12-13, 1863",Louisiana: June-September 1863
cw_003802_stjohnsbluff.htm,FL003,St. Johns Bluff,Florida ,Duval County,1862-10-01,1862-10-03,"St. Johns Bluff, Florida (FL003) , Duval County, October 1-3, 1862",Florida: June-October 1862
cw_005205_charlestonha.htm,SC009,Charleston Harbor II,South Carolina ,Charleston County,1863-09-05,1863-09-07,"Charleston Harbor II, South Carolina (SC009) , Charleston County, September 5-7, 1863",Charleston: April-September 1863
cw_010006_bigblueriver.htm,MO026,Big Blue River (Byram's Ford),Missouri ,Jackson County,1864-10-22,1864-10-23,"Big Blue River (Byram's Ford), Missouri (MO026) , Jackson County, October 22-23, 1864",Price in Missouri and Kansas: September-October 1864
cw_005303_suffolkivirg.htm,VA030,Suffolk I,Virginia ,Suffolk,1863-04-13,1863-04-15,"Suffolk I, Virginia (VA030) , Suffolk, April 13-15, 1863",Longstreet's Tidewater Campaign: March-April 1863
cw_007801_walkertonvir.htm,VA125,Walkerton,Virginia ,King and Queen County,1864-03-02,1864-03-02,"Walkerton, Virginia (VA125) , King and Queen County, March 2, 1864",Kilpatrick-Dahlgren Raid: February-March 1864
cw_001701_stcharlesark.htm,AR002,St. Charles,Arkansas ,Arkansas County,1862-06-17,1862-06-17,"St. Charles, Arkansas (AR002) , Arkansas County, June 17, 1862",Arkansas: June-July 1862
cw_009703_jerusalempla.htm,VA065,Jerusalem Plank Road,Virginia ,Dinwiddie County and Petersburg,1864-06-21,1864-06-23,"Jerusalem Plank Road, Virginia (VA065) , Dinwiddie County and Petersburg, June 21-23, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_008401_paducahkentu.htm,KY010,Paducah,Kentucky ,McCracken County,1864-03-25,1864-03-25,"Paducah, Kentucky (KY010) , McCracken County, March 25, 1864",Forrest's Raid on Paducah and Fort Pillow: March-April 1864
cw_002905_secondmanass.htm,VA026,Second Manassas,Virginia ,Prince William County,1862-08-28,1862-08-30,"Second Manassas, Virginia (VA026) , Prince William County, August 28-30, 1862",Northern Virginia Campaign: August-September 1862
cw_004301_chickasawbay.htm,MS003,Chickasaw Bayou,Mississippi ,Warren County,1862-12-26,1862-12-29,"Chickasaw Bayou, Mississippi (MS003) , Warren County, December 26-29, 1862",Vicksburg Campaign and Siege: December 1862-July 1863
cw_011102_fortblakelya.htm,AL006,Fort Blakely,Alabama ,Baldwin County,1865-04-02,1865-04-09,"Fort Blakely, Alabama (AL006) , Baldwin County, April 2-9, 1865",Mobile Campaign: March-April 1865
cw_009719_fortstedmanv.htm,VA084,Fort Stedman,Virginia ,Petersburg,1865-03-25,1865-03-25,"Fort Stedman, Virginia (VA084) , Petersburg, March 25, 1865",Richmond-Petersburg Campaign: June 1864-March 1865
cw_000404_carnifexferr.htm,WV006,Carnifex Ferry,West Virginia ,Nicholas County,1861-09-10,1861-09-10,"Carnifex Ferry, West Virginia (WV006) , Nicholas County, September 10, 1861",West Virginia: June-December 1861
cw_009313_lovejoysstat.htm,GA021,Lovejoy's Station,Georgia ,Clayton County,1864-08-20,1864-08-20,"Lovejoy's Station, Georgia (GA021) , Clayton County, August 20, 1864",Atlanta Campaign: May-September 1864
cw_010102_bullsgaptenn.htm,TN033,Bull's Gap,Tennessee ,Hamblen and Greene Counties,1864-11-11,1864-11-14,"Bull's Gap, Tennessee (TN033) , Hamblen and Greene Counties, November 11-14, 1864",Southwest Virginia and East Tennessee: September-December 1864
cw_010101_saltvilleivi.htm,VA076,Saltville I,Virginia ,Smyth County,1864-10-02,1864-10-02,"Saltville I, Virginia (VA076) , Smyth County, October 2, 1864",Southwest Virginia and East Tennessee: September-December 1864
cw_010908_ameliaspring.htm,VA091,Amelia Springs,Virginia ,Amelia County,1865-04-05,1865-04-05,"Amelia Springs, Virginia (VA091) , Amelia County, April 5, 1865",Appomattox Campaign: March-April 1865
cw_005704_middleburgvi.htm,VA037,Middleburg,Virginia ,Loudoun and Fauquier Counties,1863-06-17,1863-06-19,"Middleburg, Virginia (VA037) , Loudoun and Fauquier Counties, June 17-19, 1863",Gettysburg Campaign: June-July 1863
cw_008711_samariachurc.htm,VA112,Samaria Church (Saint Mary's Church),Virginia ,Charles City County,1864-06-24,1864-06-24,"Samaria Church (Saint Mary's Church), Virginia (VA112) , Charles City County, June 24, 1864",Grant's Overland Campaign: May-June 1864
cw_006003_honeysprings.htm,OK007,Honey Springs,Oklahoma ,Muskogee and McIntosh Counties,1863-07-17,1863-07-17,"Honey Springs, Oklahoma (OK007) , Muskogee and McIntosh Counties, July 17, 1863","Arkansas, Idaho, and Oklahoma: January-September 1863; February 1864"
cw_000402_richmountain.htm,WV003,Rich Mountain,West Virginia ,Randolph County,1861-07-11,1861-07-11,"Rich Mountain, West Virginia (WV003) , Randolph County, July 11, 1861",West Virginia: June-December 1861
cw_004307_jacksonmissi.htm,MS008,Jackson,Mississippi ,Hinds County and Jackson,1863-05-14,1863-05-14,"Jackson, Mississippi (MS008) , Hinds County and Jackson, May 14, 1863",Vicksburg Campaign and Siege: December 1862-July 1863
cw_004309_bigblackrive.htm,MS010,Big Black River Bridge,Mississippi ,Hinds and Warren Counties,1863-05-17,1863-05-17,"Big Black River Bridge, Mississippi (MS010) , Hinds and Warren Counties, May 17, 1863",Vicksburg Campaign and Siege: December 1862-July 1863
cw_002809_beaverdamcre.htm,VA016,Beaver Dam Creek (Mechanicsville/ Ellerson's Mill),Virginia ,Hanover County,1862-06-26,1862-06-26,"Beaver Dam Creek (Mechanicsville/ Ellerson's Mill), Virginia (VA016) , Hanover County, June 26, 1862",Peninsula Campaign: March-August 1862
cw_010505_fortmcallist.htm,GA028,Fort McAllister II,Georgia ,Bryan County,1864-12-13,1864-12-13,"Fort McAllister II, Georgia (GA028) , Bryan County, December 13, 1864",Sherman's March to the Sea: November-December 1864
cw_000407_campalleghen.htm,WV008,Camp Allegheny,West Virginia ,Pocahontas County,1861-12-13,1861-12-13,"Camp Allegheny, West Virginia (WV008) , Pocahontas County, December 13, 1861",West Virginia: June-December 1861
cw_000906_libertybluem.htm,MO003,Liberty (Blue Mills Landing),Missouri ,Clay County,1861-09-17,1861-09-17,"Liberty (Blue Mills Landing), Missouri (MO003) , Clay County, September 17, 1861",Missouri: June-October 1861
cw_008802_covemountain.htm,VA109,Cove Mountain,Virginia ,Wythe County,1864-05-10,1864-05-10,"Cove Mountain, Virginia (VA109) , Wythe County, May 10, 1864",Southwest Virginia: May 1864
cw_007402_dandridgeten.htm,TN028,Dandridge,Tennessee ,Jefferson County,1864-01-17,1864-01-17,"Dandridge, Tennessee (TN028) , Jefferson County, January 17, 1864",East Tennessee: December 1863-January 1864
cw_005706_hanoverpenns.htm,PA001,Hanover,Pennsylvania ,York County,1863-06-30,1863-06-30,"Hanover, Pennsylvania (PA001) , York County, June 30, 1863",Gettysburg Campaign: June-July 1863
cw_003403_lonejackmiss.htm,MO015,Lone Jack,Missouri ,Jackson County,1862-08-15,1862-08-16,"Lone Jack, Missouri (MO015) , Jackson County, August 15-16, 1862",Missouri and Oklahoma: August-November 1862
cw_004306_raymondmissi.htm,MS007,Raymond,Mississippi ,Hinds County,1863-05-12,1863-05-12,"Raymond, Mississippi (MS007) , Hinds County, May 12, 1863",Vicksburg Campaign and Siege: December 1862-July 1863
cw_009108_cedarcreekvi.htm,VA122,Cedar Creek,Virginia ,"Frederick, Shenandoah, and Warren Counties",1864-10-19,1864-10-19,"Cedar Creek, Virginia (VA122) , Frederick, Shenandoah, and Warren Counties, October 19, 1864",Sheridan's Shenandoah Valley Campaign: August 1864-March 1865
cw_009310_ezrachurchge.htm,GA018,Ezra Church,Georgia ,Fulton County,1864-07-28,1864-07-28,"Ezra Church, Georgia (GA018) , Fulton County, July 28, 1864",Atlanta Campaign: May-September 1864
cw_000501_hokesrunfall.htm,WV002,Hoke's Run (Falling Waters),West Virginia ,Berkeley County,1861-07-02,1861-07-02,"Hoke's Run (Falling Waters), West Virginia (WV002) , Berkeley County, July 2, 1861",Manassas Campaign: July 1861
cw_002903_manassasstat.htm,VA024,Manassas Station/Junction,Virginia ,Prince William County,1862-08-26,1862-08-27,"Manassas Station/Junction, Virginia (VA024) , Prince William County, August 26-27, 1862",Northern Virginia Campaign: August-September 1862
cw_009001_monocacymary.htm,MD007,Monocacy,Maryland ,Frederick County,1864-07-09,1864-07-09,"Monocacy, Maryland (MD007) , Frederick County, July 9, 1864","Early in Maryland, Pennsylvania, and the Shenandoah Valley: July-August 1864"
cw_001301_barbourville.htm,KY001,Barbourville,Kentucky ,Knox County,1861-09-19,1861-09-19,"Barbourville, Kentucky (KY001) , Knox County, September 19, 1861",Kentucky: September-December 1861
cw_008203_pleasanthill.htm,LA019,Pleasant Hill,Louisiana ,DeSoto and Sabine Parishes,1864-04-09,1864-04-09,"Pleasant Hill, Louisiana (LA019) , DeSoto and Sabine Parishes, April 9, 1864",Red River Campaign: March-May 1864
cw_005702_secondwinche.htm,VA107,Second Winchester,Virginia ,Frederick County and Winchester,1863-06-13,1863-06-15,"Second Winchester, Virginia (VA107) , Frederick County and Winchester, June 13-15, 1863",Gettysburg Campaign: June-July 1863
cw_005903_salinevilleo.htm,OH002,Salineville,Ohio ,Columbiana County,1863-07-26,1863-07-26,"Salineville, Ohio (OH002) , Columbiana County, July 26, 1863",Morgan's Indiana and Ohio Raid: July 1863
cw_009102_summitpointa.htm,WV014,Summit Point and Cameron's Depot,West Virginia ,Jefferson County,1864-08-21,1864-08-21,"Summit Point and Cameron's Depot, West Virginia (WV014) , Jefferson County, August 21, 1864",Sheridan's Shenandoah Valley Campaign: August 1864-March 1865
cw_003402_independence.htm,MO014,Independence I,Missouri ,Jackson County,1862-08-11,1862-08-11,"Independence I, Missouri (MO014) , Jackson County, August 11, 1862",Missouri and Oklahoma: August-November 1862
cw_000302_aquiacreekvi.htm,VA002,Aquia Creek,Virginia ,Stafford County,1861-05-29,1861-06-01,"Aquia Creek, Virginia (VA002) , Stafford County, May 29-June 1, 1861",The Blockade of Chesapeake Bay and the Potomac River: May-June 1861
cw_006401_chattanoogai.htm,TN018,Chattanooga II,Tennessee ,Hamilton County and Chattanooga,1863-08-21,1863-08-21,"Chattanooga II, Tennessee (TN018) , Hamilton County and Chattanooga, August 21, 1863",Chickamauga Campaign: August-September 1863
cw_005304_suffolkiihil.htm,VA031,Suffolk II (Hill's Point),Virginia ,Suffolk,1863-04-19,1863-04-19,"Suffolk II (Hill's Point), Virginia (VA031) , Suffolk, April 19, 1863",Longstreet's Tidewater Campaign: March-April 1863
cw_005708_williamsport.htm,MD004,Williamsport,Maryland ,Washington County,1863-07-06,1863-07-06,"Williamsport, Maryland (MD004) , Washington County, July 6, 1863",Gettysburg Campaign: June-July 1863
cw_007904_daltonigeorg.htm,GA006,Dalton I,Georgia ,Whitfield County and Dalton,1864-02-22,1864-02-27,"Dalton I, Georgia (GA006) , Whitfield County and Dalton, February 22-27, 1864",Deep South: January-February 1864
cw_007502_auburniivirg.htm,VA041,Auburn II,Virginia ,Fauquier County,1863-10-14,1863-10-14,"Auburn II, Virginia (VA041) , Fauquier County, October 14, 1863",Bristoe Campaign: October-November 1863
cw_005503_salemchurchv.htm,VA033,Salem Church,Virginia ,Spotsylvania County,1863-05-03,1863-05-04,"Salem Church, Virginia (VA033) , Spotsylvania County, May 3-4, 1863",Chancellorsville Campaign: April-May 1863
cw_002201_hatterasinle.htm,NC001,Hatteras Inlet Forts,North Carolina ,Dare County,1861-08-28,1861-08-29,"Hatteras Inlet Forts, North Carolina (NC001) , Dare County, August 28-29, 1861",North Carolina: August 1861; February-December 1862
cw_009706_reamsstation.htm,VA068,Reams Station I,Virginia ,Dinwiddie County,1864-06-29,1864-06-29,"Reams Station I, Virginia (VA068) , Dinwiddie County, June 29, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_008605_warebottomch.htm,VA054,Ware Bottom Church and Howlett Line,Virginia ,Chesterfield County,1864-05-20,1864-05-20,"Ware Bottom Church and Howlett Line, Virginia (VA054) , Chesterfield County, May 20, 1864",Bermuda Hundred Campaign: May 1864
cw_002812_savagesstati.htm,VA019,Savage's Station,Virginia ,Henrico County,1862-06-29,1862-06-29,"Savage's Station, Virginia (VA019) , Henrico County, June 29, 1862",Peninsula Campaign: March-August 1862
cw_010601_fortfisherin.htm,NC014,Fort Fisher I,North Carolina,New Hanover County,1864-12-07,1864-12-27,"Fort Fisher I, North Carolina(NC014) , New Hanover County, December 7-27, 1864",North Carolina: December 1864-February 1865
cw_004312_goodrichslan.htm,LA014,Goodrich's Landing,Louisiana ,East Carroll Parish,1863-06-29,1863-06-30,"Goodrich's Landing, Louisiana (LA014) , East Carroll Parish, June 29-30, 1863",Vicksburg Campaign and Siege: December 1862-July 1863
cw_008706_hawsshopvirg.htm,VA058,Haw's Shop,Virginia ,Hanover County,1864-05-28,1864-05-28,"Haw's Shop, Virginia (VA058) , Hanover County, May 28, 1864",Grant's Overland Campaign: May-June 1864
cw_009711_reamsstation.htm,VA073,Reams Station II,Virginia ,Dinwiddie County,1864-08-25,1864-08-25,"Reams Station II, Virginia (VA073) , Dinwiddie County, August 25, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_010201_johnsonville.htm,TN032,Johnsonville,Tennessee ,Benton County,1864-11-03,1864-11-04,"Johnsonville, Tennessee (TN032) , Benton County, November 3-4, 1864",Forrest's Raid into West Tennessee: October-November 1864
cw_007505_rappahannock.htm,VA043,Rappahannock Station,Virginia ,Culpeper and Fauquier Counties,1863-11-07,1863-11-07,"Rappahannock Station, Virginia (VA043) , Culpeper and Fauquier Counties, November 7, 1863",Bristoe Campaign: October-November 1863
cw_004202_stonesrivert.htm,TN010,Stones River,Tennessee ,Rutherford County,1862-12-31,1863-01-02,"Stones River, Tennessee (TN010) , Rutherford County, December 31, 1862-January 2, 1863",Stones River Campaign: December 1862-January 1863
cw_006004_devilsbackbo.htm,AR009,Devil's Backbone,Arkansas ,Sebastian County,1863-09-01,1863-09-01,"Devil's Backbone, Arkansas (AR009) , Sebastian County, September 1, 1863","Arkansas, Idaho, and Oklahoma: January-September 1863; February 1864"
cw_008602_swiftcreekan.htm,VA050,Swift Creek and Fort Clifton,Virginia ,Chesterfield County,1864-05-09,1864-05-09,"Swift Creek and Fort Clifton, Virginia (VA050) , Chesterfield County, May 9, 1864",Bermuda Hundred Campaign: May 1864
cw_009303_adairsvilleg.htm,GA009,Adairsville,Georgia ,Bartow and Gordon Counties,1864-05-17,1864-05-17,"Adairsville, Georgia (GA009) , Bartow and Gordon Counties, May 17, 1864",Atlanta Campaign: May-September 1864
cw_003603_georgialandi.htm,LA005,Georgia Landing,Louisiana ,Lafourche Parish,1862-10-27,1862-10-27,"Georgia Landing, Louisiana (LA005) , Lafourche Parish, October 27, 1862",Louisiana: August-October 1862
cw_008301_elkinsferrya.htm,AR012,Elkin's Ferry,Arkansas ,Clark and Nevada Counties,1864-04-03,1864-04-04,"Elkin's Ferry, Arkansas (AR012) , Clark and Nevada Counties, April 3-4, 1864","Camden, Arkansas, Expedition: April-June 1864"
cw_008205_monettsferry.htm,LA021,Monett's Ferry,Louisiana ,Natchitoches Parish,1864-04-23,1864-04-23,"Monett's Ferry, Louisiana (LA021) , Natchitoches Parish, April 23, 1864",Red River Campaign: March-May 1864
cw_001801_valverdenewm.htm,NM001,Valverde,New Mexico ,Socorro County,1862-02-20,1862-02-21,"Valverde, New Mexico (NM001) , Socorro County, February 20-21, 1862",Sibley's New Mexico Campaign: February-March 1862
cw_001102_roanstanyard.htm,MO011,Roan's Tan Yard,Missouri ,Randolph County,1862-01-08,1862-01-08,"Roan's Tan Yard, Missouri (MO011) , Randolph County, January 8, 1862",Missouri: December 1861-January 1862
cw_001401_middlecreekk.htm,KY005,Middle Creek,Kentucky ,Floyd County,1862-01-10,1862-01-10,"Middle Creek, Kentucky (KY005) , Floyd County, January 10, 1862",Kentucky: January 1862
cw_006102_deadbuffalol.htm,ND002,Dead Buffalo Lake,North Dakota ,Kidder County,1863-07-26,1863-07-26,"Dead Buffalo Lake, North Dakota (ND002) , Kidder County, July 26, 1863",North Dakota: July-September 1863
cw_002802_siegeofyorkt.htm,VA009,Siege of Yorktown,Virginia ,York County and Newport News,1862-04-15,1862-05-04,"Siege of Yorktown, Virginia (VA009) , York County and Newport News, April l5-May 4, 1862",Peninsula Campaign: March-August 1862
cw_003101_chattanoogai.htm,TN005,Chattanooga I,Tennessee ,Hamilton County and Chattanooga,1862-06-07,1862-06-08,"Chattanooga I, Tennessee (TN005) , Hamilton County and Chattanooga, June 7-8, 1862",Confederate Heartland Offensive: June-October 1862
cw_001402_millspringsk.htm,KY006,Mill Springs,Kentucky ,Pulaski and Wayne Counties,1862-01-19,1862-01-19,"Mill Springs, Kentucky (KY006) , Pulaski and Wayne Counties, January 19, 1862",Kentucky: January 1862
cw_010103_marionvirgin.htm,VA081,Marion,Virginia ,Smyth County,1864-12-16,1864-12-18,"Marion, Virginia (VA081) , Smyth County, December 16-18, 1864",Southwest Virginia and East Tennessee: September-December 1864
cw_011201_selmaalabama.htm,AL007,Selma,Alabama ,Dallas County,1865-04-02,1865-04-02,"Selma, Alabama (AL007) , Dallas County, April 2, 1865",Wilson's Raid in Alabama and Georgia: March-May 1865
cw_002806_hanovercourt.htm,VA013,Hanover Court House,Virginia ,Hanover County,1862-05-27,1862-05-27,"Hanover Court House, Virginia (VA013) , Hanover County, May 27, 1862",Peninsula Campaign: March-August 1862
cw_003401_kirksvillemi.htm,MO013,Kirksville,Missouri ,Adair County,1862-08-06,1862-08-09,"Kirksville, Missouri (MO013) , Adair County, August 6-9, 1862",Missouri and Oklahoma: August-November 1862
cw_005709_boonsborofun.htm,MD006,Boonsboro-Funkstown-Falling Waters,Maryland ,Washington County,1863-07-08,1863-07-14,"Boonsboro-Funkstown-Falling Waters, Maryland (MD006) , Washington County, July 8-14, 1863",Gettysburg Campaign: June-July 1863
cw_002207_kinstonnorth.htm,NC007,Kinston,North Carolina ,Lenoir County,1862-12-14,1862-12-14,"Kinston, North Carolina (NC007) , Lenoir County, December 14, 1862",North Carolina: August 1861; February-December 1862
cw_000701_ballsbluffvi.htm,VA006,Ball's Bluff,Virginia ,Loudoun County,1861-10-21,1861-10-21,"Ball's Bluff, Virginia (VA006) , Loudoun County, October 21, 1861",Northern Virginia: October-December 1861
cw_007303_beansstation.htm,TN026,Bean's Station,Tennessee ,Grainger County,1863-12-14,1863-12-14,"Bean's Station, Tennessee (TN026) , Grainger County, December 14, 1863",Knoxville Campaign: November-December 1863
cw_009103_smithfieldcr.htm,WV015,Smithfield Crossing,West Virginia ,Jefferson and Berkeley Counties,1864-08-28,1864-08-29,"Smithfield Crossing, West Virginia (WV015) , Jefferson and Berkeley Counties, August 28-29, 1864",Sheridan's Shenandoah Valley Campaign: August 1864-March 1865
cw_002808_oakgrovevirg.htm,VA015,Oak Grove,Virginia ,Henrico County,1862-06-25,1862-06-25,"Oak Grove, Virginia (VA015) , Henrico County, June 25, 1862",Peninsula Campaign: March-August 1862
cw_007901_athensalabam.htm,AL002,Athens,Alabama ,Limestone County,1864-01-26,1864-01-26,"Athens, Alabama (AL002) , Limestone County, January 26, 1864",Deep South: January-February 1864
cw_004802_siegeofporth.htm,LA010,Siege of Port Hudson,Louisiana ,East Baton Rouge and East Feliciana Parishes,1863-05-22,1863-07-09,"Siege of Port Hudson, Louisiana (LA010) , East Baton Rouge and East Feliciana Parishes, May 22-July 9, 1863",Siege of Port Hudson: May-July 1863
cw_005901_corydonindia.htm,IN001,Corydon,Indiana ,Harrison County,1863-07-09,1863-07-09,"Corydon, Indiana (IN001) , Harrison County, July 9, 1863",Morgan's Indiana and Ohio Raid: July 1863
cw_003601_batonrougelo.htm,LA003,Baton Rouge,Louisiana ,East Baton Rouge Parish,1862-08-05,1862-08-05,"Baton Rouge, Louisiana (LA003) , East Baton Rouge Parish, August 5, 1862",Louisiana: August-October 1862
cw_007902_meridianmiss.htm,MS012,Meridian,Mississippi ,Lauderdale County,1864-02-14,1864-02-20,"Meridian, Mississippi (MS012) , Lauderdale County, February 14-20, 1864",Deep South: January-February 1864
cw_010803_monroescross.htm,NC018,Monroe's Cross Roads,North Carolina ,Hoke County,1865-03-10,1865-03-10,"Monroe's Cross Roads, North Carolina (NC018) , Hoke County, March 10, 1865",Sherman's Carolina Campaign: February-March 1865
cw_002707_portrepublic.htm,VA106,Port Republic,Virginia ,Rockingham County,1862-06-09,1862-06-09,"Port Republic, Virginia (VA106) , Rockingham County, June 9, 1862",Jackson's Shenandoah Valley Campaign: March-June 1862
cw_003001_harpersferry.htm,WV010,Harpers Ferry,West Virginia,Jefferson County,1862-09-12,1862-09-15,"Harpers Ferry, West Virginia(WV010) , Jefferson County, September 12-15, 1862",Maryland Campaign: September 1862
cw_002906_chantillyvir.htm,VA027,Chantilly,Virginia ,Fairfax County,1862-09-01,1862-09-01,"Chantilly, Virginia (VA027) , Fairfax County, September 1, 1862",Northern Virginia Campaign: August-September 1862
cw_010007_westportmiss.htm,MO027,Westport,Missouri ,Jackson County,1864-10-23,1864-10-23,"Westport, Missouri (MO027) , Jackson County, October 23, 1864",Price in Missouri and Kansas: September-October 1864
