cwsac,combatant,forces_text,description,armies,artillery_batteries,artillery_companies,artillery_regiments,artillery_sections,brigades,cavalry_brigades,cavalry_companies,cavalry_corps,cavalry_divisions,cavalry_regiments,companies,corps,divisions,guns,infantry_regiments,regiments,ships,strength,strength_other
NC005,US,"2nd and 4th Brigades, 2nd Division, Department of North Carolina [US]; 3rd Georgia Infantry Regiment, Colonel Ferebee’s North Carolina Militia, McComas’s Battery, and Captain Gillett’s Southhampton Cavalry Company [CS]","2nd and 4th Brigades, 2nd Division, Department of North Carolina",,,,,,2,,,,,,,,,,,,,,
KY007,CS,"1st and 2nd Brigades, Army of Kentucky [US]; Army of Kentucky [CS]",Army of Kentucky,1,,,,,,,,,,,,,,,,,,,
KY007,US,"1st and 2nd Brigades, Army of Kentucky [US]; Army of Kentucky [CS]","1st and 2nd Brigades, Army of Kentucky",,,,,,2,,,,,,,,,,,,,,
LA023,CS,Red River Expeditionary Force [US]; Department of West Louisiana [CS],Department of West Louisiana,,,,,,,,,,,,,,,,,,,,
LA023,US,Red River Expeditionary Force [US]; Department of West Louisiana [CS],Red River Expeditionary Force,,,,,,,,,,,,,,,,,,,,
MO028,CS,"2nd Brigade and 4th Brigade, Provisional Cavalry Division, Department of the Missouri [US]; Shelby’s Division, Army of Missouri [CS]","Shelby’s Division, Army of Missouri",,,,,,,,,,,,,,1,,,,,,
MO028,US,"2nd Brigade and 4th Brigade, Provisional Cavalry Division, Department of the Missouri [US]; Shelby’s Division, Army of Missouri [CS]","2nd Brigade and 4th Brigade, Provisional Cavalry Division, Department of the Missouri",,,,,,,2,,,,,,,,,,,,,
DC001,CS,"The District of Columbia Legion, 400 [US]; Morgan’s Cavalry Division, 1,800 [CS]","Morgan’s Cavalry Division, 1,800",,,,,,,,,,,,,,,,,,,,
DC001,US,"The District of Columbia Legion, 400 [US]; Morgan’s Cavalry Division, 1,800 [CS]","The District of Columbia Legion, 400",,,,,,,,,,,,,,,,,,,,
LA022,CS,Red River Expeditionary Force [US]; Department of West Louisiana [CS],Department of West Louisiana,,,,,,,,,,,,,,,,,,,,
LA022,US,Red River Expeditionary Force [US]; Department of West Louisiana [CS],Red River Expeditionary Force,,,,,,,,,,,,,,,,,,,,
VA037,CS,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
VA037,US,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
SC005,CS,"Elements of the 1st Brigade (100th New York and 7th New Hampshire Infantry) and 2nd Brigade, 2nd Division, X Corps, Department of the South; the USS Catskill, USS Montauk, USS Nahant, and USS Weehawken [US]; Fort Wagner garrison [CS]",Fort Wagner garrison,,,,,,,,,,,,,,,,,,,,
SC005,US,"Elements of the 1st Brigade (100th New York and 7th New Hampshire Infantry) and 2nd Brigade, 2nd Division, X Corps, Department of the South; the USS Catskill, USS Montauk, USS Nahant, and USS Weehawken [US]; Fort Wagner garrison [CS]","Elements of the 1st Brigade (100th New York and 7th New Hampshire Infantry) and 2nd Brigade, 2nd Division, X Corps, Department of the South; the USS Catskill, USS Montauk, USS Nahant, and USS Weehawken",,,,,,2,,,,,,,,,,,,4,,
KY006,CS,"Brig. Gen. Albin Schoepf’s Brigade, 1st Division, Army of the Ohio [US]; 1st and 2nd Brigades, Crittenden’s Division [CS]","1st and 2nd Brigades, Crittenden’s Division",,,,,,2,,,,,,,,,,,,,,
KY006,US,"Brig. Gen. Albin Schoepf’s Brigade, 1st Division, Army of the Ohio [US]; 1st and 2nd Brigades, Crittenden’s Division [CS]","Brig. Gen. Albin Schoepf’s Brigade, 1st Division, Army of the Ohio",,,,,,1,,,,,,,,,,,,,,
VA085,CS,"Corps (17,000 US; 8,000 CS)","8,000",,,,,,,,,,,,,,,,,,,8000,
VA085,US,"Corps (17,000 US; 8,000 CS)","17,000",,,,,,,,,,,,,,,,,,,17000,
TN033,CS,"Governor’s Guard Brigade, State of Tennessee [US]; Department of Western Virginia and East Tennessee (approximately 2,400) [CS]","Department of Western Virginia and East Tennessee (approximately 2,400)",,,,,,,,,,,,,,,,,,,2400,
TN033,US,"Governor’s Guard Brigade, State of Tennessee [US]; Department of Western Virginia and East Tennessee (approximately 2,400) [CS]","Governor’s Guard Brigade, State of Tennessee",,,,,,1,,,,,,,,,,,,,,
MS011,CS,"Army of the Tennessee, Mississippi River Squadron [US]; Army of Vicksburg [CS]",Army of Vicksburg,1,,,,,,,,,,,,,,,,,,,
MS011,US,"Army of the Tennessee, Mississippi River Squadron [US]; Army of Vicksburg [CS]","Army of the Tennessee, Mississippi River Squadron",1,,,,,,,,,,,,,,,,,,,
VA006,CS,"Brigades (2,000 US; 1,600 CS)","1,600",,,,,,,,,,,,,,,,,,,1600,
VA006,US,"Brigades (2,000 US; 1,600 CS)","2,000",,,,,,,,,,,,,,,,,,,2000,
TN029,CS,"Cavalry Division, Cavalry Corps, Army of the Ohio [US]; Cavalry Brigade, Department of East Tennessee [CS]","Cavalry Brigade, Department of East Tennessee",,,,,,,1,,,,,,,,,,,,,
TN029,US,"Cavalry Division, Cavalry Corps, Army of the Ohio [US]; Cavalry Brigade, Department of East Tennessee [CS]","Cavalry Division, Cavalry Corps, Army of the Ohio",,,,,,,,,,1,,,,,,,,,,
AR008,CS,"District of Eastern Arkansas, Timberclad gunboat USS Tyler [US]; District of Arkansas [CS]",District of Arkansas,,,,,,,,,,,,,,,,,,,,
AR008,US,"District of Eastern Arkansas, Timberclad gunboat USS Tyler [US]; District of Arkansas [CS]","District of Eastern Arkansas, Timberclad gunboat USS Tyler",,,,,,,,,,,,,,,,,,1,,
AR015,CS,"43rd Indiana, 36th Iowa, and 77th Ohio Infantry; 1st Indiana, 7th Missouri, and 1st Iowa Cavalry; two sections of the 2nd Missouri Light Artillery [US]; Shelby’s Division and Cabell’s Division [CS]",Shelby’s Division and Cabell’s Division,,,,,,,,,,,,,,2,,,,,,
AR015,US,"43rd Indiana, 36th Iowa, and 77th Ohio Infantry; 1st Indiana, 7th Missouri, and 1st Iowa Cavalry; two sections of the 2nd Missouri Light Artillery [US]; Shelby’s Division and Cabell’s Division [CS]","43rd Indiana, 36th Iowa, and 77th Ohio Infantry; 1st Indiana, 7th Missouri, and 1st Iowa Cavalry; two sections of the 2nd Missouri Light Artillery",,,,,2,,,,,,3,,,,,,2,,,
VA109,CS,"Brigades (2,500 US; 4,000 CS)","4,000",,,,,,,,,,,,,,,,,,,4000,
VA109,US,"Brigades (2,500 US; 4,000 CS)","2,500",,,,,,,,,,,,,,,,,,,2500,
VA095,CS,"Brigades (900 US; 1,200 CS)","1,200",,,,,,,,,,,,,,,,,,,1200,
VA095,US,"Brigades (900 US; 1,200 CS)",900,,,,,,,,,,,,,,,,,,,900,
VA040,CS,"Corps (8,383 US; 17,218 CS)","17,218",,,,,,,,,,,,,,,,,,,17218,
VA040,US,"Corps (8,383 US; 17,218 CS)","8,383",,,,,,,,,,,,,,,,,,,8383,
SC006,CS,"1st Division, X Corps, Department of the South; Stono River Flotilla [US]; 1st Sub-division of the 1st Military District, South Carolina [CS]","1st Sub-division of the 1st Military District, South Carolina",,,,,,,,,,,,,,0.5,,,,,,
SC006,US,"1st Division, X Corps, Department of the South; Stono River Flotilla [US]; 1st Sub-division of the 1st Military District, South Carolina [CS]","1st Division, X Corps, Department of the South; Stono River Flotilla",,,,,,,,,,,,,,1,,,,,,
VA106,CS,"Divisions (3,500 US; 6,000 CS)","6,000",,,,,,,,,,,,,,,,,,,6000,
VA106,US,"Divisions (3,500 US; 6,000 CS)","3,500",,,,,,,,,,,,,,,,,,,3500,
TN037,CS,"Murfreesboro Garrison [US]; Forrest’s Cavalry Division, Bate's Infantry Division, and Sears’s and Palmer’s Infantry Brigades [CS]","Forrest’s Cavalry Division, Bate's Infantry Division, and Sears’s and Palmer’s Infantry Brigades",,,,,,2,,,,1,,,,1,,,,,,
TN037,US,"Murfreesboro Garrison [US]; Forrest’s Cavalry Division, Bate's Infantry Division, and Sears’s and Palmer’s Infantry Brigades [CS]",Murfreesboro Garrison,,,,,,,,,,,,,,,,,,,,
KY002,CS,Camp Wildcat Garrison and Schoepf’s Brigade [US]; Zollicoffer’s Brigade [CS],Zollicoffer’s Brigade,,,,,,1,,,,,,,,,,,,,,
KY002,US,Camp Wildcat Garrison and Schoepf’s Brigade [US]; Zollicoffer’s Brigade [CS],Camp Wildcat Garrison and Schoepf’s Brigade,,,,,,2,,,,,,,,,,,,,,
AR002,CS,"Flotilla of the Mississippi River Squadron (USS Mound City, USS Saint Louis, USS Lexington, USS Conestoga, two transports, and a tug) and the 46th Indiana Infantry [US]; Saint Charles batteries [CS]",Saint Chares batteries,,,,,,,,,,,,,,,,,,,,
AR002,US,"Flotilla of the Mississippi River Squadron (USS Mound City, USS Saint Louis, USS Lexington, USS Conestoga, two transports, and a tug) and the 46th Indiana Infantry [US]; Saint Charles batteries [CS]","Flotilla of the Mississippi River Squadron (USS Mound City, USS Saint Louis, USS Lexington, USS Conestoga, two transports, and a tug) and the 46th Indiana Infantry",,,,,,,,,,,,,,,,,1,7,,
VA001,CS,"Gunboats, 2 [US]; Battery Garrison, unknown [CS]","Battery Garrison, unknown",,,,,,,,,,,,,,,,,,,,
VA001,US,"Gunboats, 2 [US]; Battery Garrison, unknown [CS]","Gunboats, 2",,,,,,,,,,,,,,,,,,1,,
WV007,CS,"1st Brigade, Army of Occupation, Western Virginia [US]; Camp Bartow Garrison [CS]",Camp Bartow Garrison,,,,,,,,,,,,,,,,,,,,
WV007,US,"1st Brigade, Army of Occupation, Western Virginia [US]; Camp Bartow Garrison [CS]","1st Brigade, Army of Occupation, Western Virginia",,,,,,1,,,,,,,,,,,,,,
TN021,CS,"XI Army Corps and 2nd Division, XII Army Corps [US]; Jenkins Division, Longstreet’s Corps [CS]","Jenkins Division, Longstreet’s Corps",,,,,,,,,,,,,,1,,,,,,
TN021,US,"XI Army Corps and 2nd Division, XII Army Corps [US]; Jenkins Division, Longstreet’s Corps [CS]","XI Army Corps and 2nd Division, XII Army Corps",,,,,,,,,,,,,1,1,,,,,,
VA031,CS,"Divisions (45,000 total)",,,,,,,,,,,,,,,,,,,,,
VA031,US,"Divisions (45,000 total)",,,,,,,,,,,,,,,,,,,,,
WV008,CS,Army of the Northwest [US]; Camp Allegheny Garrison [CS],Camp Allegheny Garrison,,,,,,,,,,,,,,,,,,,,
WV008,US,Army of the Northwest [US]; Camp Allegheny Garrison [CS],Army of the Northwest,1,,,,,,,,,,,,,,,,,,,
MO019,CS,"Elements of the 3rd Iowa Cavalry, 21st Iowa Infantry, 99th Illinois Infantry, 3rd Missouri Cavalry, and a section of Battery L, 2nd Missouri Light Artillery [US]; 4th Division, First Corps, TransMississippi Department [CS]","4th Division, First Corps, TransMississippi Department",,,,,,,,,,,,,,1,,,,,,
MO019,US,"Elements of the 3rd Iowa Cavalry, 21st Iowa Infantry, 99th Illinois Infantry, 3rd Missouri Cavalry, and a section of Battery L, 2nd Missouri Light Artillery [US]; 4th Division, First Corps, TransMississippi Department [CS]","Elements of the 3rd Iowa Cavalry, 21st Iowa Infantry, 99th Illinois Infantry, 3rd Missouri Cavalry, and a section of Battery L, 2nd Missouri Light Artillery",,,,,1,,,,,,2,,,,,,2,,,
MD002,CS,"1st, 9th, and 6th Corps Army of the Potomac [US]; Daniel Harvey Hill’s Division and Howell Cobb’s Brigade [CS]",Daniel Harvey Hill’s Division and Howell Cobb’s Brigade,,,,,,1,,,,,,,,1,,,,,,
MD002,US,"1st, 9th, and 6th Corps Army of the Potomac [US]; Daniel Harvey Hill’s Division and Howell Cobb’s Brigade [CS]","1st, 9th, and 6th Corps Army of the Potomac",,,,,,,,,,,,,3,,,,,,,
VA011,CS,"Divisions (4 Gunboats, approximately 11,000 US; approximately 11,000 CS)","approximately 11,000",,,,,,,,,,,,,,,,,,,11000,
VA011,US,"Divisions (4 Gunboats, approximately 11,000 US; approximately 11,000 CS)","4 Gunboats, approximately 11,000",,,,,,,,,,,,,,,,,,4,11000,
MO018,CS,"Southwestern District of Missouri, Springfield Garrison [US]; 4th Division, First Corps, Trans-Mississippi Department [CS]","4th Division, First Corps, Trans-Mississippi Department",,,,,,,,,,,,,,1,,,,,,
MO018,US,"Southwestern District of Missouri, Springfield Garrison [US]; 4th Division, First Corps, Trans-Mississippi Department [CS]","Southwestern District of Missouri, Springfield Garrison",,,,,,,,,,,,,,,,,,,,
TN003,CS,"Army of West Tennessee, Army of the Ohio, USS Tyler and USS Lexington [US]; Army of the Mississippi [CS]",Army of the Mississippi,1,,,,,,,,,,,,,,,,,,,
TN003,US,"Army of West Tennessee, Army of the Ohio, USS Tyler and USS Lexington [US]; Army of the Mississippi [CS]","Army of West Tennessee, Army of the Ohio, USS Tyler and USS Lexington",2,,,,,,,,,,,,,,,,,1,,
MO012,CS,Army of the Mississippi and the Mississippi River Squadron [US]; Garrisons of New Madrid and Island No. 10; Confederate States Navy [CS],Garrisons of New Madrid and Island No. 10; Confederate States Navy,,,,,,,,,,,,,,,,,,,,
MO012,US,Army of the Mississippi and the Mississippi River Squadron [US]; Garrisons of New Madrid and Island No. 10; Confederate States Navy [CS],Army of the Mississippi and the Mississippi River Squadron,1,,,,,,,,,,,,,,,,,,,
TN032,CS,Johnsonville garrison and three gunboats [US]; Forrest’s Cavalry Division [CS],Forrest’s Cavalry Division,,,,,,,,,,3,,,,,,,,,,
TN032,US,Johnsonville garrison and three gunboats [US]; Forrest’s Cavalry Division [CS],Johnsonville garrison and three gunboats,,,,,,,,,,,,,,,,,,3,,
MD004,CS,Army of the Potomac [US]; Army of Northern Virginia [CS],Army of Northern Virginia,1,,,,,,,,,,,,,,,,,,,
MD004,US,Army of the Potomac [US]; Army of Northern Virginia [CS],Army of the Potomac,1,,,,,,,,,,,,,,,,,,,
LA007,CS,"4th Division, XIX Corps, Department of the Gulf, and Naval Forces in Berwick Bay [US]; Army of Western Louisiana [CS]",Army of Western Louisiana,1,,,,,,,,,,,,,,,,,,,
LA007,US,"4th Division, XIX Corps, Department of the Gulf, and Naval Forces in Berwick Bay [US]; Army of Western Louisiana [CS]","4th Division, XIX Corps, Department of the Gulf, and Naval Forces in Berwick Bay",,,,,,,,,,,,,,1,,,,,,
OH001,CS,"Brigade, 3,000 [US]; Brigade, 1,700 [CS]","Brigade, 1,700",,,,,,,,,,,,,,,,,,,1700,
OH001,US,"Brigade, 3,000 [US]; Brigade, 1,700 [CS]","Brigade, 3,000",,,,,,,,,,,,,,,,,,,3000,
VA098,CS,"Brigades (4,500 US; 2,500 CS)","2,500",,,,,,,,,,,,,,,,,,,2500,
VA098,US,"Brigades (4,500 US; 2,500 CS)","4,500",,,,,,,,,,,,,,,,,,,4500,
LA009,CS,"1st Division, XIX Corps, Department of the Gulf [US]; Elements of the Port Hudson Garrison [CS]",Elements of the Port Hudson Garrison,,,,,,,,,,,,,,,,,,,,
LA009,US,"1st Division, XIX Corps, Department of the Gulf [US]; Elements of the Port Hudson Garrison [CS]","1st Division, XIX Corps, Department of the Gulf",,,,,,,,,,,,,,1,,,,,,
MS013,CS,Meridian Mississippi Expedition Cavalry [US]; Forrest’s Cavalry Corps [CS],Forrest’s Cavalry Corps,,,,,,,,,1,,,,,,,,,,,
MS013,US,Meridian Mississippi Expedition Cavalry [US]; Forrest’s Cavalry Corps [CS],Meridian Mississippi Expedition Cavalry,,,,,,,,,,,,,,,,,,,,
MS008,CS,"XV and XVII Army Corps, Army of the Tennessee [US]; Jackson Garrison [CS]",Jackson Garrison,,,,,,,,,,,,,,,,,,,,
MS008,US,"XV and XVII Army Corps, Army of the Tennessee [US]; Jackson Garrison [CS]","XV and XVII Army Corps, Army of the Tennessee",,,,,,,,,,,,,2,,,,,,,
VA063,CS,"Armies (62,000 US; 42,000 CS)","42,000",,,,,,,,,,,,,,,,,,,42000,
VA063,US,"Armies (62,000 US; 42,000 CS)","62,000",,,,,,,,,,,,,,,,,,,62000,
VA120,CS,"Armies (20,000 US; 12,000 CS)","12,000",,,,,,,,,,,,,,,,,,,12000,
VA120,US,"Armies (20,000 US; 12,000 CS)","20,000",,,,,,,,,,,,,,,,,,,20000,
AR014,CS,"1st Kansas Volunteer Infantry (Colored) and the 18th Iowa Infantry; 6th Kansas, 2nd Kansas, and 14th Kansas Cavalry regiments; and two guns of the 2nd Indiana Battery [US]; Marmaduke's Cavalry Division and Maxey's Cavalry Division [CS]",Marmaduke's Cavalry Division and Maxey's Cavalry Division,,,,,,,,,,,,,,2,,,,,,
AR014,US,"1st Kansas Volunteer Infantry (Colored) and the 18th Iowa Infantry; 6th Kansas, 2nd Kansas, and 14th Kansas Cavalry regiments; and two guns of the 2nd Indiana Battery [US]; Marmaduke's Cavalry Division and Maxey's Cavalry Division [CS]","1st Kansas Volunteer Infantry (Colored) and the 18th Iowa Infantry; 6th Kansas, 2nd Kansas, and 14th Kansas Cavalry regiments; and two guns of the 2nd Indiana Battery",,,,,,,,,,,3,,,,2,,2,,,
VA058,CS,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
VA058,US,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
MO021,CS,"Detachment from the 14th Iowa Infantry; Garrison consisting of Battery H, 2nd Missouri Light Artillery and companies from the 47th Missouri Infantry, 50th Missouri Infantry, 1st Missouri State Militia Infantry, 2nd Missouri State Militia Cavalry, and 3rd Missouri State Militia Cavalry [US]; Army of Missouri [CS]",Army of Missouri,1,,,,,,,,,,,,,,,,,,,
MO021,US,"Detachment from the 14th Iowa Infantry; Garrison consisting of Battery H, 2nd Missouri Light Artillery and companies from the 47th Missouri Infantry, 50th Missouri Infantry, 1st Missouri State Militia Infantry, 2nd Missouri State Militia Cavalry, and 3rd Missouri State Militia Cavalry [US]; Army of Missouri [CS]","Detachment from the 14th Iowa Infantry; Garrison consisting of Battery H, 2nd Missouri Light Artillery and companies from the 47th Missouri Infantry, 50th Missouri Infantry, 1st Missouri State Militia Infantry, 2nd Missouri State Militia Cavalry, and 3rd Missouri State Militia Cavalry",,,,,,,,,,,,,,,,,,,,
WV012,CS,"1st Separate Brigade [US]; 1st Brigade, Army of Southwestern Virginia [CS]","1st Brigade, Army of Southwestern Virginia",,,,,,1,,,,,,,,,,,,,,
WV012,US,"1st Separate Brigade [US]; 1st Brigade, Army of Southwestern Virginia [CS]",1st Separate Brigade,,,,,,1,,,,,,,,,,,,,,
NC010,CS,"1st Division, XVIII Corps, and the Naval forces in the Sounds of North Carolina [US]; Hill’s Division [CS]",Hill’s Division,,,,,,,,,,,,,,1,,,,,,
NC010,US,"1st Division, XVIII Corps, and the Naval forces in the Sounds of North Carolina [US]; Hill’s Division [CS]","1st Division, XVIII Corps, and the Naval forces in the Sounds of North Carolina",,,,,,,,,,,,,,1,,,,,,
KY009,CS,Army of the Ohio [US]; Army of the Mississippi [CS],Army of the Mississippi,1,,,,,,,,,,,,,,,,,,,
KY009,US,Army of the Ohio [US]; Army of the Mississippi [CS],Army of the Ohio,1,,,,,,,,,,,,,,,,,,,
GA025,CS,"2nd Brigade, 1st Division, XV Army Corps [US]; Wheeler's Cavalry Corps, Department of South Carolina Georgia and Florida; and the 1st Division Georgia Militia [CS]","Wheeler's Cavalry Corps, Department of South Carolina Georgia and Florida; and the 1st Division Georgia Militia",,,,,,,,,1,,,,,,,,1,,,
GA025,US,"2nd Brigade, 1st Division, XV Army Corps [US]; Wheeler's Cavalry Corps, Department of South Carolina Georgia and Florida; and the 1st Division Georgia Militia [CS]","2nd Brigade, 1st Division, XV Army Corps",,,,,,1,,,,,,,,,,,,,,
NC016,CS,"Department of North Carolina, Army of the Ohio, and the North Atlantic Blockading Squadron [US]; Major General Robert F. Hoke’s Division and Brigadier General Johnson Hagood’s Brigade [CS]",Major General Robert F. Hoke’s Division and Brigadier General Johnson Hagood’s Brigade,,,,,,1,,,,,,,,1,,,,,,
NC016,US,"Department of North Carolina, Army of the Ohio, and the North Atlantic Blockading Squadron [US]; Major General Robert F. Hoke’s Division and Brigadier General Johnson Hagood’s Brigade [CS]","Department of North Carolina, Army of the Ohio, and the North Atlantic Blockading Squadron",,,,,,,,,,,,,,,,,,,,
VA086,CS,"Corps (45,247 US; 20,030 CS)","20,030",,,,,,,,,,,,,,,,,,,20030,
VA086,US,"Corps (45,247 US; 20,030 CS)","45,247",,,,,,,,,,,,,,,,,,,45247,
VA100,CS,"Gunboats, 2 [US]; Battery Garrison, approximately 50 [CS]","Battery Garrison, approximately 50",,,,,,,,,,,,,,,,,,,50,
VA100,US,"Gunboats, 2 [US]; Battery Garrison, approximately 50 [CS]","Gunboats, 2",,,,,,,,,,,,,,,,,,2,,
VA048,CS,"Armies (100,000 US; 52,000 CS)","52,000",,,,,,,,,,,,,,,,,,,52000,
VA048,US,"Armies (100,000 US; 52,000 CS)","100,000",,,,,,,,,,,,,,,,,,,100000,
VA070,CS,"IX Corps, approximately 8,500 [US]; Maj. General William Mahone’s Division, approximately 6,100 [CS]","Maj. General William Mahone’s Division, approximately 6,100",,,,,,,,,,,,,,,,,,,6100,
VA070,US,"IX Corps, approximately 8,500 [US]; Maj. General William Mahone’s Division, approximately 6,100 [CS]","IX Corps, approximately 8,500",,,,,,,,,,,,,,,,,,,8500,
AR006,CS,Army of the Mississippi and a flotilla of the Mississippi River Squadron [US]; Fort Hindman garrison [CS],Fort Hindman garrison,,,,,,,,,,,,,,,,,,,,
AR006,US,Army of the Mississippi and a flotilla of the Mississippi River Squadron [US]; Fort Hindman garrison [CS],Army of the Mississippi and a flotilla of the Mississippi River Squadron,1,,,,,,,,,,,,,,,,,,,
PA002,CS,Army of the Potomac [US]; Army of Northern Virginia [CS],Army of Northern Virginia,1,,,,,,,,,,,,,,,,,,,
PA002,US,Army of the Potomac [US]; Army of Northern Virginia [CS],Army of the Potomac,1,,,,,,,,,,,,,,,,,,,
MO011,CS,"Four companies of the 1st and three companies of the 2nd Missouri Cavalry, one company of the 4th Ohio Cavalry, and the 1st Battalion of the 1st Iowa Cavalry [US]; 5th Regiment of the Missouri State Guard [CS]",5th Regiment of the Missouri State Guard,,,,,,,,,,,,,,,,,1,,,
MO011,US,"Four companies of the 1st and three companies of the 2nd Missouri Cavalry, one company of the 4th Ohio Cavalry, and the 1st Battalion of the 1st Iowa Cavalry [US]; 5th Regiment of the Missouri State Guard [CS]","Four companies of the 1st and three companies of the 2nd Missouri Cavalry, one company of the 4th Ohio Cavalry, and the 1st Battalion of the 1st Iowa Cavalry",,,,,,,,8,,,0.5,,,,,,,,,
TX001,CS,Flotilla of the Western Gulf Blockading Squadron [US]; Garrison at Sabine Pass [CS],Garrison at Sabine Pass,,,,,,,,,,,,,,,,,,,,
TX001,US,Flotilla of the Western Gulf Blockading Squadron [US]; Garrison at Sabine Pass [CS],Flotilla of the Western Gulf Blockading Squadron,,,,,,,,,,,,,,,,,,,,
FL003,CS,"Saint John's River Expedition, Saint John's River Flotilla, South Atlantic Blockading Squadron [US]; Saint John's Bluff Garrison [CS]",Saint John's Bluff Garrison,,,,,,,,,,,,,,,,,,,,
FL003,US,"Saint John's River Expedition, Saint John's River Flotilla, South Atlantic Blockading Squadron [US]; Saint John's Bluff Garrison [CS]","Saint John's River Expedition, Saint John's River Flotilla, South Atlantic Blockading Squadron",,,,,,,,,,,,,,,,,,,,
VA035,CS,"Corps (11,000 US; 9,500 CS)","9,500",,,,,,,,,,,,,,,,,,,9500,
VA035,US,"Corps (11,000 US; 9,500 CS)","11,000",,,,,,,,,,,,,,,,,,,11000,
LA014,CS,"Brigade of 1st Arkansas Volunteers (African Descent) and 10th Louisiana Volunteers (African Descent), and the Mississippi Marine Brigade [US]; 12th and 19th Texas Cavalry Regiments, 15th Louisiana Cavalry Battalion, Cameron’s Louisiana Battery, and Ralston’s Mississippi Battery [CS]","12th and 19th Texas Cavalry Regiments, 15th Louisiana Cavalry Battalion, Cameron’s Louisiana Battery, and Ralston’s Mississippi Battery",,2,,,,,,,,,2.5,,,,,,,,,
LA014,US,"Brigade of 1st Arkansas Volunteers (African Descent) and 10th Louisiana Volunteers (African Descent), and the Mississippi Marine Brigade [US]; 12th and 19th Texas Cavalry Regiments, 15th Louisiana Cavalry Battalion, Cameron’s Louisiana Battery, and Ralston’s Mississippi Battery [CS]","Brigade of 1st Arkansas Volunteers (African Descent) and 10th Louisiana Volunteers (African Descent), and the Mississippi Marine Brigade",,,,,,2,,,,,,,,,,,,,,
LA019,CS,Red River Expeditionary Force [US]; Department of West Louisiana [CS],Department of West Louisiana,,,,,,,,,,,,,,,,,,,,
LA019,US,Red River Expeditionary Force [US]; Department of West Louisiana [CS],Red River Expeditionary Force,,,,,,,,,,,,,,,,,,,,
VA024,CS,Brigades,,,,,,,1,,,,,,,,,,,,,,
VA024,US,Brigades,,,,,,,1,,,,,,,,,,,,,,
KY003,CS,"Detachments from 12 Ohio and Kentucky units [US]; 9 infantry companies, 2 cavalry companies [CS]","9 infantry companies, 2 cavalry companies",,,,,,,,2,,,,9,,,,,,,,
KY003,US,"Detachments from 12 Ohio and Kentucky units [US]; 9 infantry companies, 2 cavalry companies [CS]",Detachments from 12 Ohio and Kentucky units,,,,,,,,,,,,,,,,,,,,
GA027,CS,"3rd Cavalry Division, Military Division of Mississippi [US]; Wheeler's Cavalry Corps, Army of Tennessee [CS]","Wheeler's Cavalry Corps, Army of Tennessee",,,,,,,,,1,,,,,,,,,,,
GA027,US,"3rd Cavalry Division, Military Division of Mississippi [US]; Wheeler's Cavalry Corps, Army of Tennessee [CS]","3rd Cavalry Division, Military Division of Mississippi",,,,,,,,,,,,,,1,,,,,,
VA042,CS,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
VA042,US,Divisions (unknown US; unknown CS),unknown,,,,,,,,,,,,,,1,,,,,,
VA074,CS,"Corps (29,800 US; 12,000 CS)","12,000",,,,,,,,,,,,,,,,,,,12000,
VA074,US,"Corps (29,800 US; 12,000 CS)","29,800",,,,,,,,,,,,,,,,,,,29800,
VA116,CS,"Divisions 9,500 [US]; Corp, 14,000 [CS]","Corp, 14,000",,,,,,,,,,,,,,,,,,,14000,
VA116,US,"Divisions 9,500 [US]; Corp, 14,000 [CS]","Divisions 9,500",,,,,,,,,,,,,,,,,,,9500,
TN022,CS,"3rd Cavalry Brigade (850) [US]; Cavalry Division (2,500) [CS]","Cavalry Division (2,500)",,,,,,,,,,,,,,,,,,,2500,
TN022,US,"3rd Cavalry Brigade (850) [US]; Cavalry Division (2,500) [CS]",3rd Cavalry Brigade (850),,,,,,,,,,,,,,,,,,,850,
NC008,CS,"Five companies of the 3rd New York Cavalry, a section of artillery from the 23rd New York Independent Battery, Colonel Thomas J. C. Amory’s Brigade, and Thomas G. Stevenson’s Brigade [US]; Robertson’s Brigade [CS]",Robertson’s Brigade,,,,,,1,,,,,,,,,,,,,,
NC008,US,"Five companies of the 3rd New York Cavalry, a section of artillery from the 23rd New York Independent Battery, Colonel Thomas J. C. Amory’s Brigade, and Thomas G. Stevenson’s Brigade [US]; Robertson’s Brigade [CS]","Five companies of the 3rd New York Cavalry, a section of artillery from the 23rd New York Independent Battery, Colonel Thomas J. C. Amory’s Brigade, and Thomas G. Stevenson’s Brigade",,,,,1,2,,5,,,,,,,,,,,,
AR001,CS,Army of the Southwest [US]; Army of the West [CS],Army of the West,1,,,,,,,,,,,,,,,,,,,
AR001,US,Army of the Southwest [US]; Army of the West [CS],Army of the Southwest,1,,,,,,,,,,,,,,,,,,,
VA052,CS,"Divisions (12,000 US; 5,000 CS)","5,000",,,,,,,,,,,,,,,,,,,5000,
VA052,US,"Divisions (12,000 US; 5,000 CS)","12,000",,,,,,,,,,,,,,,,,,,12000,
