battle_id,event_type,state,battle_name,start_date,end_date,text,casualties,killed,wounded,killed_wounded,missing_captured,comment
5374,Affair,SC,"June 21: Affair, Dixon's Island",1863-06-21,1863-06-21,Confederate Reports.,NA,NA,NA,NA,NA,NA
5375,Expedition,SC,July 9-16: Expedition to James Island,1863-07-09,1863-07-16,"CONNECTICUT--1st Battery Light Arty; 10th Infantry. MASSACHUSETTS--1st Cavalry (Detachment); 24th and 54th (Colored) Infantry. NEW HAMPSHIRE--4th Infantry. NEW YORK--56th Infantry. PENNSYLVANIA--52d, 97th and 104th Infantry. SOUTH CAROLINA--2d Colored Infantry.",NA,NA,NA,NA,NA,NA
5376,Assault,SC,July 10: Assault on and capture of Batteries on South End of Morris Island,1863-07-10,1863-07-10,"CONNECTICUT--6th and 7th (Cos. ""A,"" ""B,"" ""I,"" ""K"") Infantry. MAINE--9th Infantry. NEW HAMPSHIRE--3d and 7th Infantry. NEW YORK--1st Engineers; Batteries ""B"" and ""F,"" 3d Light Arty.; 48th and 100th Infantry. OHIO--62d and 67th Infantry. PENNSYLVANIA--76th Infantry. RHODE ISLAND--3d Heavy Arty.",NA,NA,NA,NA,NA,NA
5377,Engagement,SC,"July 10: Engagement, Willstown Bluff, Pon Pon River",1863-07-10,1863-07-10,CONNECTICUT--1st Battery Light Arty. (Section). SOUTH CAROLINA--1st Colored Infantry.,NA,NA,NA,NA,NA,NA
5378,Siege,SC,"July 10-Sept. 7: Siege operations on Morris Island against Forts Wagner, Gregg and Sumpter, and against Charleston",1863-07-10,1863-09-07,"CONNECTICUT--7th, 10th and 17th Infantry. MAINE--9th and 11th Infantry. MASSACHUSETTS--1st Cavalry (Co. ""I""); 24th, 40th and 54th (Colored) Infantry. NEW HAMPSHIRE--3d, 4th and 7th Infantry. NEW YORK--Batteries ""B"" and ""F,"" 3d Light Arty.; 1st Engineers; 3d (from Aug. 9), 47th, 48th, 100th, 103d (from Aug. 14), 117th (from Aug. 5), 144th, 157th and 169th (from Aug. 14) Infantry; ""Enfans Perdu"" Infantry. OHIO--62d, 67th and 75th Infantry. PENNSYLVANIA--52d, 85th, 97th and 104th Infantry. RHODE ISLAND--3d Heavy Arty. (Cos. ""B,"" ""C,"" ""D,"" ""H,"" ""I,"" ""M""). ILLINOIS--39th Infantry. UNITED STATES--Batteries ""B"" and ""C,"" 1st Arty.; Battery ""E,"" 3d Arty.; 3d Colored Infantry. Union loss, 71 killed, 278 wounded, 9 missing. Total, 358.",358,71,278,349,9,NA
5379,Assault,SC,July 11: Assault on Fort Wagner,1863-07-11,1863-07-11,"CONNECTICUT--7th Infantry (Cos. ""A,"" ""B,"" ""I,"" ""K""). MAINE--9th Infantry. NEW HAMPSHIRE--3d and 7th Infantry. PENNSYLVANIA--76th Infantry. Union loss, 49 killed, 123 wounded, 167 missing. Total, 339.",339,49,123,172,167,NA
5380,Bombardment,SC,July 14: Bombardment Forts Wagner and Gregg,1863-07-14,1863-07-14,RHODE ISLAND--3d Heavy Arty.,NA,NA,NA,NA,NA,NA
5381,Action,SC,"July 16: Action, Grimball's Landing or Secessionville, James Island",1863-07-16,1863-07-16,"CONNECTICUT--1st Battery Light Arty.; 10th Infantry. MASSACHUSETTS--1st Cavalry (Detachment); 24th and 54th (Colored) Infantry. NEW HAMPSHIRE--4th Infantry. NEW YORK--56th Infantry. PENNSYLVANIA--52d, 97th and 104th Infantry. SOUTH CAROLINA--2d Colored Infantry. Union loss, 14 killed, 20 wounded, 12 missing. Total, 46.",46,14,20,34,12,NA
5382,Assault,SC,July 18: Assault on Fort Wagner,1863-07-18,1863-07-18,"CONNECTICUT--6th and 7th Infantry. MASSACHUSETTS--54th (Colored) Infantry. MAINE--9th Infantry. NEW HAMPSHIRE--3d and 7th Infantry. NEW YORK--48th and 100th Infantry. OHIO--62d and 67th Infantry. PENNSYLVANIA--76th Infantry. RHODE ISLAND--Battery ""C,"" 3d Heavy Arty. UNITED STATES--Battery ""E,"" 3d Arty. Union loss, 246 killed, 880 wounded, 389 missing. Total, 1515.",1515,246,880,1126,389,NA
5383,Action,SC,"July 19: Action, Morris Island",1863-07-19,1863-07-19,CONNECTICUT--10th Infantry.,NA,NA,NA,NA,NA,NA
5384,Action,SC,"July 25: Action, Morris Island",1863-07-25,1863-07-25,RHODE ISLAND--3d Heavy Arty.,NA,NA,NA,NA,NA,NA
5385,Affair,SC,"Aug. 4: Affair, Vincent's Creek",1863-08-04,1863-08-04,NEW YORK--100th Infantry (Detachment).,NA,NA,NA,NA,NA,NA
5386,Action,SC,"Aug. 26: Action, Forts Wagner and Gregg",1863-08-26,1863-08-26,"MASSACHUSETTS--24th Infantry. UNITED STATES--3d Colored Infantry. Union loss, 10 killed, 17 wounded, Total, 27.",27,10,17,27,0,NA
5387,Action,SC,"Sept. 1: Action, Morris Island",1863-09-01,1863-09-01,"NEW YORK--""Enfans Perdu"" Infantry.",NA,NA,NA,NA,NA,NA
5388,Occupation,SC,"Sept. 7: Occupation of Forts Wagner and Gregg, Morris Island",1863-09-07,1863-09-07,CONNECTICUT--17th Infantry. MASSACHUSETTS--40th and 54th (Colored) Infantry. ILLINOIS--39th Infantry. NEW HAMPSHIRE--4th and 7th Infantry. NEW YORK--117th and 169th Infantry. OHIO--75th Infantry. RHODE ISLAND--3d Heavy Arty.,NA,NA,NA,NA,NA,NA
5389,Attack,SC,Sept. 8: Night attack on Fort Sumpter,1863-09-08,1863-09-08,"413 U. S. Marines and Sailors. Union loss, 3 killed, 114 missing. Total, 117.",117,3,0,3,114,NA
5390,Action,SC,Sept. 23: Action at Fort Gregg,1863-09-23,1863-09-23,"NEW YORK--""Enfans Perdu"" Infantry.",NA,NA,NA,NA,NA,NA
5391,Action,SC,"Oct. 21: Action, Fort Gregg",1863-10-21,1863-10-21,"NEW YORK--""Enfans Perdu"" Infantry.",NA,NA,NA,NA,NA,NA
5392,Demonstration,SC,Nov. 15: Demonstration on James Island,1863-11-15,1863-11-15,U. S. Navy.,NA,NA,NA,NA,NA,NA
5393,Skirmish,SC,Nov. 24: Skirmish near Cunningham's Bluff,1863-11-24,1863-11-24,"SOUTH CAROLINA--1st Colored Infantry (Cos. ""E,"" ""K""). Union loss, 2 killed, 7 wounded. Total, 9.",9,2,7,9,0,NA
5394,Action,SC,"Dec. 25: Action, Legaresville",1863-12-25,1863-12-25,"U. S. Gunboat ""Marblehead.""",NA,NA,NA,NA,NA,NA
5395,Affair,SC,"Dec. 28: Affair, John's Island",1863-12-28,1863-12-28,Confederate Reports.,NA,NA,NA,NA,NA,NA
5396,Expedition,SC,Feb. 5-22: Expedition from Hilton Head to Florida,1864-02-05,1864-02-22,"CONNECTICUT--7th Infantry. MASSACHUSETTS--4th Cavalry; 40th, 54th (Colored) and 55th (Colored) Infantry. NEW HAMPSHIRE--7th Infantry. NEW YORK--47th, 48th, 112th, 115th and 169th Infantry. RHODE ISLAND--Battery ""C,"" 3d Heavy Arty. UNITED STATES--Batteries ""B"" and ""M,"" 1st Arty.; Battery ""C,"" 3d Arty.; 3d, 8th, 34th and 35th Colored Infantry.",NA,NA,NA,NA,NA,NA
5397,Expedition,SC,Feb. 6-14: Expedition to John's and James Islands,1864-02-06,1864-02-14,"CONNECTICUT--17th Infantry. NEW YORK--41st, 54th, 112th, 142d, 157th and 169th Infantry. OHIO--75th and 107th Infantry. UNITED STATES--Battery ""F,"" 3d Arty.",NA,NA,NA,NA,NA,NA
5398,Skirmish,SC,"Feb. 9-11: Skirmishes, Bugbee's Bridge",1864-02-09,1864-02-11,NEW YORK--41st and 142d Infantry.,NA,NA,NA,NA,NA,NA
5399,Affair,SC,"March 25: Affair, McClellansville",1864-03-25,1864-03-25,Confederate Reports.,NA,NA,NA,NA,NA,NA
5400,Demonstration,SC,April 8: Demonstration on James Island,1864-04-08,1864-04-08,U. S. Navy.,NA,NA,NA,NA,NA,NA
5401,Reconnaissance,SC,May 11: Reconn. to Dafuskie Island,1864-05-11,1864-05-11,PENNSYLVANIA--52d and 104th Infantry.,NA,NA,NA,NA,NA,NA
5402,Affair,SC,May 13: Affair on James Island,1864-05-13,1864-05-13,NEW YORK--103d Infantry.,NA,NA,NA,NA,NA,NA
5403,Skirmish,SC,"May 16: Skirmish, Ashepoo River",1864-05-16,1864-05-16,"UNITED STATES--34th Colored Infantry. Union loss, 13.",NA,NA,NA,NA,NA,NA
5404,Demonstration,SC,"May 21-23: Demonstration, James Island",1864-05-21,1864-05-23,MASSACHUSETTS--55th (Colored) Infantry. NEW YORK--41st and 103d Infantry. PENNSYLVANIA--74th Infantry.,NA,NA,NA,NA,NA,NA
5405,Affair,SC,"May 26: Affair, Chapman's Fort, Ashepoo River",1864-05-26,1864-05-26,"UNITED STATES--9th and 34th Colored Infantry. Destruction of U. S. Transport ""Boston.""",NA,NA,NA,NA,NA,NA
5406,Expedition,SC,June 30-July 10: Expedition from Beaufort to James Island,1864-06-30,1864-07-10,"MASSACHUSETTS--54th (Colored) and 55th (Colored) Infantry. NEW YORK--56th and 103d Infantry. PENNSYLVANIA--74th Infantry. UNITED STATES--9th, 21st and 33d Colored Infantry.",NA,NA,NA,NA,NA,NA
5407,Expedition,SC,July 2-10: Expedition to John's Island,1864-07-02,1864-07-10,"MASSACHUSETTS--4th Cavalry (2 Cos.). NEW YORK--Batteries ""B,"" and ""F,"" 3d Light Arty.; 56th, 144th and 157th Infantry. PENNSYLVANIA--104th Infantry. UNITED STATES--7th, 26th, 34th and 35th Colored Infantry.",NA,NA,NA,NA,NA,NA
5408,Skirmish,SC,"July 2: Skirmishes, James Island and near Secessionville",1864-07-02,1864-07-02,MASACHUSETTS--55th (Colored) Infantry. NEW YORK--103d Infantry. PENNSYLVANIA--74th Infantry. UNITED STATES--33d Colored Infantry.,NA,NA,NA,NA,NA,NA
5409,Assault,SC,"July 3: Assaults on Fort Johnson and Battery Simpkins, James Island",1864-07-03,1864-07-03,"NEW YORK--127th Infantry. PENNSYLVANIA--52d Infantry. RHODE ISLAND--3d Heavy Arty. (Detachment). Union loss, 7 killed, 18 wounded, 135 missing. Total, 160.",160,7,18,25,135,NA
5410,Skirmish,SC,"July 3: Skirmish, King's Creek",1864-07-03,1864-07-03,"NEW YORK--1st Engineers (1 Co.). OHIO--75th Infantry (Detachment). UNITED STATES--7th, 34th and 35th Colored Infantry.",NA,NA,NA,NA,NA,NA
5411,Skirmish,SC,"July 3: Skirmish, White Point",1864-07-03,1864-07-03,"OHIO--75th Infantry (Detachment). UNITED STATES--7th, 34th and 35th Colored Infantry. Loss, 6 wounded.",NA,NA,6,NA,NA,NA
5412,Engagement,SC,"July 4: Engagement, James Island",1864-07-04,1864-07-04,NEW YORK--56th Infantry.,NA,NA,NA,NA,NA,NA
5413,Occupation,SC,July 4-9: Operations against Battery Pringle,1864-07-04,1864-07-09,"MASSACHUSETTS--4th Cavalry (2 Cos.). NEW YORK--Batteries ""B"" and ""F,"" 3d Light Arty.; 144th and 157th Infantry. PENNSYLVANIA--104th Infantry. UNITED STATES--26th and 102d Colored Infantry.",NA,NA,NA,NA,NA,NA
5414,Skirmish,SC,"July 5: Skirmish, John's Island",1864-07-05,1864-07-05,UNITED STATES--26th Colored Infantry.,NA,NA,NA,NA,NA,NA
5415,Skirmish,SC,"July 5: Skirmish, James Island",1864-07-05,1864-07-05,UNITED STATES--7th Colored Infantry.,NA,NA,NA,NA,NA,NA
5416,Engagement,SC,"July 6: Engagement, James Island",1864-07-06,1864-07-06,NEW YORK--56th and 103d Infantry.,NA,NA,NA,NA,NA,NA
5417,Engagement,SC,"July 7: Engagement, John's Island",1864-07-07,1864-07-07,"NEW YORK--Battery ""B,"" 3d Light Arty. UNITED STATES--26th Colored Infantry. Union loss, 11 killed, 71 wounded, 12 missing. Total, 99.",99,11,71,82,12,NA
5418,Skirmish,SC,"July 7: Skirmish, James Island",1864-07-07,1864-07-07,UNITED STATES--7th Colored Infantry.,NA,NA,NA,NA,NA,NA
5419,Action,SC,"July 9: Action, Burden's Causeway, John's Island",1864-07-09,1864-07-09,"NEW YORK--Battery ""F,"" 3d Light Arty.; 56th, 144th and 157th Infantry. PENNSYLVANIA--104th Infantry. UNITED STATES--7th, 26th, 34th and 35th Colored Infantry.",NA,NA,NA,NA,NA,NA
5420,Attack,SC,July 10: Attack on Fort Johnson and Battery Simpkins,1864-07-10,1864-07-10,U. S. Navy.,NA,NA,NA,NA,NA,NA
5421,Skirmish,SC,"July 16: Skirmish, James Island",1864-07-16,1864-07-16,"NEW YORK--Battery ""B,"" 3d Light Arty.",NA,NA,NA,NA,NA,NA
5422,Burning,SC,July 20: Burning of Legaresville,1864-07-20,1864-07-20,By Confederates.,NA,NA,NA,NA,NA,NA
5423,Skirmish,SC,"Nov. 29: Skirmish, Boyd's Landing",1864-11-29,1864-11-29,MASSACHUSETTS--54th (Colored) Infantry and Naval Brigade.,NA,NA,NA,NA,NA,NA
5424,Engagement,SC,"Nov. 30: Engagement, Honey Hill, Broad River, Grahamsville",1864-11-30,1864-11-30,"MASSACHUSETTS--4th Cavalry (Battalion); 54th (Colored) and 55th (Colored) Infantry. NEW YORK--Batteries ""B"" and ""F,"" 3d Light Arty.; 56th, 127th, 144th and 157th Infantry. OHIO--25th Infantry. UNITED STATES--26th, 32d, 35th and 102d Colored Infantry; Naval Brigade. Union loss, 91 killed, 631 wounded, 26 missing. Total, 748.",748,91,631,722,26,NA
5425,Skirmish,SC,"Dec. 3: Skirmish, Partridge Hill",1864-12-03,1864-12-03,NEW YORK--157th Infantry.,NA,NA,NA,NA,NA,NA
5426,Skirmish,SC,"Dec. 4: Skirmish, Church Bridge, near Gardner's Corners",1864-12-04,1864-12-04,OHIO--25th Infantry.,NA,NA,NA,NA,NA,NA
5427,Skirmish,SC,"Dec. 5: Skirmish, Gregory's Farm",1864-12-05,1864-12-05,UNITED STATES--26th Colored Infantry.,NA,NA,NA,NA,NA,NA
5428,Demonstration,SC,Dec. 6-9: Demonstration on Charleston and Savannah R. R.,1864-12-06,1864-12-09,"MASSACHUSETTS--4th Cavalry (Detachment); 54th (Colored) and 55th (Colored) Infantry. NEW YORK--Battery ""F,"" 3d Light Arty.; 56th, 127th, 144th and 157th Infantry. OHIO--25th Infantry. RHODE ISLAND--3d Heavy Arty. UNITED STATES--26th, 32d, 33d, 34th and 102d Colored Infantry; Naval Brigade. Union loss, 5 killed, 22 wounded. Total, 27.",27,5,22,27,0,NA
5429,Action,SC,"Dec. 6: Action, Deveaux's Neck, Tullifinney River",1864-12-06,1864-12-06,"MASSACHUSETTS--54th (Colored) and 55th (Colored) Infantry. NEW YORK--Battery ""F,"" 3d Light Arty.; 56th, 127th, 144th and 157th Infantry. OHIO--25th Infantry. RHODE ISLAND--3d Heavy Arty. (Co. ""A""). UNITED STATES--26th, 32d, 33d, 34th and 102d Colored Infantry; Naval Brigade. Union loss, 9 killed, 69 wounded, 3 captured and missing. Total, 81.",81,9,69,78,3,NA
5430,Skirmish,SC,"Dec. 9: Skirmish, Honey Hill",1864-12-09,1864-12-09,NEW YORK--157th Infantry.,NA,NA,NA,NA,NA,NA
5431,Engagement,SC,"Dec. 9: Engagement, Tullifinney Station",1864-12-09,1864-12-09,NEW YORK--127th and 157th Infantry. UNITED STATES--26th Colored Infantry.,NA,NA,NA,NA,NA,NA
5432,Skirmish,SC,"Dec. 9: Skirmish, Coosawhatchie",1864-12-09,1864-12-09,NEW YORK--56th Infantry.,NA,NA,NA,NA,NA,NA
5433,Skirmish,SC,Dec. 20: Skirmish near Pocotaligo Road,1864-12-20,1864-12-20,"UNITED STATES--33d Colored Infantry. Union loss, 1 killed, 6 wounded. Total, 7.",7,1,6,7,0,NA
5434,Skirmish,SC,"Dec. 22: Skirmish, McKay's Point",1864-12-22,1864-12-22,UNITED STATES--26th Colored Infantry.,NA,NA,NA,NA,NA,NA
5435,Skirmish,SC,"Dec. 27: Skirmish, Deveaux's Neck",1864-12-27,1864-12-27,RHODE ISLAND--3d Heavy Arty.,NA,NA,NA,NA,NA,NA
5436,Skirmish,SC,"Dec. 29: Skirmish, Pocotaligo Bridge",1864-12-29,1864-12-29,OHIO--107th Infantry.,NA,NA,NA,NA,NA,NA
5437,Skirmish,SC,Jan. 3: Skirmish near Hardeesville,1865-01-03,1865-01-03,ILLINOIS--105th and 129th Infantry.,NA,NA,NA,NA,NA,NA
5438,Skirmish,SC,"Jan. 14: Skirmish, Pocotaligo",1865-01-14,1865-01-14,"ILLINOIS--30th, 31st and 45th Infantry. OHIO--20th, 68th and 78th Infantry. WISCONSIN--12th, 16th and 17th Infantry. Union loss, 25 wounded.",NA,NA,25,NA,NA,NA
5439,Reconnaissance,SC,Jan. 20: Reconn. to Salkehatchie River,1865-01-20,1865-01-20,"ILLINOIS--10th and 64th Infantry. INDIANA--25th Infantry. MISSOURI--18th Infantry. NEW JERSEY--35th Infantry. OHIO--27th, 39th, 43d and 63d Infantry. WISCONSIN--25th and 32d Infantry.",NA,NA,NA,NA,NA,NA
5440,Reconnaissance,SC,Jan. 25: Reconn. to Salkehatchie River,1865-01-25,1865-01-25,"ILLINOIS--26th, 40th and 103d Infantry. INDIANA--12th, 97th and 100th Infantry. IOWA--4th, 9th, 25th, 26th, 30th and 31st Infantry. MISSOURI--27th, 31st and 32d Infantry. OHIO--46th and 76th Infantry. WISCONSIN--16th Infantry.",NA,NA,NA,NA,NA,NA
5441,Skirmish,SC,Jan. 26: Skirmish near Pocotaligo,1865-01-26,1865-01-26,(No Reports.),NA,NA,NA,NA,NA,NA
5442,Skirmish,SC,"Jan. 27: Skirmish, Ennis' Cross Roads",1865-01-27,1865-01-27,(No Reports.),NA,NA,NA,NA,NA,NA
5443,Skirmish,SC,"Jan. 28: Skirmish, Combahee River",1865-01-28,1865-01-28,"ILLINOIS--40th and 103d Infantry. WISCONSIN--12th Battery Light Arty. Union loss, 50 killed and wounded.",NA,NA,NA,50,NA,NA
5444,Campaign,SC,Jan. to April: Campaign of the Carolinas,1865-01-01,1865-04-30,"ALABAMA--1st Cavalry. CONNECTICUT--5th and 20th Infantry. ILLINOIS--11th (Co. ""G"") and 15th (Co. ""K"") Cavalry; Batteries ""C"" and ""H,"" 1st Light Arty.; Battery ""I,"" 2d Light Arty.; 7th, 9th, 10th, 12th, 14th, 15th, 16th, 20th, 26th, 30th, 31st, 32d, 34th, 40th, 45th, 48th, 50th, 52d, 53d, 55th, 56th, 57th, 60th, 63d, 64th, 66th, 78th, 82d, 85th, 86th, 90th, 92d (Mounted), 93d, 101st, 102d, 103d, 104th, 105th, 110th, 111th, 116th, 125th, 127th and 129th Infantry. INDIANA--3d and 8th Cavalry; 19th Battery Light Arty.; 12th, 22d, 23d, 25th, 28th, 33d, 37th, 38th, 42d, 48th, 53d, 58th, 59th, 66th, 70th, 74th, 75th, 82d, 85th, 87th, 88th, 97th, 99th, 100th and 101st Infantry. IOWA--2d, 4th, 6th, 7th, 9th, 10th, 11th, 13th, 15th, 16th, 17th, 25th, 26th, 30th, 31st and 39th Infantry. KENTUCKY--2d, 3d and 5th Cavalry; 18th Infantry. MASSACHUSETTS--2d and 33d Infantry. MICHIGAN--9th Cavalry; Batteries ""B"" and ""C,"" 1st Light Arty.; 1st Engineers; 10th, 13th, 14th, 15th, 19th and 21st Infantry. MINNESOTA--1st Battery Light Arty.; 2d and 4th Infantry. NEW JERSEY--13th, 33d and 35th Infantry. NEW YORK--Batteries ""I"" and ""M,"" 1st Light Arty.; 17th, 60th, 102d, 107th, 119th, 123d, 134th, 136th, 137th, 141st, 143d, 149th, 150th and 154th Infantry. OHIO--5th, 9th and 10th Cavalry; McLaughlin's Squadron Cavalry; 4th Indpt. Company Cavalry; Battery ""C,"" 1st Light Arty.; 15th Indpt. Battery Light Arty.; 7th Company S. S.; 5th, 11th, 14th, 17th, 20th, 21st, 27th, 29th, 30th, 31st, 32d, 33d, 37th, 38th, 39th, 43d, 46th, 47th, 52d, 53d, 54th, 55th, 57th, 61st, 63d, 66th, 68th, 69th, 70th, 73d, 74th, 76th, 78th, 79th, 80th, 81st, 82d, 89th, 92d, 94th, 98th, 105th, 108th, 113th and 121st Infantry. MISSOURI--Battery ""H,"" 1st Light Arty.; 6th, 8th, 10th, 18th, 26th, 27th, 29th, 31st and 32d Infy. PENNSYLVANIA--9th Cavalry; Indpt. Battery ""E,"" Light Arty.; 28th, 29th, 46th, 73d, 79th, 109th, 111th and 147th Infantry. WISCONSIN--5th, 10th and 12th Batteries Light Arty.; 3d, 12th, 16th, 17th, 18th, 21st, 22d, 25th, 26th, 31st and 32d Infantry. UNITED STATES--110th Colored Infantry. Union loss, 450 killed, 2,043 wounded, 1,301 missing. Total, 3,794.",3794,450,2043,2493,1301,NA
5445,Skirmish,SC,"Jan. 29: Skirmish, Robertsville",1865-01-29,1865-01-29,"NEW YORK--Battery ""M,"" 1st Light Arty.; 107th and 143d Infantry. WISCONSIN--3d Infantry.",NA,NA,NA,NA,NA,NA
5446,Skirmish,SC,"Jan. 30: Skirmish, Lawtonville",1865-01-30,1865-01-30,(No Reports.),NA,NA,NA,NA,NA,NA
5447,Skirmish,SC,"Feb. 1: Skirmish, Hickory Hill",1865-02-01,1865-02-01,"ILLINOIS--7th Mounted Infantry. IOWA--26th Infantry. MISSOURI--27th, 29th and 31st and 32d Infantry.",NA,NA,NA,NA,NA,NA
5448,Skirmish,SC,"Feb. 1: Skirmish, Whippy Swamp Creek",1865-02-01,1865-02-01,ILLINOIS--9th Mounted Infantry.,NA,NA,NA,NA,NA,NA
5449,Skirmish,SC,"Feb. 2: Skirmish, Lawtonville",1865-02-02,1865-02-02,"CONNECTICUT--20th Infantry. ILLINOIS--102d, 105th and 129th Infantry. INDIANA--33d, 70th and 85th Infantry. MASSACHUSETTS--33d Infantry. MICHIGAN--19th Infantry. NEW YORK--Battery ""I,"" 1st Light Arty.; 136th Infantry. OHIO--53d, 73d and 79th Infantry. WISCONSIN--22d and 26th Infantry.",NA,NA,NA,NA,NA,NA
5450,Skirmish,SC,"Feb. 2: Skirmish, Barker's Mills, Whippy Swamp",1865-02-02,1865-02-02,"ILLINOIS--20th, 30th and 31st Infantry. OHIO--15th Indpt. Battery Light Arty.; 20th, 68th and 78th Infantry. WISCONSIN--16th Infantry.",NA,NA,NA,NA,NA,NA
5451,Skirmish,SC,"Feb. 2: Skirmish, Duck Branch, near Loper's Cross Roads",1865-02-02,1865-02-02,"ILLINOIS--Battery ""H,"" 1st Light Arty. MISSOURI--6th Infantry. OHIO--30th Infantry.",NA,NA,NA,NA,NA,NA
5452,Skirmish,SC,"Feb. 2: Skirmishes, River's and Broxton's Bridges, Salkehatchie River",1865-02-02,1865-02-02,"ILLINOIS--9th (Mounted), 10th and 64th Infantry. INDIANA--25th Infantry. MISSOURI--18th Infantry. NEW JERSEY--35th Infantry. OHIO--39th, 43d and 63d Infantry. WISCONSIN--25th and 32d Infantry.",NA,NA,NA,NA,NA,NA
5453,Action,SC,"Feb. 3: Action, River's Bridge, Salkehatchie River",1865-02-03,1865-02-03,"ILLINOIS--10th, 14th and 15th, 32d, 53d and 64th Infantry. INDIANA--23d, 25th and 53d Infantry. IOWA--11th, 13th, 15th and 16th Infantry. MISSOURI--18th Infantry. NEW JERSEY--35th Infantry. OHIO--27th, 32d, 39th, 43d and 63d Infantry. WISCONSIN--25th and 32d Infantry. Union loss, 18 killed, 70 wounded, 4 missing. Total, 92.",92,18,70,88,4,NA
5454,Skirmish,SC,"Feb. 3: Skirmish, Dillingham's Cross Roads, or Duck Branch",1865-02-03,1865-02-03,"ILLINOIS--Battery ""H,"" 1st Light Arty.; 48th Infantry.",NA,NA,NA,NA,NA,NA
5455,Skirmish,SC,"Feb. 4: Skirmish, Wolf's Plantation",1865-02-04,1865-02-04,IOWA--31st Infantry.,NA,NA,NA,NA,NA,NA
5456,Skirmish,SC,"Feb. 4: Skirmish, Angley's Post Office",1865-02-04,1865-02-04,(No Reports.),NA,NA,NA,NA,NA,NA
5457,Skirmish,SC,"Feb. 4: Skirmish, Buford's Bridge",1865-02-04,1865-02-04,"Advance 1st Division, 15 Corps.",NA,NA,NA,NA,NA,NA
5458,Skirmish,SC,"Feb. 5: Skirmish, Combahee Ferry",1865-02-05,1865-02-05,(No Reports.),NA,NA,NA,NA,NA,NA
5459,Skirmish,SC,"Feb. 5: Skirmish, Duncansville",1865-02-05,1865-02-05,(No Reports.),NA,NA,NA,NA,NA,NA
5460,Action,SC,"Feb. 6: Action, Fishburn's Plantation, near Lane's Bridge, Salkehatchie",1865-02-06,1865-02-06,"ILLINOIS--7th (Mounted) and 56th Infantry. IOWA--10th Infantry. MICHIGAN--Battery ""B,"" 1st Light Arty. MISSOURI--29th (Mounted) Infantry. OHIO--80th Infantry.",NA,NA,NA,NA,NA,NA
5461,Skirmish,SC,Feb. 6: Skirmish near Barnwell,1865-02-06,1865-02-06,ILLINOIS--92d (Mounted) Infantry. OHIO--9th Cavalry. WISCONSIN--10th Battery Light Arty.,NA,NA,NA,NA,NA,NA
5462,Skirmish,SC,"Feb. 6: Skirmish, Cowpens Ferry, Little Salkehatchie River",1865-02-06,1865-02-06,(No Reports.),NA,NA,NA,NA,NA,NA
5463,Skirmish,SC,"Feb. 7: Skirmish, Blackville",1865-02-07,1865-02-07,INDIANA--8th Cavalry. KENTUCY--2d and 3d Cavalry. PENNSYLVANIA--9th Cavalry.,NA,NA,NA,NA,NA,NA
5464,Skirmish,SC,"Feb. 7: Skirmish, Edisto R. R. Bridge",1865-02-07,1865-02-07,ILLINOIS--9th (Mounted) Infantry. IOWA--11th Infantry.,NA,NA,NA,NA,NA,NA
5465,Skirmish,SC,"Feb. 8: Skirmish, Williston",1865-02-08,1865-02-08,"ALABAMA--1st Cavalry. KENTUCKY--5th Cavalry. OHIO--5th Cavalry. WISCONSIN--10th Battery Light Arty. Union loss, 25 killed, wounded and missing.",25,NA,NA,NA,NA,NA
5466,Skirmish,SC,Feb. 8: Skirmish near White Post,1865-02-08,1865-02-08,ALABAMA--1st Cavalry. KENTUCKY--5th Cavalry.,NA,NA,NA,NA,NA,NA
5467,Skirmish,SC,"Feb. 8: Skirmish, Walker's or Edisto Bridge",1865-02-08,1865-02-08,ILLINOIS--9th (Mounted) Infantry.,NA,NA,NA,NA,NA,NA
5468,Skirmish,SC,"Feb. 8: Skirmish, Cannon's Bridge, South Edisto River",1865-02-08,1865-02-08,"ILLINOIS--111th Infantry. INDIANA--83d Infantry. OHIO--37th, 47th, 53d and 54th Infantry.",NA,NA,NA,NA,NA,NA
5469,Skirmish,SC,"Feb. 9: Skirmish, Binnaker's Bridge, South Edisto River",1865-02-09,1865-02-09,"ILLINOIS--9th (Mounted), 10th and 64th Infantry. INDIANA--25th Infantry. MICHIGAN--Battery ""C,"" 1st Light Arty. MISSOURI--18th Infantry. NEW JERSEY--35th Infantry. OHIO--27th, 39th, 43d and 63d Infantry. WISCONSIN--25th and 32d Infantry. Union loss, 36 killed, wounded and missing.",36,NA,NA,NA,NA,NA
5470,Skirmish,SC,"Feb. 9: Skirmish, Holman's Bridge, South Edisto River",1865-02-09,1865-02-09,ILLINOIS--55th Infantry. OHIO--57th Infantry.,NA,NA,NA,NA,NA,NA
5471,Skirmish,SC,"Feb. 10: Skirmish, Johnson's Station",1865-02-10,1865-02-10,INDIANA--8th Cavalry. KENTUCKY--2d and 3d Cavalry. PENNSYLVANIA--9th Cavalry.,NA,NA,NA,NA,NA,NA
5472,Attack,SC,Feb. 11: Attack on Battery Simpkins,1865-02-11,1865-02-11,"PENNSYLVANIA--52d Infantry. Union loss, 20 killed, 76 wounded. Total, 96.",96,20,76,96,0,NA
